galaxy,status,error,sep_masked_pixels,sep_masked_fraction,sep_truth_pixels,sep_toy_overlap_pixels,sep_toy_pixel_recall,sep_toy_associated_precision,sep_toy_f_score,sep_mean_per_toy_recall,sep_recovered_toys,sep_toy_count,sep_toy_detection_rate,sep_false_mask_fraction,sep_segments_raw,sep_segments_kept,sep_elapsed_seconds,mto_masked_pixels,mto_masked_fraction,mto_truth_pixels,mto_toy_overlap_pixels,mto_toy_pixel_recall,mto_toy_associated_precision,mto_toy_f_score,mto_mean_per_toy_recall,mto_recovered_toys,mto_toy_count,mto_toy_detection_rate,mto_false_mask_fraction,mto_segments_raw,mto_segments_kept,mto_elapsed_seconds,masked_fraction_difference_sep_minus_mto,toy_recall_difference_sep_minus_mto,f_score_difference_sep_minus_mto,comparison_elapsed_seconds
ESO420-009,ok,,149262,0.14881525659968775,894,573,0.6409395973154363,0.0038388873256421595,0.007632062654838967,0.6367147451955856,3,6,0.5,0.14837622292208025,1089,1088,0.28031073799996875,75280,0.07505468583312895,894,300,0.33557046979865773,0.003985122210414453,0.007876703337096648,0.3603294059867379,2,6,0.3333333333333333,0.07482227464504825,1453,915,2.3287119230000144,0.0737605707665588,0.3053691275167785,-0.00024464068225768087,3.199568998000018
ESO440-044,ok,,83115,0.09089447645044028,376,376,1.0,0.0045238524935330565,0.009006958833886285,1.0,6,6,1.0,0.09052050466283604,521,519,0.2274647759999766,93890,0.10267800510054549,376,366,0.973404255319149,0.0038981787197784642,0.007765260008910954,0.9812734082397004,6,6,1.0,0.10231982110113824,1222,863,1.7678890490000185,-0.011783528650105207,0.02659574468085102,0.0012416988249753314,2.413083637999989
ESO443-085,ok,,89296,0.10562011721637718,643,377,0.5863141524105754,0.004221913635549184,0.008383459900599296,0.5,3,6,0.5,0.10525424892460009,566,565,0.13723344400000315,106185,0.1255965793162181,643,268,0.416796267496112,0.0025238969722653857,0.005017411165612011,0.4883664122137405,3,6,0.5,0.12537493992675205,1374,946,1.8425429900000267,-0.019976462099840914,0.1695178849144634,0.0033660487349872845,2.7212413800000377
ESO479-004,ok,,69612,0.0786562939611193,762,400,0.5249343832020997,0.005746135723725794,0.01136783471168329,0.5006289308176101,3,6,0.5,0.07827171635267283,399,398,0.21909702700003209,78505,0.08870471121958384,762,460,0.6036745406824147,0.005859499394942997,0.011606343118826246,0.7251461988304094,4,6,0.6666666666666666,0.08826093889418526,1120,740,1.6902702819999718,-0.010048417258464545,-0.07874015748031493,-0.0002385084071429549,2.217196898999987
ESO485-021,ok,,93712,0.1283536134380119,1416,1380,0.9745762711864406,0.014725968926071368,0.029013539651837526,0.9863945578231292,6,6,1.0,0.12670922694361952,644,643,0.16046073500001512,92238,0.1263347340393476,1416,1347,0.951271186440678,0.014603525661874716,0.02876545582676661,0.9729780372541247,6,6,1.0,0.12473171106585498,1252,919,1.6240538960000208,0.0020188793986642972,0.02330508474576265,0.0002480838250709175,2.0206220370000096
ESO572-030,ok,,77520,0.08845074279455056,1222,1215,0.9942716857610474,0.015673374613003097,0.030860277869497854,0.993891797556719,6,6,1.0,0.0871859853427453,529,528,0.13876701600003116,88219,0.1006583601469615,1222,1076,0.8805237315875614,0.012196919031047734,0.024060553884683762,0.8782606673750423,5,6,0.8333333333333334,0.09956946885161987,1157,856,1.7695228919999977,-0.012207617352410938,0.11374795417348604,0.006799723984814092,2.2111245879999615
IC0600,ok,,92788,0.06519078499012879,414,317,0.7657004830917874,0.0034163900504375565,0.00680242913242205,0.8333333333333334,5,6,0.8333333333333334,0.06498697041849273,639,638,0.27863505900000973,118642,0.0833552303401179,414,270,0.6521739130434783,0.002275753948854537,0.00453568068807956,0.6363636363636364,4,6,0.6666666666666666,0.08318973150909822,1628,1143,4.289221246000011,-0.01816444534998911,0.11352657004830913,0.0022667484443424906,5.502063643999975
IC0797,ok,,109731,0.08489359578700126,582,203,0.3487972508591065,0.0018499785839917616,0.0036804365759248677,0.8408900083963057,5,6,0.8333333333333334,0.08477471557420381,781,780,0.24895661800002244,117326,0.09076948190853733,582,138,0.23711340206185566,0.0011762098767536607,0.0023408080876615666,0.5804375804375804,3,6,0.5,0.09070355862162913,1631,1251,3.513159771000005,-0.00587588612153607,0.11168384879725085,0.0013396284882633011,11.267154074000018
IC1014,ok,,56348,0.05620994836681111,549,420,0.7650273224043715,0.007453680698516363,0.014763520044993584,0.6814345991561183,4,6,0.6666666666666666,0.05582154830737783,348,347,0.1887303489999681,77662,0.07747172943251375,549,453,0.825136612021858,0.005832968504545338,0.01158404827965376,0.7656441849587482,5,6,0.8333333333333334,0.07706204268460047,1166,773,1.9820413479999957,-0.021261781065702638,-0.060109289617486406,0.003179471765339824,2.7681898669999896
IC1933,ok,,75416,0.0737872930798485,960,589,0.6135416666666667,0.0078100137901771505,0.015423693306797949,0.5280970625798213,3,6,0.5,0.0732798426814662,508,507,0.1851709640000081,90013,0.08806905181919492,960,373,0.3885416666666667,0.004143845888927155,0.008200235234630057,0.40631869680401334,3,6,0.5,0.08778656230995002,1309,932,2.2613265130000286,-0.014281758739346409,0.22499999999999998,0.007223458072167892,3.172096027000009
