galaxy,status,error,sep_masked_pixels,sep_masked_fraction,sep_truth_pixels,sep_toy_overlap_pixels,sep_toy_pixel_recall,sep_toy_associated_precision,sep_toy_f_score,sep_mean_per_toy_recall,sep_recovered_toys,sep_toy_count,sep_toy_detection_rate,sep_false_mask_fraction,sep_segments_raw,sep_segments_kept,sep_elapsed_seconds,mto_masked_pixels,mto_masked_fraction,mto_truth_pixels,mto_toy_overlap_pixels,mto_toy_pixel_recall,mto_toy_associated_precision,mto_toy_f_score,mto_mean_per_toy_recall,mto_recovered_toys,mto_toy_count,mto_toy_detection_rate,mto_false_mask_fraction,mto_segments_raw,mto_segments_kept,mto_elapsed_seconds,masked_fraction_difference_sep_minus_mto,toy_recall_difference_sep_minus_mto,f_score_difference_sep_minus_mto,comparison_elapsed_seconds
IC1953,ok,,54941,0.0770456193196718,598,484,0.8093645484949833,0.008809450137420141,0.017429193899782133,0.7207207207207208,4,6,0.6666666666666666,0.0764309844645396,309,308,0.13326242799996635,71735,0.10059641254976531,598,441,0.7374581939799331,0.00614762668153621,0.012193604578822945,0.7701166282561632,5,6,0.8333333333333334,0.10006189482371203,1519,786,1.6188926009999705,-0.023550793230093514,0.07190635451505023,0.005235589320959189,2.9917349369999897
IC1954,ok,,98434,0.09531491473036358,458,249,0.5436681222707423,0.0025296137513460795,0.005035796626622983,0.5212926605712774,2,6,0.3333333333333333,0.09511598754584574,542,541,0.18210433000001558,100033,0.09686324710183941,458,170,0.37117903930131,0.0016994391850689273,0.003383387567045805,0.4147307626691965,2,6,0.3333333333333333,0.09674153754943009,1324,961,2.3466660939999997,-0.0015483323714758357,0.17248908296943233,0.001652409059577178,2.995804511000017
IC2007,ok,,83242,0.10131546277318247,874,374,0.4279176201372998,0.00449292424497249,0.008892481810832659,0.3333333333333333,2,6,0.3333333333333333,0.10096766568624824,591,590,0.16862559499998042,98115,0.11941768133863673,874,423,0.4839816933638444,0.004311267390307292,0.008546404145915204,0.5082691690924626,4,6,0.6666666666666666,0.11902945885288606,1466,999,1.963153656999964,-0.018102218565454256,-0.05606407322654461,0.0003460776649174546,3.014350374000003
IC3115,ok,,77255,0.05046377947612515,1789,1681,0.9396310788149804,0.021759109442754516,0.042533272607661564,0.9243398623938511,6,6,1.0,0.049423488549882905,527,526,0.230882213999962,100214,0.06546084002874127,1789,879,0.4913359418669648,0.008771229568722934,0.01723478721214082,0.6649207378267866,4,6,0.6666666666666666,0.0649625828340781,1510,1077,4.201209201999973,-0.014997060552616112,0.44829513694801565,0.025298485395520744,5.339978283999983
IC3517,ok,,52533,0.06072449092825834,578,490,0.8477508650519031,0.009327470351969238,0.018451921447534405,0.6666666666666666,4,6,0.6666666666666666,0.06019830519845557,336,335,0.1535691899999847,59844,0.06917549797480997,578,510,0.8823529411764706,0.008522157609785442,0.01688126841216775,0.8322717622080679,5,6,0.8333333333333334,0.06863182830822902,801,570,1.457905806000042,-0.008451007046551634,-0.03460207612456745,0.0015706530353666558,1.9741703550000125
IC3521,ok,,89879,0.0568296205246492,548,513,0.9361313868613139,0.0057076736501296185,0.011346168732789985,0.8333333333333334,5,6,0.8333333333333334,0.05652484117687242,620,619,0.27264581100001806,113338,0.07166251884225115,548,391,0.7135036496350365,0.0034498579470257106,0.006866515638445463,0.5971238842264368,4,6,0.6666666666666666,0.07144004695750296,1609,1157,4.60141811699998,-0.014832898317601949,0.22262773722627738,0.004479653094344522,6.226056341999993
IC4901,ok,,311624,0.10883675185734683,1005,0,0.0,0.0,0.0,0.0,0,6,0.0,0.10887496728936535,1917,1916,0.5851665640000192,418827,0.14627811166712767,1005,255,0.2537313432835821,0.0006088432694167282,0.0012147716229348883,0.3139440931446352,1,6,0.16666666666666666,0.14624038202527478,5807,3930,27.259243072999993,-0.03744135980978085,-0.2537313432835821,-0.0012147716229348883,30.527649456000006
IC5273,ok,,106786,0.06427161326046657,847,730,0.8618654073199528,0.006836102110763583,0.013564613083348043,0.7986646853286551,5,6,0.8333333333333334,0.06386480336112796,646,645,0.2960849830000143,107392,0.06463634831595927,847,375,0.4427390791027155,0.0034918802145411203,0.006929110579366033,0.49159459668422856,3,6,0.5,0.06444349835273658,1559,1096,4.649866443000008,-0.0003647350554926987,0.4191263282172373,0.00663550250398201,6.014870556999995
NGC0210,ok,,143963,0.09506423767941383,768,731,0.9518229166666666,0.0050776935740433305,0.010101498642308835,0.8333333333333334,5,6,0.8333333333333334,0.09462952098561847,890,889,0.3267480819999946,169789,0.1121181265418892,768,726,0.9453125,0.004275895376025538,0.008513282949395217,0.8283730158730158,5,6,0.8333333333333334,0.11169536630356076,2746,1735,6.963836800000024,-0.017053888862475372,0.00651041666666663,0.0015882156929136176,8.055580690999989
NGC0255,ok,,65477,0.04172553307957847,844,486,0.5758293838862559,0.007422453686027154,0.014655991314968109,0.6666666666666666,4,6,0.6666666666666666,0.041438114444967984,418,417,0.27347893499995735,87129,0.05552337418773909,844,498,0.590047393364929,0.005715662982474262,0.011321655507939937,0.7192022167412686,5,6,0.8333333333333334,0.05523572944687759,1391,884,3.8391204109999535,-0.013797841108160618,-0.014218009478673022,0.0033343358070281725,5.045762736999961
NGC0289,ok,,214070,0.05926672823961178,578,185,0.32006920415224915,0.0008642032979866398,0.0017237523759830045,0.16666666666666666,1,6,0.16666666666666666,0.05922498711025481,1537,1536,0.6797536550000132,379723,0.10512888236245202,578,204,0.35294117647058826,0.0005372337203698485,0.0010728344127414863,0.3852922835336419,2,6,0.3333333333333333,0.105089220296406,6855,4089,44.501366381000025,-0.04586215412284024,-0.032871972318339104,0.0006509179632415182,47.803776519999985
NGC0298,ok,,55203,0.06721089926218131,568,444,0.7816901408450704,0.008043041139068528,0.015922253500923418,0.627906976744186,4,6,0.6666666666666666,0.06671645718908539,333,332,0.13393926999998484,63331,0.07710692283341856,568,317,0.5580985915492958,0.005005447569120968,0.009921908011079986,0.475328285733952,3,6,0.5,0.0767740614933258,888,623,1.1934948910000003,-0.009896023571237256,0.22359154929577463,0.006000345489843432,2.8570560360000172
NGC0578,ok,,132140,0.06293753590068692,926,690,0.7451403887688985,0.005221734523989708,0.010370793440848902,0.8458284428794992,5,6,0.8333333333333334,0.06263651854364972,807,805,0.37184296800000993,214196,0.10202034538961355,926,417,0.4503239740820734,0.0019468150665745392,0.0038768698691905063,0.5968710936311447,4,6,0.6666666666666666,0.10186665878845869,3593,2181,11.329341422000027,-0.03908280948892663,0.2948164146868251,0.006493923571658396,12.978013653999994
NGC0600,ok,,56203,0.06625993256466482,863,787,0.9119351100811124,0.014002811237834279,0.02758209792170469,0.9631782945736435,6,6,1.0,0.06539864543515897,362,360,0.14651591000000508,58033,0.06841739171441372,863,610,0.7068366164542295,0.010511260834352868,0.020714479760934528,0.8761913689814449,5,6,0.8333333333333334,0.06776718667574588,889,628,1.31592810799998,-0.0021574591497488943,0.20509849362688293,0.0068676181607701635,1.8161192879999817
NGC0672,ok,,384014,0.14758371227144573,1378,1378,1.0,0.0035884108391881545,0.007151160376966829,1.0,6,6,1.0,0.14713204108235312,2406,2404,0.5007873029999814,236780,0.09099895157893442,1378,864,0.6269956458635704,0.0036489568375707407,0.007255687400801149,0.7808856056221232,5,6,0.8333333333333334,0.09071494214863321,2984,2383,11.908608722999986,0.05658476069251131,0.37300435413642963,-0.00010452702383432003,13.704052734000015
NGC0685,ok,,93033,0.0993168782006322,792,792,1.0,0.008513108251910612,0.016882494004796165,1.0,6,6,1.0,0.0985547104132009,573,572,0.16230654500003538,89197,0.09522177705611762,792,675,0.8522727272727273,0.007567519086964809,0.015001833557434797,0.9185186239080328,6,6,1.0,0.09458115236388774,1344,958,2.0184913100000017,0.004095101144514585,0.1477272727272727,0.0018806604473613677,2.752926120999973
NGC0701,ok,,50534,0.058390837535415345,807,88,0.1090458488228005,0.0017414018284719198,0.003428059445667205,0.05889875360436292,0,6,0.0,0.05834355920461419,286,285,0.14735334499999908,57159,0.06604586778578395,807,74,0.09169764560099132,0.0012946342658199058,0.0025532208536038366,0.1648757333483626,1,6,0.16666666666666666,0.06602192596430641,896,611,1.3170054550000145,-0.007655030250368601,0.017348203221809175,0.0008748385920633686,2.2975459779999596
NGC0918,ok,,73357,0.09216861414750596,789,588,0.7452471482889734,0.008015594967078807,0.01586059935802336,0.8204130960228522,5,6,0.8333333333333334,0.09152055499169298,367,366,0.12946549800000184,65445,0.0822276667923106,789,284,0.35994930291508237,0.004339521735808694,0.008575656007488601,0.4774306193195142,3,6,0.5,0.08195207964674114,940,655,1.245178586999998,0.009940947355195365,0.38529784537389106,0.0072849433505347595,2.055073819000029
NGC0986,ok,,244698,0.12947950085165083,1648,1646,0.9987864077669902,0.006726658983726879,0.013363318259683534,0.9991341991341991,6,6,1.0,0.12872078385307575,1654,1653,0.36116394499998705,156737,0.08293581690485904,1648,985,0.5976941747572816,0.006284412742364598,0.012438046532184235,0.7394387904569352,5,6,0.8333333333333334,0.08248654414151808,2019,1672,6.036449526000013,0.046543683946791786,0.40109223300970864,0.0009252717274992987,6.97592914300003
NGC0991,ok,,74533,0.09225111890050697,577,480,0.8318890814558059,0.006440100358230582,0.012781254160564503,0.8333333333333334,5,6,0.8333333333333334,0.09172251749221845,456,455,0.12818667800002004,78061,0.09661780141001268,577,520,0.901213171577123,0.006661457065628163,0.013225158320404893,0.905392777476337,6,6,1.0,0.09604277650958248,1171,784,1.530565776000003,-0.004366682509505712,-0.06932409012131713,-0.00044390415984038936,1.9795772310000075
NGC1022,ok,,67708,0.08578223009979716,895,500,0.5586592178770949,0.00738465173982395,0.014576622013614563,0.3325842696629214,2,6,0.3333333333333333,0.08524541923831122,439,438,0.1503911059999723,77870,0.09865691288874587,895,464,0.5184357541899441,0.005958649030435341,0.011781882815971562,0.42447659637290086,3,6,0.5,0.09818037914475537,1151,779,1.452083373999983,-0.01287468278894871,0.040223463687150796,0.002794739197643002,2.0964298220000046
NGC1051,ok,,66745,0.08425739374567635,789,361,0.45754119138149557,0.0054086448423102855,0.01069091124470637,0.502020202020202,3,6,0.5,0.08388522644992778,469,468,0.1310942399999817,81830,0.10330036003009509,789,364,0.46134347275031684,0.004448246364414029,0.00881153245621467,0.5031054905368512,3,6,0.5,0.10294338783396326,1214,825,1.5167130890000067,-0.019042966284418733,-0.0038022813688212698,0.0018793787884917,1.9211870340000132
NGC1097,ok,,461375,0.13372448076063034,1995,1029,0.5157894736842106,0.002230289894337578,0.004441375142974297,0.7856930864258039,5,6,0.8333333333333334,0.13350343193948372,2864,2860,0.7358586629999877,298892,0.08663056624981051,1995,1030,0.5162907268170426,0.0034460607844974105,0.006846424072824682,0.7925893334303655,5,6,0.8333333333333334,0.08638198060667085,3464,2929,24.066182158000004,0.04709391451081983,-0.0005012531328320025,-0.002405048929850385,25.977313933000005
NGC1187,ok,,259357,0.09958416525879281,1356,1356,1.0,0.00522831463966656,0.010402243079554912,1.0,6,6,1.0,0.09911511292164098,1640,1639,0.501584385000001,346276,0.13295807095684226,1356,857,0.6320058997050148,0.002474904411509894,0.004930501219680582,0.7702819852066098,4,6,0.6666666666666666,0.132698102682859,5870,3593,30.089806591000013,-0.03337390569804945,0.36799410029498525,0.005471741859874329,31.54955018000004
NGC1255,ok,,147749,0.07843968995540454,2023,1879,0.9288185862580326,0.012717514162532403,0.02509147237133777,0.7948241951068229,5,6,0.8333333333333334,0.07752539492138776,942,941,0.35419156900002235,235273,0.12490603100445954,2023,1100,0.5437469105289174,0.004675419618910797,0.00927112129997977,0.6283232437202212,4,6,0.6666666666666666,0.12445570922688787,4231,2558,12.100489108000033,-0.046466341049055004,0.38507167572911516,0.015820351071358,13.645178147000024
NGC1291,ok,,426040,0.10096485852264837,752,621,0.8257978723404256,0.0014576096141207398,0.0029100826632176796,0.6595330739299611,4,6,0.6666666666666666,0.1008356613305636,3005,3003,0.8671348790000479,279754,0.06629735008718658,752,510,0.6781914893617021,0.0018230302337053268,0.0036362858548480244,0.8321847702092416,5,6,0.8333333333333334,0.06618828358063909,3650,3047,32.32703865600001,0.03466750843546179,0.14760638297872342,-0.0007262031916303448,34.59015044199998
NGC1302,ok,,225252,0.08648901858393487,1020,744,0.7294117647058823,0.0033029673432422354,0.006576156130674586,0.6666666666666666,4,6,0.6666666666666666,0.08623712250996782,1537,1536,0.5219240150000246,332651,0.1277265397020427,1020,722,0.707843137254902,0.0021704428966093595,0.0043276161248655114,0.6363636363636364,4,6,0.6666666666666666,0.12749925097373416,5627,3436,29.73140816299997,-0.04123752111810783,0.021568627450980316,0.002248540005809075,31.53219815600005
NGC1313,ok,,773248,0.33255403882710155,976,864,0.8852459016393442,0.001117364674722728,0.0022319122114530165,0.7992565055762082,5,6,0.8333333333333334,0.3323219476431501,5386,5384,0.657741059999978,442137,0.19015173018863055,976,617,0.632172131147541,0.0013954950614854672,0.002784842692496045,0.7702892760203511,5,6,0.8333333333333334,0.18996611312948433,6122,4681,35.901670137999986,0.142402308638471,0.25307377049180324,-0.0005529304810430284,37.498010394999994
NGC1326A,ok,,80098,0.050908850543517986,357,283,0.7927170868347339,0.003533171864466029,0.007034988502889815,0.6666666666666666,4,6,0.6666666666666666,0.05074049398475783,450,449,0.3767336999999884,85676,0.054454127183780454,357,355,0.9943977591036415,0.004143517437788879,0.008252647240012555,0.9954337899543378,6,6,1.0,0.05424080294773567,1291,822,7.108212114999958,-0.003545276640262468,-0.20168067226890762,-0.0012176587371227404,8.838079592000042
NGC1341,ok,,77938,0.049087382065073626,535,210,0.3925233644859813,0.0026944494341656186,0.005352159341429536,0.5295508274231678,3,6,0.5,0.04897161992307232,503,502,0.9229639079999856,91398,0.05756484059102876,535,178,0.33271028037383177,0.0019475262040744873,0.0038723853240947206,0.4779030910609858,3,6,0.5,0.05747209717711323,1337,910,5.860463814000013,-0.008477458525955134,0.05981308411214953,0.0014797740173348155,9.400252633000036
NGC1347,ok,,79871,0.09595358917433132,756,714,0.9444444444444444,0.00893941480637528,0.017711188559663638,0.8333333333333334,5,6,0.8333333333333334,0.09518226724191833,476,475,0.27317563099995823,88804,0.10668531172812809,756,660,0.873015873015873,0.007432097653258862,0.014738722644037517,0.9395100471950567,6,6,1.0,0.10598867773881843,1273,861,1.9877452939999785,-0.010731722553796771,0.0714285714285714,0.0029724659156261206,3.8811754019999967
NGC1350,ok,,176908,0.0888365300986046,978,977,0.9989775051124744,0.005522644538404143,0.010984563147184153,0.9975124378109452,6,6,1.0,0.08838932682211202,1084,1081,0.39622314899997946,252623,0.12685774946921444,978,951,0.9723926380368099,0.0037645028362421474,0.007499970425984125,0.9891412864496222,6,6,1.0,0.12644229078431077,4576,2680,15.856012324999995,-0.03802121937060984,0.026584867075664542,0.0034845927212000284,16.900613459999988
NGC1367,ok,,201455,0.07850231662789384,2097,1492,0.7114926084883166,0.007406120473554888,0.014659644709951266,0.33318112633181124,2,6,0.3333333333333333,0.0779846443222719,1327,1325,0.5669856000000095,296997,0.11573280649045486,2097,685,0.32665712923223655,0.0023064206035751204,0.004580499775990158,0.4839563729671598,2,6,0.3333333333333333,0.11556030829914049,5256,3169,22.43967748700004,-0.03723048986256103,0.3848354792560801,0.010079144933961108,25.375031284999977
NGC1436,ok,,81776,0.08928232193430474,1346,1346,1.0,0.016459596947759735,0.03238613122879623,1.0,6,6,1.0,0.08794200616676508,492,491,0.18791274800003066,85327,0.09315927269233541,1346,816,0.6062407132243685,0.009563209769475079,0.01882939323664809,0.7081376356259715,5,6,0.8333333333333334,0.092404163659822,1242,903,2.0517199759999585,-0.00387695075803067,0.39375928677563155,0.01355673799214814,3.222239768999998
NGC1493,ok,,226654,0.08084653910510008,970,924,0.9525773195876288,0.0040766984037343265,0.008118651811759744,0.8237791932059447,5,6,0.8333333333333334,0.08054482025049428,1516,1515,0.6007681540000362,329615,0.1175722995717153,970,872,0.8989690721649485,0.0026455106715410404,0.005275496468381808,0.9352607009965,6,6,1.0,0.11730184664691552,5485,3396,25.021328142000016,-0.03672576046661523,0.05360824742268033,0.0028431553433779354,26.914357637000023
NGC1512,ok,,354577,0.10740998226378343,987,653,0.6616008105369807,0.0018416310138559466,0.003673037765353073,0.6666666666666666,4,6,0.6666666666666666,0.10724423726307267,2407,2404,0.6912092869999924,237544,0.07195784505726026,987,485,0.49138804457953394,0.0020417270063651364,0.004066557386670914,0.5259446363183508,3,6,0.5,0.07183240368369126,3030,2512,17.354174562000026,0.03545213720652317,0.17021276595744678,-0.0003935196213178411,19.197761749999984
NGC1559,ok,,306049,0.11344875328290738,595,595,1.0,0.0019441331290087536,0.0038807216185544153,1.0,6,6,1.0,0.11325317286408684,1936,1936,0.5147028920000025,246466,0.09136203819200536,595,186,0.3126050420168067,0.0007546679866594176,0.0015057010212052894,0.5026973889338423,3,6,0.5,0.09131323018512545,2956,2421,12.653022754000006,0.022086715090902015,0.6873949579831933,0.002375020597349126,21.49018775899998
NGC1640,ok,,84526,0.11964454560381386,964,752,0.7800829875518672,0.008896670846840026,0.01759270090069014,0.665144596651446,4,6,0.6666666666666666,0.11874213337264285,517,516,0.14319713000003276,81326,0.1151150216001676,964,558,0.578838174273859,0.006861274377197944,0.013561793656580386,0.5158785439723448,3,6,0.5,0.11448139790676842,1133,788,1.541367933999993,0.004529524003646271,0.20124481327800825,0.0040309072441097535,1.9562122369999884
NGC1672,ok,,181135,0.1281961453750729,936,495,0.5288461538461539,0.0027327683771772434,0.005437439240735756,0.6666666666666666,4,6,0.6666666666666666,0.12793056169335193,981,978,0.26046212899996135,131972,0.0934016159076883,936,626,0.6688034188034188,0.004743430424635529,0.009420049959370392,0.7814987986232872,5,6,0.8333333333333334,0.09302019240575178,1561,1244,3.807287217999999,0.034794529467384594,-0.1399572649572649,-0.003982610718634636,4.810017447000007
NGC1800,ok,,109839,0.18618357487922704,381,96,0.25196850393700787,0.000874006500423347,0.0017419706042460534,0.27594276094276093,1,6,0.16666666666666666,0.18614106236929012,705,704,0.11605814099999634,62436,0.10583269768624459,381,64,0.1679790026246719,0.0010250496508424627,0.0020376649633061113,0.15393939393939396,1,6,0.16666666666666666,0.10579253658180807,773,628,0.9027312930000448,0.08035087719298245,0.08398950131233596,-0.00029569435906005794,1.8999762500000088
NGC1808,ok,,175929,0.18896777658431793,798,393,0.4924812030075188,0.0022338557031529767,0.0044475377276816785,0.5,3,6,0.5,0.1887073990380584,1086,1085,0.2019058340000015,115855,0.12444146079484425,798,511,0.6403508771929824,0.004410685771006862,0.008761026291651307,0.6598915989159891,4,6,0.6666666666666666,0.12399887336298998,1428,1150,2.636870256000009,0.06452631578947368,-0.14786967418546365,-0.004313488563969629,3.085217892000003
NGC1879,ok,,88716,0.11453255391225316,1103,1103,1.0,0.01243293205284278,0.024560505015642574,1.0,6,6,1.0,0.11326987196973713,581,580,0.14015511799999558,91218,0.11776264149384451,1103,1047,0.9492293744333635,0.01147799776359929,0.022681730050584378,0.9635416666666666,6,6,1.0,0.11657696489542838,1265,876,1.7787046569999916,-0.003230087581591351,0.050770625566636474,0.0018787749650581963,2.18387721900001
NGC2500,ok,,119898,0.11659033227340354,1173,141,0.12020460358056266,0.0011759995996597108,0.002329211784820477,0.20177638453500524,1,6,0.16666666666666666,0.1165862049830753,641,640,0.27924934800000756,99366,0.09662475568132092,1173,372,0.3171355498721228,0.0037437352816858884,0.007400113388834183,0.612977602108037,4,6,0.6666666666666666,0.09637294501444221,1375,1017,2.751905805999968,0.019965576592082618,-0.1969309462915601,-0.005070901604013706,4.083502628000019
NGC2681,ok,,132266,0.09440726901567792,1409,143,0.10149041873669269,0.001081154642916547,0.002139517486440995,0.12882882882882882,1,6,0.16666666666666666,0.0944001383246428,891,890,0.3214766929999655,121846,0.08696980403493182,1409,256,0.1816891412349184,0.002101012753803982,0.004153989696158372,0.2447696103747059,2,6,0.3333333333333333,0.08687444895206223,1687,1267,3.7263705770000115,0.0074374649807461,-0.0801987224982257,-0.0020144722097173765,5.253059323000002
NGC2903,ok,,669980,0.1486630356300461,1184,114,0.09628378378378379,0.00017015433296516314,0.00033970832762186294,0.3333333333333333,2,6,0.3333333333333333,0.1486768003146364,4368,4361,0.9553697890000308,427050,0.09475887245262722,1184,387,0.3268581081081081,0.0009062170706006323,0.001807423044410299,0.35239740722250473,1,6,0.16666666666666666,0.09469787935593643,5513,4419,43.536898975999975,0.053904163177418876,-0.23057432432432434,-0.001467714716788436,47.333569158000046
NGC2968,ok,,203382,0.0828172069807158,1098,961,0.8752276867030966,0.0047250985829621105,0.009399452269170579,0.8333333333333334,5,6,0.8333333333333334,0.08246275709904607,1249,1248,0.496536988999992,176432,0.07184315948324656,1098,1084,0.9872495446265938,0.006144010156887639,0.012212020503576861,0.9793510324483776,6,6,1.0,0.07143369280758187,2309,1834,9.253760004000014,0.010974047497469247,-0.11202185792349717,-0.0028125682344062822,10.984729576000007
NGC3185,ok,,129433,0.08657772081723514,1113,985,0.8849955076370171,0.0076101148856937565,0.015090466195823694,0.6666666666666666,4,6,0.6666666666666666,0.08598286742098925,808,806,0.23459298299997045,134299,0.08983258773291095,1113,708,0.6361185983827493,0.005271818851964646,0.01045697574808732,0.7484330484330485,4,6,0.6666666666666666,0.08942558266097857,1917,1391,4.411519376000001,-0.003254866915675808,0.24887690925426775,0.0046334904477363745,5.153473109999993
NGC3227,ok,,58952,0.05028378025667314,1003,425,0.423728813559322,0.007209254987108156,0.014177299641397714,0.6666666666666666,4,6,0.6666666666666666,0.04996401689285229,387,385,0.1740753409999911,132289,0.11283741020448897,1003,482,0.48055832502492524,0.003643538011474877,0.007232241995018456,0.8333333333333334,5,6,0.8333333333333334,0.11252254813327495,3082,1584,5.512709872999949,-0.06255362994781583,-0.05682951146560322,0.0069450576463792576,6.026347235999992
NGC3264,ok,,77323,0.04529587332644041,429,392,0.9137529137529138,0.005069642926425514,0.010083341907603663,0.8333333333333334,5,6,0.8333333333333334,0.04507756780004641,541,540,0.2558259479999947,102432,0.060004744986277614,429,299,0.696969696969697,0.002919009684473602,0.00581367087623103,0.6798245614035089,4,6,0.6666666666666666,0.059844630020695684,1450,1057,4.210015692000013,-0.014708871659837204,0.21678321678321677,0.004269671031372633,7.297922649999975
NGC3287,ok,,84840,0.054092308869378936,748,745,0.9959893048128342,0.008781235266383781,0.017408982567649674,0.9864864864864865,6,6,1.0,0.0536428944135354,548,547,0.29654934600000615,99421,0.06338886657357995,748,585,0.7820855614973262,0.005884068758109454,0.011680260359991616,0.7639594333102068,5,6,0.8333333333333334,0.06304594936983393,1501,1033,4.101840847000005,-0.009296557704201014,0.213903743315508,0.005728722207658058,5.093308202000003
NGC3319,ok,,182571,0.20857867498372004,967,967,1.0,0.005296569553762646,0.010537327419934838,1.0,6,6,1.0,0.20770338414100645,1116,1115,0.19676512000000912,87230,0.09965612183112268,967,788,0.8148914167528438,0.009033589361458214,0.017869088517750036,0.783678919756078,5,6,0.8333333333333334,0.09886509070239025,1187,921,1.7311299290000193,0.10892255315259736,0.18510858324715618,-0.007331761097815198,2.3910878710000247
NGC3344,ok,,129499,0.1120198678933874,1081,160,0.14801110083256244,0.0012355307762994309,0.0024506049931076732,0.3354166666666667,2,6,0.3333333333333333,0.11198618127979013,692,690,0.2267500560000144,97533,0.08436847987432917,1081,267,0.24699352451433856,0.0027375349881578544,0.005415052629444095,0.5478226817042606,4,6,0.6666666666666666,0.0842162681662922,1330,1007,2.6233965170000033,0.027651388019058226,-0.09898242368177612,-0.0029644476363364218,3.5205763370000227
NGC3359,ok,,190487,0.06300554652028537,1134,764,0.673721340388007,0.004010772388666943,0.007974073822806477,0.7298431329340455,4,6,0.6666666666666666,0.0627763919233751,1243,1242,0.5794262090000188,238382,0.07884731341560666,1134,742,0.654320987654321,0.003112651122987474,0.006195828253644851,0.7509746880661266,5,6,0.8333333333333334,0.07863138247166057,3474,2450,18.693706958999996,-0.015841766895321296,0.01940035273368601,0.0017782455691616262,20.690255278999985
NGC3380,ok,,62514,0.07110942256154991,1512,1108,0.7328042328042328,0.01772402981732092,0.03461093930590698,0.6666666666666666,4,6,0.6666666666666666,0.06996941700888319,445,444,0.15396785500001897,77775,0.08846874843594306,1512,1048,0.6931216931216931,0.013474766955962713,0.026435607350511432,0.6897682495690578,5,6,0.8333333333333334,0.08742701786210763,1181,812,1.714341413999989,-0.01735932587439315,0.03968253968253965,0.008175331955395548,2.1526072770000155
NGC3447,ok,,71861,0.0853539180775325,556,463,0.8327338129496403,0.006442994113636047,0.012787052763853791,0.751605537319823,5,6,0.8333333333333334,0.08486002457919421,478,477,0.13520030699999097,76271,0.09059195788663504,556,464,0.8345323741007195,0.006083570426505487,0.012079086779387455,0.8047683310841206,5,6,0.8333333333333334,0.09010033731021844,995,733,1.4846089650000067,-0.005238039809102549,-0.0017985611510791255,0.0007079659844663362,2.2871815209999795
NGC3485,ok,,75768,0.08961907634441034,1685,1454,0.8629080118694362,0.01919015943406187,0.03754535008327631,0.8967828418230562,5,6,0.8333333333333334,0.08807480800227553,458,457,0.1756473970000343,76328,0.09028144941421382,1685,996,0.5910979228486647,0.013048946651294413,0.02553420583748862,0.7383936252426054,5,6,0.8333333333333334,0.08928131222148478,1084,774,1.720229886000027,-0.0006623730698034763,0.27181008902077153,0.012011144245787687,2.3829321489999984
NGC3486,ok,,160648,0.15151326523875544,524,0,0.0,0.0,0.0,0.0,0,6,0.0,0.15158818078707942,1058,1057,0.22816136900001993,82977,0.07825877825877826,524,168,0.32061068702290074,0.002024657435192885,0.004023903905342452,0.2934887458265494,1,6,0.16666666666666666,0.07813894765448222,1160,942,2.3662837549999836,0.07325448697997718,-0.32061068702290074,-0.004023903905342452,4.193346587999997
