,SOURCE_ID,random_index,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,phot_variable_flag,l,b,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,ag_gspphot,ebpminrp_gspphot
0,69805798521250560,434721283,56.24863115999279,24.642582257680882,0.9437596679009509,0.05456776,17.295187,2.190487348950862,0.07691719,-13.465314592937117,0.04538464,31,,,0,0,0.9858587,1813.658,16.3059,183.12181,16.881704,404.54907,15.572845,1.253588,1.3088589,,,,,,,NOT_AVAILABLE,165.81692314640406,-23.436385716306717,False,False,0,True,False,False,False,False,True,True,False,5164.488,4.6057,-0.4315,852.9208,0.6265,0.3371
1,69805901600465152,364945714,56.24727995894163,24.65570538537785,0.8311574217226121,0.033124566,25.091873,0.49759409475044836,0.046352305,-3.8273885658895668,0.027644936,31,,,0,0,1.3851987,4113.9043,14.53862,680.01904,14.949217,996.6191,13.9426775,1.225623,1.0065393,-5.6504507,16.011703,14,3.7088838,,,NOT_AVAILABLE,165.8063950031741,-23.427418523189722,False,False,0,True,True,False,False,False,True,True,False,6421.0596,4.2511,-0.5118,1057.8616,0.7734,0.4206
2,69805901600465536,575844215,56.248963878828214,24.646361688721974,1.5491388879533554,0.02847475,54.40395,7.372404958972663,0.039751,-6.369812663837182,0.023250002,31,,,0,0,0.914644,3614.33,14.871923,434.19138,15.408646,604.3374,14.171553,1.2447073,1.237093,49.561497,7.8707547,14,4.128072,,,NOT_AVAILABLE,165.81442409739432,-23.433366093898343,False,False,0,True,True,False,False,False,True,True,False,5512.8438,4.5039,-0.3202,583.9617,0.7024,0.379
3,69805935960203392,1555655204,56.27054240577331,24.6474754189256,1.025008949947923,0.081787154,12.5326395,6.8928967344856975,0.11076184,-8.05494305625505,0.07254579,31,,,13,0,1.0769508,715.0788,16.731369,94.62844,17.486486,179.89806,15.782471,1.3704833,1.7040157,,,,,,,NOT_AVAILABLE,165.82955119356967,-23.4194651840173,False,False,0,False,False,False,False,False,True,True,False,4415.314,4.5049,-0.2394,770.9667,0.6278,0.3341
4,69806039039416832,650605350,56.27740714247925,24.678409040272616,7.5284014269211195,0.11225359,67.06602,20.24411977407674,0.15253994,-44.80748682496666,0.09292266,31,,,0,0,1.0478622,538.2375,17.622309,13.195151,19.673035,109.269066,16.268385,1.5745032,3.4046497,,,,,,,NOT_AVAILABLE,165.8121528742935,-23.392246198268786,False,False,0,True,False,False,False,False,True,True,False,3093.5596,4.9487,0.1463,136.1685,0.6398,0.4683
5,69806107758894976,993494369,56.24396966595952,24.665878429795082,2.9152954059140637,0.05376332,54.224617,30.429650578356245,0.078637496,-21.351212463789484,0.046133053,31,,,0,0,0.96531624,1858.8293,16.26482,71.11332,17.424286,382.78622,15.212011,1.3593075,2.2122746,,,,,,,NOT_AVAILABLE,165.79656348057546,-23.42183656433737,False,False,0,True,False,False,False,False,False,True,False,,,,,,
6,69806107758895104,425930021,56.241044070606705,24.664036267040704,1.0237043621074358,0.051032368,20.059904,7.383219341257357,0.074391685,-1.4144879294953903,0.04359335,31,,,0,0,1.006828,1915.2822,16.1937,219.06342,16.740103,278.23288,15.433561,1.2861887,1.3065414,,,,,,,NOT_AVAILABLE,165.79574014997687,-23.42498161774998,False,False,0,True,False,False,False,False,True,True,False,5171.617,4.6702,-0.8281,718.1793,0.609,0.3303
7,69806142118633984,1421987231,56.21224469443437,24.666776076898838,0.849064870039556,0.025779005,32.936295,-2.299934195324371,0.035973817,-7.141252554177461,0.021135388,31,,,0,0,0.99862003,4221.557,14.71975,619.83923,15.169924,935.9864,14.0934,1.2285368,1.0765238,-66.85434,9.292561,15,4.280735,,,NOT_AVAILABLE,165.77247512003382,-23.440369951195468,False,False,0,True,True,False,False,False,True,True,False,5891.6763,4.1173,-0.4604,1052.7286,0.6364,0.3458
8,69806176478371456,1703701541,56.228100350737336,24.683007540848468,1.5462215155701013,0.028552795,54.153072,1.3298150335447376,0.039290052,-0.5604760322096058,0.023182003,31,,,0,0,1.2652133,2449.2686,14.499322,585.4339,14.991542,886.71,13.832808,1.2385827,1.1587343,13.883411,7.5303073,13,4.3866897,,,NOT_AVAILABLE,165.77240805447505,-23.418666401139422,False,False,0,True,True,False,False,False,True,True,False,5751.2314,4.4479,-0.4694,572.7814,0.7095,0.3851
9,69806348277061888,775391446,56.28683184468215,24.67512473132833,1.688100444105861,0.015056625,112.11679,38.17704955101028,0.019969782,-31.415296370565876,0.011899155,31,,,0,0,1.0273738,5522.7686,13.168404,1400.2646,13.714076,1564.8817,12.460723,1.2464962,1.2533531,-71.92077,1.8615603,16,14.380852,,,NOT_AVAILABLE,165.82149389591456,-23.388986395565674,False,False,0,True,True,False,False,False,True,True,False,5603.681,4.0955,-0.7428,542.4107,0.8126,0.4434
10,69806416996538240,843875839,56.28170118576115,24.683851450371744,1.1772087829088687,0.08238192,14.28965,6.938806038066749,0.11315432,-13.228183870388477,0.067876086,31,,,0,0,1.022305,1163.7021,17.12429,56.428333,17.979658,206.92444,16.219873,1.2980849,1.7597847,,,,,,,NOT_AVAILABLE,165.81137005133266,-23.38558831949547,False,False,0,True,False,False,False,False,True,True,False,4379.6553,4.5556,0.0194,836.8952,0.7022,0.3724
11,69806515778757120,1572348197,56.32208945601777,24.712081192294264,1.1276376444845537,0.06027973,18.706747,6.645099764762415,0.07821178,7.460254646096536,0.051409252,31,,,0,0,0.9431321,1676.9377,16.450207,147.41632,17.146776,133.28139,15.682958,1.2351243,1.4638186,,,,,,,NOT_AVAILABLE,165.82066405014857,-23.340085035713756,False,False,0,True,False,False,False,False,True,True,False,4801.4,4.6425,-0.4664,705.1514,0.6311,0.3369
12,69806588793837184,1049100604,56.3132908490052,24.71500823289029,4.130393551113255,0.39283767,10.51425,7.869979853359777,0.45974627,-12.017776877483838,0.31727698,95,1.2441515,0.0943701,3,0,0.9812996,233.32837,19.47142,7.778909,20.867472,39.495274,18.145102,1.6285062,2.7223701,,,,,,,NOT_AVAILABLE,165.81205054656144,-23.343232425176545,False,False,0,False,False,False,False,False,False,False,False,,,,,,
13,69806726234181504,1501724570,56.269005803432826,24.71109600527958,0.607679616018704,0.05255786,11.562107,4.123103387085118,0.07266894,-2.0680084527159006,0.044154648,31,,,0,0,1.0022657,1874.2095,16.311954,205.47769,16.840847,288.9256,15.62818,1.2357394,1.2126675,,,,,,,NOT_AVAILABLE,165.7822215377462,-23.372960916639975,False,False,0,True,False,False,False,False,True,True,False,4778.349,4.3552,-1.3336,1179.7286,0.1844,0.0994
14,69806962455352960,232176675,56.1978078001474,24.68276085875139,6.528116841521189,0.19663493,33.19917,31.237998484070065,0.26678848,51.45703022524815,0.15412775,31,,,0,0,0.9843529,523.8429,18.35778,11.225987,20.138004,47.731876,17.050655,1.5437405,3.087349,,,,,,,NOT_AVAILABLE,165.75020662189095,-23.43717833071527,False,False,0,False,False,False,False,False,True,False,False,3117.3264,5.0815,-0.3327,157.6205,0.3505,0.2453
15,69807001112092416,1685812318,56.204208225559796,24.69504368018892,0.7002341913278289,0.054272745,12.902133,3.991702771368152,0.07836985,-4.7489920614667565,0.0455776,31,,,0,0,1.0027336,1732.2982,16.293373,172.05197,16.750021,419.52875,15.665753,1.2265644,1.0842676,,,,,,,NOT_AVAILABLE,165.7460239829995,-23.42414154520535,False,False,0,True,False,False,False,False,True,True,False,5585.4346,4.6314,-1.1396,1021.7246,0.4679,0.2555
16,69807379069212288,1042690168,56.19238929436416,24.730175790501512,1.3059673471942241,0.013898953,93.96156,-11.241502841803845,0.019141901,-16.166958496335646,0.010901459,31,,,0,0,0.9535561,5625.4146,11.86644,1439.0093,12.49723,2653.5674,11.101456,1.2571926,1.3957739,-72.26101,0.56937444,15,41.05129,1.4989759,0.036557414,NOT_AVAILABLE,165.71180931427037,-23.40506922812561,False,False,0,True,True,False,False,False,False,True,False,,,,,,
17,69807409131959424,1791331495,56.20511830762275,24.736813140843733,1.5315087770320015,0.1319321,11.608312,3.3167774500335496,0.18234432,-6.671499637410425,0.10846459,31,,,0,0,1.0267649,737.76855,17.784952,27.483404,18.92155,110.397316,16.756071,1.3404183,2.1654797,,,,,,,NOT_AVAILABLE,165.71639806692843,-23.392420816815694,False,False,0,False,False,False,False,False,True,True,False,3909.9219,4.8113,-0.6268,484.297,0.7832,0.4334
18,69807482148423680,561362373,56.26126241564778,24.73688140778516,0.6041499268513024,0.035907183,16.825321,-1.6521523027096996,0.04670433,0.2135051061664677,0.02891516,31,,,0,0,1.0356114,2737.5278,15.481292,320.59033,15.903765,689.0625,14.887465,1.2187994,1.0163002,,,,,,,NOT_AVAILABLE,165.75779472650478,-23.358416527937777,False,False,0,True,False,False,False,False,True,True,False,6160.739,4.2648,-0.9286,1296.6656,0.6698,0.3664
19,69807482148425088,1117543465,56.26117605285148,24.718483903859234,0.6653473302298382,0.027445994,24.242056,0.9995091392752151,0.033921283,-6.530187427381595,0.020478273,31,,,0,0,1.038932,4037.885,14.714972,444.53268,15.191319,821.56384,14.075709,1.226093,1.1156101,-10.440156,8.383228,11,3.5816853,,,NOT_AVAILABLE,165.7710812176535,-23.372190022688084,False,False,0,True,True,False,False,False,True,True,False,5663.811,4.0292,-0.0604,1206.7646,0.566,0.3041
20,69807722666594432,938934490,56.22817722574223,24.730823923270524,1.2954824588197342,0.0146105755,88.66745,5.058180589919231,0.01957986,-5.759722443020797,0.011334539,31,,,1,0,0.94871885,4454.718,12.816742,1182.1775,13.384903,1233.2338,12.098649,1.2452854,1.2862539,-4.9381924,1.0217038,15,20.706856,-0.41664946,0.69335914,NOT_AVAILABLE,165.73776927518298,-23.38294769533646,False,False,0,True,True,False,False,False,True,True,False,5112.6895,3.6106,-0.0574,722.9356,0.5364,0.286
21,69807963184755840,1798518697,56.25481939508828,24.777907828400753,7.4811645664167425,0.06247579,119.745026,20.69991043384025,0.081224546,-46.87193783784339,0.05153441,31,,,0,0,1.0551254,1124.2223,16.527004,46.67441,18.252249,409.44464,15.262377,1.4971956,2.989872,,,,,,,NOT_AVAILABLE,165.72328100519061,-23.331709712839423,False,False,0,True,False,False,False,False,False,True,False,3283.7012,4.8764,0.1044,133.7551,0.5798,0.3976
22,69808027607248000,587985374,56.34042273864484,24.725848675563206,1.721173962050536,0.15923785,10.808825,-2.154795345104541,0.19699252,-13.84446627428749,0.13261546,31,,,0,0,0.9525806,543.65625,18.158068,28.118267,19.4347,77.1548,16.978394,1.4713935,2.4563065,,,,,,,NOT_AVAILABLE,165.824181415901,-23.31872039786315,False,False,0,False,False,False,False,False,True,True,False,3641.7373,4.815,-0.3159,426.6576,0.8137,0.4765
23,69808031904232832,457692564,56.354013996249336,24.727118030255316,1.3686129880918014,0.018288959,74.83275,-0.9365220099987693,0.02388884,-4.853180256325947,0.014866982,31,,,0,0,0.9761939,4752.152,13.715809,1217.0768,14.165737,1465.119,13.093796,1.2256575,1.0719414,-19.986355,3.759282,12,6.8701854,,,NOT_AVAILABLE,165.8332758333029,-23.309541049036707,False,False,0,True,True,False,False,False,True,True,False,5520.9727,4.1671,-0.8273,697.8141,0.4315,0.2348
24,69808341141879808,1007311076,56.30451856857709,24.746269264659766,1.2434894429531187,0.030304946,41.03256,22.85068929072592,0.040945143,-9.472746443652852,0.025517352,31,,,0,0,1.0137352,3301.9402,15.118382,366.1311,15.6417265,631.5346,14.42092,1.2480463,1.2208061,,,,,,,NOT_AVAILABLE,165.7828880308563,-23.32524041348996,False,False,0,True,False,False,False,False,True,True,False,5665.9565,4.4771,-0.4403,688.078,0.7782,0.422
25,69808577363069952,104234901,56.39403003545633,24.7650463373459,4.404568016161386,0.36375633,12.108568,10.453214943328044,0.39575022,5.860465162679821,0.31017786,95,1.1776084,0.08362787,1,0,0.9419171,264.99127,19.381763,8.113588,21.230087,36.254795,18.109861,1.4903992,3.120226,,,,,,,NOT_AVAILABLE,165.83520254904218,-23.25704224607662,False,False,0,False,False,False,False,False,False,False,False,,,,,,
26,69808616019779072,1446083254,56.36491515078851,24.765833229987237,0.419825362793426,0.026327493,15.946272,-2.1565799816400646,0.034685176,-0.8534364383115214,0.021599406,31,,,0,0,1.0769162,3947.1255,14.501296,539.40594,14.9832535,1204.7194,13.843054,1.2370576,1.1401997,6.580367,4.4229255,16,4.6663227,,,NOT_AVAILABLE,165.8131929730406,-23.2740922481145,False,False,0,True,True,False,False,False,True,True,False,6005.296,3.7292,-0.1514,1860.632,0.8125,0.4399
27,69809028336632704,654022883,56.37130184494429,24.814682723227296,0.6191620415370512,0.05947858,10.409832,-1.3928473506014782,0.07268344,-1.4844888328002706,0.050824553,31,,,0,0,1.0832993,1729.0692,16.518934,174.89046,16.989218,469.1662,15.8788185,1.2293087,1.1103992,,,,,,,NOT_AVAILABLE,165.78243718812453,-23.23382543453899,False,False,0,True,False,False,False,False,True,True,False,4947.0107,4.3973,-1.3101,1351.8663,0.1702,0.0925
28,69809028336633856,936963142,56.36826492004348,24.809699215886194,2.026529977900563,0.031107835,65.145325,4.728159262870757,0.03876775,-5.762463477963172,0.026546802,31,,,0,0,1.0980128,3206.6465,15.093917,426.94498,15.939635,908.07825,14.191266,1.2994554,1.7483692,-42.628815,8.730904,12,2.9311144,,,NOT_AVAILABLE,165.78381816443934,-23.239377356154037,False,False,0,True,False,False,False,False,True,True,False,4437.3877,4.3494,-0.0278,474.1127,0.6511,0.346
29,69809097056122880,279413889,56.292464739610395,24.754535451174803,0.5357478536726861,0.03211246,16.683487,2.3353888624953543,0.043213136,-1.0939733570946302,0.027021417,31,,,0,0,1.0449821,3318.7551,15.230104,358.73077,15.616045,748.4392,14.665656,1.2162005,0.9503889,,,,,,,NOT_AVAILABLE,165.7680010107562,-23.326372102280942,False,False,0,True,False,False,False,False,True,True,False,6455.8325,4.2381,-0.7545,1413.6511,0.6899,0.3761
30,69809131415859200,496840991,56.30288664723831,24.76007314191774,2.7796370991975174,0.08167447,34.03312,-1.3090520694399146,0.110183254,-3.7068137450102006,0.069399424,31,,,1,0,0.94155836,1076.5406,17.118835,62.387344,18.548912,218.61414,15.946024,1.434041,2.602888,,,,,,,NOT_AVAILABLE,165.7716668979674,-23.315936523998655,False,False,0,False,False,False,False,False,True,True,False,3686.5398,4.7058,0.0478,314.8622,0.9943,0.5988
31,69809165775597312,1256059394,56.284540601784215,24.771976242437873,0.7212390851956122,0.016472083,43.78554,6.019448392495427,0.022053327,-5.273452107843886,0.013331128,31,,,0,0,1.034931,2501.4673,13.612555,1027.5662,13.8364315,1935.8911,13.250379,1.1776911,0.5860529,,,,,,,VARIABLE,165.7495036591112,-23.318160364502287,False,False,0,True,True,False,True,False,True,True,False,7963.832,4.2894,-0.3128,1200.7241,0.6288,0.3367
32,69809268854806784,848677911,56.33616896971207,24.789570242472475,0.7344972601973904,0.0635336,11.560769,3.264209282722582,0.08833859,-5.437026504905954,0.051621307,31,,,0,0,1.000307,1688.6995,16.631792,120.487404,17.271894,267.52606,15.860661,1.2585624,1.4112339,,,,,,,NOT_AVAILABLE,165.77478955537967,-23.27380523685322,False,False,0,True,False,False,False,False,True,True,False,4580.876,4.3513,-0.7642,1170.6301,0.3465,0.1853
33,69809990409355520,1075738614,56.30802716796345,24.826420141601815,1.73927347168691,0.024047362,72.327,-2.7955919127203672,0.029302979,-2.9070936659271043,0.018803494,31,,,0,0,0.9244767,4226.3257,14.620157,405.33432,15.1551895,976.99054,13.930598,1.2374471,1.2245913,-46.868435,5.4073477,14,4.817403,,,NOT_AVAILABLE,165.72732601711394,-23.263353812010383,False,False,0,True,True,False,False,False,True,True,False,5312.5635,4.49,-0.2883,539.9677,0.5656,0.3039
34,69810230927498112,295570710,56.16986687137117,24.731262255245344,2.225565402659972,0.043494727,51.168625,3.3047885613241545,0.0598927,-10.37808083673777,0.034522522,31,,,0,0,0.970842,2479.9773,15.731987,279.16937,16.580227,777.8023,14.82772,1.3001238,1.7525072,,,,,,,NOT_AVAILABLE,165.69438075835677,-23.41786997807621,False,False,0,True,False,False,False,False,True,True,False,4389.729,4.5365,-0.0094,462.531,0.7017,0.3721
35,69810299646974080,656399758,56.16750026144992,24.73925911634148,1.0467363595581047,0.053959306,19.398624,10.342890620219572,0.07071365,-5.088713819244981,0.03994827,31,,,0,0,1.0157754,1314.6361,15.907909,224.25624,16.59778,371.7119,15.107239,1.2641623,1.4905415,,,,,,,NOT_AVAILABLE,165.6868344749957,-23.41332939474304,False,False,0,True,False,False,False,False,True,True,False,4653.114,4.4102,-0.1827,801.9576,0.4785,0.2533
36,69810368366448640,1556694428,56.193540002968945,24.749444835538593,1.382280767664267,0.1021266,13.534973,-9.11487865965142,0.1333409,-2.7416607565465387,0.07809308,31,,,0,0,1.0232673,902.7675,17.486227,45.209564,18.398413,130.48431,16.555939,1.3046161,1.842474,,,,,,,NOT_AVAILABLE,165.6986874607395,-23.389990843346446,False,False,0,True,False,False,False,False,True,True,False,3642.959,4.0498,-1.3659,767.9789,0.0984,0.0533
37,69810368366449408,997714635,56.191371786800026,24.743897439417584,1.7942108934592762,0.023088211,77.71113,17.26856647460618,0.032419488,-5.474085937722705,0.018806856,31,,,0,0,0.98427874,4492.7373,14.48532,601.391,14.975417,1102.5292,13.831222,1.2306423,1.1441956,64.704796,4.9985995,12,4.5314255,,,NOT_AVAILABLE,165.70110802730392,-23.395442029315,False,False,0,True,True,False,False,False,True,True,False,4773.892,4.3071,-1.5571,536.4075,0.0808,0.0439
38,69810471445667328,1728098776,56.135038608259556,24.7360722777615,2.4349257069342904,0.11613532,20.96628,33.10381394197024,0.17025831,-23.34943940968908,0.09849315,31,,,0,0,1.0183384,817.6507,17.455564,29.154516,18.997599,166.9655,16.274862,1.4240485,2.7227364,,,,,,,NOT_AVAILABLE,165.6651502955103,-23.43531789610003,False,False,0,True,False,False,False,False,True,True,False,3593.2673,4.6269,-0.209,365.6169,0.9648,0.589
39,69810505805403520,1504930164,56.15597909478109,24.751225543682317,1.1577784346191837,0.08374988,13.824239,4.001204253242875,0.10814838,-12.329277455656534,0.06719577,31,,,0,0,1.0222116,1321.9039,16.813383,71.553925,17.627655,198.55066,15.946661,1.2777709,1.680994,,,,,,,NOT_AVAILABLE,165.66964688663495,-23.4113537774557,False,False,0,True,False,False,False,False,True,True,False,3863.779,4.1957,-1.9073,519.8134,0.0447,0.0241
40,69809440653502592,1454319868,56.260583039077126,24.79799162357833,0.8308842160633982,0.08213374,10.116236,1.1668416329621847,0.10448481,2.5555310488211,0.067317285,31,,,0,0,0.99178433,1145.6455,17.16374,100.70347,17.763815,144.97514,16.439486,1.2374796,1.3243294,,,,,,,NOT_AVAILABLE,165.71296861941042,-23.31324183553972,False,False,0,True,False,False,False,False,True,True,False,4745.5986,4.8268,-1.4932,785.4896,0.3551,0.1925
41,69809509372977280,370930381,56.2945466365052,24.79711884238221,0.2883212088958799,0.023157455,12.45047,1.076977719942888,0.035428513,-0.1329750722155822,0.021363055,31,,,0,0,1.0312803,4005.209,14.28987,619.93286,14.970999,1471.3522,13.492025,1.2649815,1.4789734,33.3555,3.8467681,14,5.811409,,,NOT_AVAILABLE,165.73864247760176,-23.29335762010858,False,False,0,True,True,False,False,False,False,True,False,,,,,,
42,69810540165143936,481609920,56.12020476623476,24.747679053666282,4.262661327339834,0.16365586,26.046494,2.2799950093734633,0.23218232,-9.144644565876728,0.13460615,31,,,0,0,1.0353917,575.94135,17.903364,12.666478,19.777767,127.901085,16.626184,1.4938813,3.1515827,,,,,,,NOT_AVAILABLE,165.64577158435856,-23.435604961785355,False,False,0,False,False,False,False,False,False,True,False,3265.4763,4.5868,-0.0368,309.7407,0.8662,0.5938
43,69810604587632384,1339429567,56.168909234855285,24.75951596924263,2.6908123557211923,0.21869919,12.303714,1.968867602345599,0.29419306,-11.567402251199255,0.17106356,31,,,0,0,1.0062549,489.51584,18.538326,7.072185,19.920425,82.782776,17.35716,1.452394,2.5632648,,,,,,,NOT_AVAILABLE,165.67319244640035,-23.397353202141762,False,False,0,False,False,False,False,False,True,False,False,3407.2534,4.9523,-0.3473,317.2943,0.6813,0.431
44,69810643244355200,1524953933,56.16667908769728,24.76549616904445,3.1802609155674384,0.029919805,106.29284,52.10795420840206,0.0392416,-13.152830847498995,0.023269244,31,,,0,0,1.1394601,3306.3206,14.624783,412.2954,15.346827,1159.0004,13.802096,1.2709715,1.5447302,2.68514,5.37292,13,5.103889,,,NOT_AVAILABLE,165.66721077071236,-23.394234718675552,False,False,0,True,True,False,False,False,True,True,False,4492.1562,4.5387,-0.2178,321.2909,0.3976,0.2107
45,69810918122255616,1129725915,56.23560921927519,24.78772170351576,1.2135767500737689,0.0196583,61.733555,-3.9183389183683524,0.026250536,-12.621547832851073,0.016082214,31,,,0,0,1.2320307,2747.2883,11.373412,1238.8795,12.11491,1785.835,10.53723,1.2755816,1.5776806,-63.19093,0.2301184,15,59.619434,-0.5094371,0.68752986,NOT_AVAILABLE,165.70199250529987,-23.335999283221476,False,False,0,True,True,True,False,False,False,True,False,,,,,,
46,69810952481996416,445357421,56.22038707221493,24.782437786259095,0.9128813249467254,0.057124387,15.980589,-0.5145460174821808,0.07380091,-6.084635490257221,0.046903577,31,,,0,0,1.037317,1541.358,16.46285,145.08676,17.128721,385.98935,15.669368,1.266942,1.4593534,,,,,,,NOT_AVAILABLE,165.69459005771537,-23.349141518085155,False,False,0,True,False,False,False,False,True,True,False,4451.456,4.3729,-1.0092,926.5119,0.3435,0.1841
47,69811124280688000,1346448578,56.18404635943434,24.80546376562045,0.7519809231643578,0.03968335,18.949533,-0.22806301948866436,0.049009908,-4.857122129425529,0.031666692,31,,,0,0,0.958682,2674.3052,15.607411,263.307,16.07133,351.73035,14.96331,1.2348653,1.1080189,,,,,,,NOT_AVAILABLE,165.65107684046362,-23.353902486942257,False,False,0,True,False,False,False,False,True,True,False,5037.131,4.3956,-2.0747,884.4954,0.1866,0.1021
48,69811227359900288,1128093311,56.20230467033744,24.807575477570573,0.8754850500032615,0.053396728,16.395857,9.597849841388722,0.068264276,-10.286267396132818,0.042856224,31,,,0,0,0.9918024,1959.9928,16.31316,172.76149,16.832869,275.99554,15.634097,1.2361014,1.1987715,,,,,,,NOT_AVAILABLE,165.6630250668189,-23.3413006704048,False,False,0,True,False,False,False,False,True,True,False,5193.941,4.6447,-0.729,868.2154,0.4553,0.2462
49,69811364798863744,1398257674,56.103485703428014,24.768212832129016,7.383367795347211,0.025824912,285.90097,20.0096511843737,0.036148015,-45.86504913512492,0.021562146,31,,,0,0,1.0521954,475.3577,14.463644,109.50965,15.626272,186.71935,13.390887,1.3791658,2.235385,-1.5532763,12.432807,14,8.770338,,,NOT_AVAILABLE,165.6185338646199,-23.43035390951779,False,False,0,True,True,False,False,False,True,True,False,3830.8896,4.6782,0.1299,133.7202,0.6068,0.3541
50,69811467878074624,1618842232,56.14432451908782,24.792348618996737,1.7518044962509292,0.024868097,70.44385,1.2716206969527502,0.02935641,-21.163985059461183,0.01937262,31,,,0,0,0.9428063,3460.6567,14.597114,656.7194,15.105347,1023.4082,13.925826,1.2352629,1.1795206,13.393168,5.4193707,12,4.158089,,,NOT_AVAILABLE,165.6312396642577,-23.387676142758593,False,False,0,False,False,False,False,False,True,True,False,5566.945,4.5316,-0.4117,519.29,0.646,0.3492
51,69811467878075392,1438930790,56.15292253635267,24.785853091765855,0.6976062201114025,0.029318068,23.794413,6.578502903762336,0.034139406,-1.8244456914374538,0.022414677,31,,,0,0,1.0886445,3882.3926,14.804828,506.6104,15.27925,778.7606,14.162725,1.228909,1.1165247,-31.988398,10.592623,12,3.3730333,,,NOT_AVAILABLE,165.64229742964238,-23.387338177267637,False,False,0,True,True,False,False,False,True,True,False,5311.0645,4.1423,-0.6519,1138.4888,0.3809,0.2061
52,69811639676769536,298244402,56.08380493090035,24.7959610969443,7.509212453253538,0.019412043,386.83267,19.89864206870716,0.027445775,-46.56763611816304,0.016257709,31,,,0,0,1.2359731,708.56934,10.473494,255.5925,10.826579,321.60474,9.955907,1.2019105,0.8706722,4.3028464,2.2451973,11,62.827763,10.871364,0.0,NOT_AVAILABLE,165.58388797964486,-23.421486696727772,False,False,0,True,True,True,False,False,True,True,False,5757.872,4.3658,-0.2543,132.321,0.1742,0.0937
53,69811639676770304,279531315,56.08111302234684,24.784761969859193,3.6404651511635846,0.05913745,61.55939,13.429626222212399,0.0863239,5.702876300305517,0.04960237,31,,,0,0,0.99466485,1243.426,16.288128,135.93515,17.421642,560.7525,15.24117,1.3593737,2.1804724,,,,,,,NOT_AVAILABLE,165.59000440735747,-23.431481465285426,False,False,0,True,False,False,False,False,True,True,False,3652.9143,4.4084,-1.1424,263.1512,0.5087,0.2883
54,69811772820112512,1786401066,56.110805061762235,24.808097084328796,2.7293463369291318,0.12987274,21.015543,12.434687120842387,0.16653034,-24.129190657495098,0.11178597,31,,,0,0,0.9451635,655.19885,17.846033,21.926197,19.204,138.93916,16.69388,1.4240175,2.5101204,,,,,,,NOT_AVAILABLE,165.5950645280383,-23.396133013403936,False,False,0,False,False,False,False,False,True,True,False,3558.8335,4.5617,-0.572,386.4942,0.9553,0.5556
55,69811948914407168,636553603,56.169922338576605,24.818333957946873,7.489501972504944,0.021575358,347.13223,20.238677643478304,0.02753543,-45.445803609583365,0.017658161,31,,,0,0,1.1954098,2025.2495,9.715471,826.22156,9.987203,1393.4302,9.281519,1.1924058,0.7056837,4.253554,0.6526914,8,82.35278,2.87361,0.00072471524,NOT_AVAILABLE,165.63132528531548,-23.35281715456771,False,False,0,True,True,False,False,False,True,True,False,6229.157,4.3229,-0.3956,132.7451,0.0687,0.037
56,69811978977188608,853153314,56.17995941476757,24.814876205139868,0.8386586851995435,0.07006939,11.968973,6.306037646133536,0.08501978,-5.984892891619415,0.055768695,31,,,0,0,1.0059949,1291.0748,16.672855,99.146645,17.22919,152.58353,15.973335,1.2361603,1.2558556,,,,,,,NOT_AVAILABLE,165.64124066153386,-23.349341093643424,False,False,0,False,False,False,False,False,True,True,False,4745.1714,4.7095,-0.6259,844.6945,0.2139,0.1139
57,69812120713101952,46854468,56.143359181600374,24.814036404653724,0.8080833798561724,0.06039612,13.379724,9.159817505318347,0.074804865,-4.878595844352472,0.048663452,31,,,0,0,1.0026506,1593.1555,16.459745,165.54489,17.000586,156.53084,15.750229,1.2498196,1.2503567,,,,,,,NOT_AVAILABLE,165.614819327449,-23.37205696197622,False,False,0,True,False,False,False,False,True,True,False,5056.6973,4.6898,-0.9883,804.0914,0.45,0.2427
58,69812253855183872,402947872,56.168594785437904,24.840764353633116,0.6928993619475741,0.06784248,10.213355,-0.6491580906228067,0.0846237,-5.010832053276741,0.05450552,31,,,0,0,1.0084078,1472.8549,16.711224,213.15065,17.255219,222.74701,16.01325,1.2399853,1.2419682,,,,,,,NOT_AVAILABLE,165.61410107869204,-23.33686453094757,False,False,0,True,False,False,False,False,True,True,False,5255.2163,4.6804,-0.7645,1003.6221,0.5654,0.3064
