GaiaDR3 RA_ICRS DE_ICRS dpgeo b_dpgeo B_dpgeo Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag Mass e_Mass logT e_logT logL e_logL logg e_logg Simbad x y z vx vy vz
69894962042148096 55.675566 25.196701 132.083 128.893 134.568 17.7309 0.0011 19.8244 0.0468 16.3923 0.0080 0.1693 0.0183 3.4590 0.0105 -2.3255 0.0886 4.8059 0.0337 Simbad 67.392197 98.702822 56.231322 0.0 0.0 0.0
69898810332838400 55.678568 25.280897 142.255 141.807 142.655 13.7567 0.0010 14.6356 0.0034 12.8313 0.0019 0.6105 0.0066 3.6029 0.0031 -1.0959 0.0171 4.6868 0.0070 Simbad 72.526397 106.234339 60.750912 0.0 0.0 0.0
70097581419826944 55.682597 25.534925 136.356 135.625 137.118 15.5275 0.0010 16.9792 0.0075 14.3450 0.0044 0.4265 0.0120 3.5237 0.0034 -1.6534 0.0336 4.7638 0.0161 Simbad 69.365489 101.619687 58.777781 0.0 0.0 0.0
64346276612274816 55.684889 21.853445 130.630 129.521 131.933 16.9679 0.0012 18.8138 0.0358 15.6787 0.0037 0.2397 0.0217 3.4815 0.0054 -2.1241 0.0524 4.8260 0.0265 Simbad 68.349891 100.140451 48.624898 0.0 0.0 0.0
65037731987586304 55.684909 23.104324 129.930 128.596 131.294 17.0589 0.0010 19.0035 0.0265 15.7611 0.0029 0.2240 0.0231 3.4775 0.0062 -2.1624 0.0575 4.8244 0.0281 Simbad 67.372183 98.708070 50.985378 0.0 0.0 0.0
65254576296865152 55.685307 23.970766 136.111 134.249 137.974 17.3788 0.0014 19.2182 0.0478 16.0700 0.0035 0.2071 0.0275 3.4729 0.0081 -2.2053 0.0723 4.8212 0.0303 Simbad 70.113100 102.725363 55.297877 0.0 0.0 0.0
65155856471318912 55.690275 23.822823 139.503 137.109 141.830 17.6869 0.0013 19.8389 0.0663 16.3414 0.0075 0.1753 0.0204 3.4620 0.0091 -2.3003 0.0766 4.8095 0.0334 Simbad 71.933503 105.412134 56.346621 0.0 0.0 0.0
65136791113382912 55.703852 23.580003 134.045 132.373 135.930 16.7430 0.0007 18.5527 0.0138 15.4752 0.0049 0.2734 0.0332 3.4892 0.0073 -2.0439 0.0779 4.8253 0.0238 Simbad 69.223796 101.492947 53.621911 0.0 0.0 0.0
65135176205557888 55.722276 23.518557 127.971 126.898 128.954 16.0754 0.0010 17.6956 0.0099 14.8434 0.0030 0.3485 0.0202 3.5051 0.0043 -1.8623 0.0495 4.8058 0.0196 Simbad 66.086771 96.960539 51.066324 0.0 0.0 0.0
70201725786644608 55.725084 26.137673 129.674 128.290 131.151 16.8072 0.0009 18.6064 0.0179 15.5381 0.0038 0.2586 0.0268 3.4859 0.0062 -2.0789 0.0634 4.8263 0.0248 Simbad 65.559812 96.197530 57.125226 0.0 0.0 0.0
68310561489710336 55.729746 24.492869 136.911 136.566 137.360 9.3706 0.0002 9.6172 0.0002 8.9608 0.0003 1.2933 0.0166 3.8199 0.0035 0.4084 0.0247 4.3746 0.0065 Simbad 70.156699 102.960658 56.760559 0.0 0.0 0.0
65029550073165184 55.735661 22.854834 134.795 131.870 138.100 18.1338 0.0017 20.1808 0.0710 16.7600 0.0072 0.1651 0.0103 3.4524 0.0074 -2.3831 0.0696 4.7998 0.0294 Simbad 69.933097 102.655276 52.354062 0.0 0.0 0.0
68268165869533568 55.735756 24.229170 132.099 130.462 133.712 17.0948 0.0014 18.9786 0.0247 15.8002 0.0038 0.2270 0.0275 3.4783 0.0072 -2.1550 0.0677 4.8248 0.0279 Simbad 67.821680 99.556268 54.211758 0.0 0.0 0.0
64438841747360768 55.749068 22.424068 133.414 133.102 133.728 13.3615 0.0010 14.1811 0.0027 12.4754 0.0017 0.6382 0.0060 3.6168 0.0026 -1.0185 0.0140 4.6832 0.0052 Simbad 69.410149 101.938894 50.891933 0.0 0.0 0.0
68268303308484224 55.755327 24.247731 132.857 130.873 134.711 17.5342 0.0022 19.4941 0.0368 16.2047 0.0059 0.1847 0.0222 3.4658 0.0082 -2.2683 0.0694 4.8139 0.0325 Simbad 68.166699 100.136218 54.562075 0.0 0.0 0.0
65088275162687104 55.755904 23.491664 132.930 131.228 134.405 16.9967 0.0025 18.7757 0.0232 15.7293 0.0043 0.2450 0.0282 3.4828 0.0068 -2.1113 0.0674 4.8263 0.0261 Simbad 68.602571 100.778692 52.987974 0.0 0.0 0.0
68317609532996480 55.762362 24.669558 134.055 133.684 134.394 11.6849 0.0005 12.1692 0.0035 11.0458 0.0025 0.8589 0.0099 3.7078 0.0027 -0.4715 0.0187 4.6230 0.0057 Simbad 68.539058 100.709790 55.952451 0.0 0.0 0.0
70127955428529536 55.770989 25.742928 132.086 130.712 133.318 16.5279 0.0012 18.2997 0.0153 15.2552 0.0027 0.2962 0.0258 3.4941 0.0055 -1.9899 0.0604 4.8219 0.0221 Simbad 66.924647 98.369450 57.369451 0.0 0.0 0.0
63449521800719488 55.773982 21.030220 129.969 128.304 131.717 17.1389 0.0012 19.0318 0.0237 15.8432 0.0043 0.2186 0.0283 3.4761 0.0077 -2.1759 0.0712 4.8235 0.0289 Simbad 68.232972 100.303763 46.640713 0.0 0.0 0.0
64433924008996224 55.777180 22.296886 136.095 133.118 139.345 18.1690 0.0020 20.2633 0.0808 16.7822 0.0081 0.1660 0.0128 3.4518 0.0065 -2.3889 0.0617 4.7996 0.0287 Simbad 70.818577 104.117147 51.635243 0.0 0.0 0.0
70098612211973248 55.781629 25.574599 134.058 132.983 135.176 16.0977 0.0013 17.7523 0.0211 14.8557 0.0026 0.3555 0.0202 3.5066 0.0044 -1.8447 0.0500 4.8028 0.0194 Simbad 68.001171 99.991705 57.870947 0.0 0.0 0.0
65263097511969792 55.798551 24.114432 136.291 134.568 138.295 17.4513 0.0013 19.4836 0.0385 16.1084 0.0065 0.1920 0.0240 3.4683 0.0081 -2.2467 0.0695 4.8167 0.0319 Simbad 69.924122 102.884625 55.683103 0.0 0.0 0.0
68314414077327744 55.804538 24.655243 137.676 137.129 138.337 14.8898 0.0014 16.1947 0.0044 13.7623 0.0012 0.4905 0.0086 3.5454 0.0034 -1.4609 0.0258 4.7248 0.0135 Simbad 70.322300 103.493753 57.432541 0.0 0.0 0.0
65264673762670080 55.806150 24.183470 126.785 124.617 128.994 17.9254 0.0017 19.8870 0.0480 16.5908 0.0066 0.1645 0.0058 3.4548 0.0070 -2.3619 0.0620 4.8013 0.0308 Simbad 64.999251 95.665580 51.938728 0.0 0.0 0.0
63547378335443200 55.811303 21.152580 129.757 129.519 129.988 12.2959 0.0008 12.8916 0.0032 11.5597 0.0023 0.7614 0.0073 3.6723 0.0020 -0.7024 0.0121 4.6608 0.0026 Simbad 68.000401 100.102024 46.823181 0.0 0.0 0.0
65237911823760640 55.819253 23.833585 136.329 135.381 137.398 16.3650 0.0012 18.0671 0.0295 15.1028 0.0073 0.3268 0.0196 3.5005 0.0042 -1.9160 0.0465 4.8138 0.0201 Simbad 70.058969 103.163193 55.088031 0.0 0.0 0.0
64840541448791424 55.829295 22.786093 131.203 129.980 132.401 16.8161 0.0009 18.5973 0.0423 15.5243 0.0048 0.2602 0.0229 3.4863 0.0053 -2.0752 0.0538 4.8262 0.0246 Simbad 67.940439 100.081354 50.813849 0.0 0.0 0.0
70153484713977472 55.829487 26.078747 135.457 134.366 136.364 16.2557 0.0009 17.9380 0.0144 15.0140 0.0040 0.3394 0.0192 3.5032 0.0041 -1.8851 0.0461 4.8094 0.0196 Simbad 68.334763 100.662948 59.547714 0.0 0.0 0.0
68298093201624960 55.835796 24.442916 130.665 128.971 133.705 17.3233 0.0010 19.2831 0.0359 16.0158 0.0040 0.1992 0.0337 3.4706 0.0105 -2.2264 0.0924 4.8190 0.0318 Simbad 66.800592 98.426304 54.067402 0.0 0.0 0.0
65264506261240448 55.838024 24.185701 131.539 129.952 133.130 17.4450 0.0012 19.2766 0.0362 16.1538 0.0033 0.1959 0.0217 3.4696 0.0071 -2.2354 0.0614 4.8180 0.0312 Simbad 67.380094 99.288471 53.890922 0.0 0.0 0.0
65032745528876032 55.844066 23.015528 132.983 130.208 136.815 18.5163 0.0017 20.8407 0.1159 17.1081 0.0090 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 68.719673 101.285404 51.993772 0.0 0.0 0.0
64843805623922688 55.854917 22.895492 131.716 130.581 133.157 16.9343 0.0012 18.7619 0.0197 15.6569 0.0030 0.2467 0.0233 3.4832 0.0057 -2.1074 0.0557 4.8263 0.0258 Simbad 68.106353 100.422366 51.244305 0.0 0.0 0.0
70150357977789056 55.859257 26.041718 131.644 130.917 132.501 15.6823 0.0019 17.2045 0.0148 14.4814 0.0040 0.4011 0.0140 3.5170 0.0035 -1.7246 0.0371 4.7792 0.0171 Simbad 66.381332 97.894796 57.795066 0.0 0.0 0.0
69904101732529408 55.863119 25.387388 138.791 138.383 139.170 11.1515 0.0008 11.5976 0.0047 10.5342 0.0037 0.9501 0.0108 3.7357 0.0027 -0.2639 0.0211 4.5713 0.0071 Simbad 70.364171 103.783483 59.504737 0.0 0.0 0.0
64818203322590208 55.864444 22.627944 128.417 126.999 130.065 17.3265 0.0013 19.2148 0.0473 16.0458 0.0064 0.1997 0.0226 3.4707 0.0071 -2.2252 0.0620 4.8192 0.0308 Simbad 66.514452 98.110233 49.407871 0.0 0.0 0.0
68327402058399232 55.867609 24.891796 133.883 133.058 134.805 15.9658 0.0009 17.5413 0.0156 14.7461 0.0021 0.3731 0.0159 3.5105 0.0036 -1.7993 0.0402 4.7945 0.0182 Simbad 68.144115 100.525975 56.352147 0.0 0.0 0.0
65263612908043392 55.869797 24.151586 130.650 129.053 132.404 17.3772 0.0019 19.3233 0.0491 16.0661 0.0037 0.1951 0.0231 3.4693 0.0076 -2.2379 0.0655 4.8178 0.0315 Simbad 66.887877 98.680890 53.455727 0.0 0.0 0.0
68319529381881344 55.874638 24.656397 130.710 129.114 132.375 17.5508 0.0008 19.5078 0.0521 16.2590 0.0075 0.1826 0.0184 3.4650 0.0071 -2.2751 0.0596 4.8131 0.0324 Simbad 66.643323 98.337985 54.529021 0.0 0.0 0.0
69911282917833216 55.892333 25.590395 131.794 131.036 132.671 15.7799 0.0012 17.3469 0.0123 14.5660 0.0024 0.3895 0.0147 3.5142 0.0035 -1.7561 0.0382 4.7859 0.0175 Simbad 66.653898 98.419025 56.926386 0.0 0.0 0.0
65233788655261568 55.893492 23.761714 136.770 136.306 137.246 11.2019 0.0010 11.6495 0.0049 10.5917 0.0035 0.9378 0.0125 3.7322 0.0033 -0.2914 0.0255 4.5790 0.0080 Simbad 70.190259 103.645218 55.109260 0.0 0.0 0.0
69904617128601984 55.896803 25.408461 130.637 130.016 131.221 15.6138 0.0008 17.0890 0.0064 14.4245 0.0025 0.4082 0.0108 3.5188 0.0028 -1.7050 0.0289 4.7750 0.0162 Simbad 66.161263 97.708033 56.052222 0.0 0.0 0.0
65084358152509440 55.902591 23.453754 137.356 137.029 137.672 13.8314 0.0016 14.7629 0.0059 12.8739 0.0038 0.5942 0.0055 3.5946 0.0025 -1.1429 0.0141 4.6894 0.0080 Simbad 70.640209 104.345316 54.668889 0.0 0.0 0.0
70129050643128832 55.902870 25.783351 127.526 126.803 128.305 15.7886 0.0017 17.3393 0.0090 14.5712 0.0039 0.3816 0.0144 3.5124 0.0034 -1.7770 0.0367 4.7901 0.0176 Simbad 64.373511 95.089538 55.469917 0.0 0.0 0.0
68294554148575232 55.903908 24.393781 134.364 133.946 134.768 13.6370 0.0012 14.5244 0.0042 12.6981 0.0029 0.6093 0.0068 3.6024 0.0032 -1.0992 0.0176 4.6870 0.0071 Simbad 68.597990 101.333695 55.493081 0.0 0.0 0.0
69904410970171392 55.905556 25.408786 130.014 129.523 130.582 15.3470 0.0008 16.7739 0.0074 14.1754 0.0023 0.4349 0.0091 3.5261 0.0028 -1.6293 0.0256 4.7586 0.0152 Simbad 65.830717 97.251876 55.785585 0.0 0.0 0.0
65089336018173440 55.907301 23.535788 132.354 132.056 132.665 10.5763 0.0005 10.9274 0.0035 10.0607 0.0021 1.0322 0.0098 3.7577 0.0022 -0.0844 0.0178 4.5175 0.0061 Simbad 68.017141 100.488477 52.851840 0.0 0.0 0.0
70313016978627584 55.908688 26.612314 141.244 140.804 141.616 13.3905 0.0020 14.1869 0.0044 12.5160 0.0035 0.6488 0.0073 3.6221 0.0033 -0.9895 0.0176 4.6819 0.0046 Simbad 70.781820 104.578465 63.270428 0.0 0.0 0.0
71108440625265280 55.912153 27.016893 132.706 130.180 135.308 17.8310 0.0014 19.9144 0.0465 16.4639 0.0061 0.1662 0.0112 3.4569 0.0088 -2.3435 0.0749 4.8035 0.0324 Simbad 66.260295 97.910776 60.282120 0.0 0.0 0.0
65232066371441792 55.915573 23.692220 137.945 135.220 140.615 17.8540 0.0020 19.8328 0.0487 16.5213 0.0061 0.1707 0.0183 3.4598 0.0097 -2.3190 0.0816 4.8068 0.0335 Simbad 70.790706 104.618676 55.429537 0.0 0.0 0.0
65265674492422784 55.931425 24.213758 133.784 131.837 136.307 17.7579 0.0017 19.6964 0.0508 16.4288 0.0061 0.1731 0.0178 3.4610 0.0086 -2.3089 0.0719 4.8083 0.0331 Simbad 68.350327 101.072376 54.870442 0.0 0.0 0.0
68296650092601088 55.932199 24.487533 135.618 134.841 136.388 15.1475 0.0014 16.5007 0.0047 13.9956 0.0020 0.4637 0.0114 3.5354 0.0040 -1.5434 0.0340 4.7405 0.0150 Simbad 69.136261 102.237545 56.213013 0.0 0.0 0.0
70123003329050880 55.933747 25.663626 128.766 127.074 130.722 17.2204 0.0010 19.0225 0.0225 15.9063 0.0039 0.2120 0.0293 3.4743 0.0083 -2.1925 0.0755 4.8223 0.0298 Simbad 65.013115 96.145903 55.766877 0.0 0.0 0.0
65056526764528128 55.937445 23.055694 138.100 137.318 138.790 15.5383 0.0013 17.0332 0.0055 14.3460 0.0025 0.4265 0.0118 3.5237 0.0034 -1.6535 0.0329 4.7639 0.0160 Simbad 71.171175 105.267512 54.083514 0.0 0.0 0.0
70152144684310144 55.946262 26.076352 139.370 138.496 140.492 15.8355 0.0012 17.3984 0.0143 14.6178 0.0038 0.3962 0.0164 3.5158 0.0041 -1.7380 0.0436 4.7821 0.0179 Simbad 70.098973 103.716037 61.262658 0.0 0.0 0.0
69877163697813248 55.949949 25.053006 132.855 132.530 133.144 13.9155 0.0012 14.8734 0.0049 12.9461 0.0033 0.5794 0.0054 3.5871 0.0024 -1.1863 0.0138 4.6921 0.0089 Simbad 67.389091 99.720420 56.258316 0.0 0.0 0.0
69876712724339456 55.951482 25.004185 133.815 133.439 134.182 11.4340 0.0006 11.9022 0.0074 10.7937 0.0051 0.8946 0.0104 3.7192 0.0028 -0.3894 0.0201 4.6044 0.0064 Simbad 67.900364 100.482783 56.561522 0.0 0.0 0.0
65089473457126784 55.952614 23.539193 137.241 136.969 137.555 13.4188 0.0008 14.2453 0.0024 12.5282 0.0013 0.6382 0.0056 3.6168 0.0024 -1.0185 0.0127 4.6832 0.0052 Simbad 70.444330 104.251926 54.810800 0.0 0.0 0.0
70125000491024128 55.954317 25.729411 132.384 132.056 132.640 11.7337 0.0016 12.2254 0.0034 11.0799 0.0026 0.8476 0.0091 3.7040 0.0024 -0.4978 0.0164 4.6284 0.0052 Simbad 66.767427 98.816738 57.470751 0.0 0.0 0.0
68323485048225152 55.967382 24.841417 134.766 134.447 135.093 13.7349 0.0014 14.6465 0.0077 12.7873 0.0048 0.6000 0.0055 3.5976 0.0025 -1.1259 0.0141 4.6884 0.0076 Simbad 68.445128 101.349570 56.616301 0.0 0.0 0.0
65290718444385536 55.969941 24.313336 146.387 141.026 152.608 18.8993 0.0026 21.1031 0.1240 17.5031 0.0137 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 74.656336 110.557412 60.271402 0.0 0.0 0.0
69906713072633856 55.970030 25.491627 137.186 136.141 138.181 16.4852 0.0025 18.1607 0.0113 15.2426 0.0027 0.3164 0.0199 3.4984 0.0042 -1.9414 0.0468 4.8170 0.0206 Simbad 69.298937 102.624067 59.042002 0.0 0.0 0.0
69906472554465792 55.974553 25.474879 136.635 136.071 137.205 15.0196 0.0007 16.3418 0.0046 13.8845 0.0019 0.4775 0.0084 3.5403 0.0032 -1.5011 0.0251 4.7322 0.0138 Simbad 69.022143 102.231566 58.768805 0.0 0.0 0.0
68295481861500928 55.982134 24.426204 130.856 130.448 131.287 13.7673 0.0007 14.7087 0.0080 12.7997 0.0054 0.5899 0.0068 3.5925 0.0032 -1.1554 0.0182 4.6901 0.0083 Simbad 66.655102 98.753815 54.111690 0.0 0.0 0.0
69889876800977408 55.986315 25.262082 132.773 132.275 133.353 14.8273 0.0005 16.0747 0.0055 13.7223 0.0022 0.4914 0.0080 3.5457 0.0032 -1.4581 0.0241 4.7243 0.0133 Simbad 67.169015 99.530872 56.662131 0.0 0.0 0.0
69829541100441600 55.986352 24.993324 132.523 131.929 133.209 15.0509 0.0011 16.3828 0.0056 13.9170 0.0019 0.4689 0.0097 3.5372 0.0035 -1.5277 0.0290 4.7373 0.0144 Simbad 67.190137 99.562310 55.992643 0.0 0.0 0.0
65245539685760640 55.987572 23.951448 133.955 132.571 135.030 16.2853 0.0019 17.9778 0.0164 15.0223 0.0062 0.3320 0.0238 3.5016 0.0050 -1.9034 0.0573 4.8121 0.0205 Simbad 68.478469 101.476019 54.380689 0.0 0.0 0.0
65289004754691200 55.988745 24.222176 132.425 131.579 133.422 16.3330 0.0021 18.0512 0.0140 15.0717 0.0022 0.3226 0.0189 3.4996 0.0040 -1.9264 0.0443 4.8152 0.0202 Simbad 67.551430 100.106690 54.330805 0.0 0.0 0.0
68306099020642432 56.001221 24.556793 134.319 133.831 134.818 8.0416 0.0004 8.1309 0.0013 7.8586 0.0005 1.7321 0.0319 3.9119 0.0062 0.9750 0.0333 4.3017 0.0039 Simbad 68.314336 101.284823 55.822307 0.0 0.0 0.0
65086591535491584 56.002573 23.543744 136.284 136.021 136.613 10.8231 0.0008 11.2306 0.0036 10.2468 0.0026 0.9981 0.0093 3.7488 0.0021 -0.1580 0.0167 4.5402 0.0060 Simbad 69.860399 103.582334 54.438521 0.0 0.0 0.0
63547270960574336 56.002772 21.281872 134.176 133.902 134.500 12.4209 0.0014 13.0311 0.0067 11.6691 0.0061 0.7539 0.0079 3.6692 0.0025 -0.7207 0.0148 4.6629 0.0025 Simbad 69.908644 103.654644 48.700040 0.0 0.0 0.0
69878503727603072 56.009592 25.064755 133.032 132.630 133.420 14.7058 0.0007 15.9352 0.0038 13.6090 0.0017 0.5025 0.0063 3.5503 0.0025 -1.4235 0.0182 4.7185 0.0127 Simbad 67.368433 99.913886 56.357980 0.0 0.0 0.0
69935162935991168 56.011890 25.656149 136.329 136.029 136.598 12.6104 0.0007 13.2783 0.0050 11.8151 0.0036 0.7315 0.0071 3.6599 0.0022 -0.7758 0.0130 4.6684 0.0019 Simbad 68.697030 101.893140 59.026273 0.0 0.0 0.0
68296890611072384 56.014858 24.504042 134.712 134.413 134.971 10.5297 0.0014 10.8964 0.0025 9.9922 0.0019 1.0451 0.0095 3.7610 0.0021 -0.0572 0.0167 4.5089 0.0057 Simbad 68.518821 101.640175 55.872806 0.0 0.0 0.0
70132658415356672 56.018790 25.856104 136.476 136.119 136.836 12.5128 0.0013 13.1624 0.0065 11.7260 0.0042 0.7442 0.0085 3.6652 0.0029 -0.7445 0.0169 4.6654 0.0024 Simbad 68.643144 101.839673 59.518886 0.0 0.0 0.0
65289623229979136 56.020263 24.275319 136.550 136.155 136.939 11.2091 0.0009 11.6504 0.0044 10.5977 0.0031 0.9364 0.0109 3.7318 0.0028 -0.2946 0.0214 4.5799 0.0071 Simbad 69.569772 103.220152 56.138672 0.0 0.0 0.0
70356580830628864 56.020563 26.969465 132.795 130.864 134.461 17.3151 0.0015 19.2669 0.0229 16.0011 0.0040 0.2031 0.0265 3.4717 0.0080 -2.2160 0.0712 4.8201 0.0307 Simbad 66.147119 98.143097 60.224601 0.0 0.0 0.0
69906571336964608 56.021340 25.483630 134.304 134.046 134.547 12.1853 0.0006 12.7433 0.0030 11.4774 0.0023 0.7872 0.0077 3.6823 0.0021 -0.6402 0.0128 4.6528 0.0034 Simbad 67.757614 100.535545 57.784726 0.0 0.0 0.0
64870296982175488 56.036796 23.079706 135.290 134.813 135.864 14.4980 0.0010 15.6562 0.0063 13.4329 0.0035 0.5253 0.0076 3.5605 0.0034 -1.3518 0.0223 4.7081 0.0118 Simbad 69.531673 103.227883 53.035205 0.0 0.0 0.0
65058760147520000 56.038909 23.146192 137.132 135.405 138.731 16.5743 0.0011 18.3739 0.0182 15.2991 0.0031 0.2989 0.0315 3.4947 0.0067 -1.9835 0.0742 4.8214 0.0223 Simbad 70.439612 104.584149 53.903649 0.0 0.0 0.0
68303659479211776 56.040084 24.589373 137.143 136.346 138.041 15.8638 0.0012 17.4033 0.0089 14.6551 0.0018 0.3909 0.0146 3.5145 0.0035 -1.7523 0.0380 4.7851 0.0175 Simbad 69.662342 103.434687 57.066870 0.0 0.0 0.0
65289588870240384 56.041389 24.267625 135.931 135.028 136.745 15.1752 0.0004 16.5480 0.0068 14.0189 0.0023 0.4610 0.0125 3.5344 0.0043 -1.5515 0.0372 4.7421 0.0154 Simbad 69.220700 102.783990 55.867546 0.0 0.0 0.0
69934334006064768 56.044901 25.627149 135.608 134.543 136.760 16.4622 0.0008 18.2324 0.0078 15.1911 0.0019 0.3108 0.0220 3.4972 0.0047 -1.9549 0.0517 4.8186 0.0211 Simbad 68.291901 101.418256 58.652227 0.0 0.0 0.0
68322454256073344 56.045724 24.812595 135.435 133.722 137.396 17.0237 0.0015 18.7309 0.0337 15.7558 0.0042 0.2500 0.0319 3.4839 0.0075 -2.0994 0.0759 4.8264 0.0256 Simbad 68.661544 101.970364 56.835517 0.0 0.0 0.0
65072435323295872 56.046834 23.379119 131.246 130.902 131.535 11.1939 0.0010 11.6272 0.0034 10.5937 0.0025 0.9264 0.0096 3.7288 0.0024 -0.3171 0.0180 4.5860 0.0063 Simbad 67.284652 99.929698 52.080172 0.0 0.0 0.0
69824730737081600 56.047081 24.876053 136.364 134.218 139.120 17.5378 0.0015 19.4936 0.0588 16.2435 0.0052 0.1900 0.0297 3.4676 0.0102 -2.2525 0.0876 4.8160 0.0327 Simbad 69.094647 102.618818 57.362426 0.0 0.0 0.0
65241863193865856 56.050665 23.876888 133.805 132.506 134.932 16.5229 0.0009 18.2497 0.0236 15.2577 0.0017 0.3024 0.0237 3.4954 0.0050 -1.9750 0.0556 4.8206 0.0216 Simbad 68.329542 101.496194 54.160616 0.0 0.0 0.0
65247704349267584 56.054523 24.030616 131.081 130.838 131.401 11.1672 0.0017 11.5918 0.0029 10.5821 0.0022 0.9308 0.0092 3.7301 0.0023 -0.3071 0.0169 4.5833 0.0061 Simbad 66.852062 99.315990 53.379423 0.0 0.0 0.0
68322145018429952 56.058099 24.779195 135.869 135.534 136.220 10.6001 0.0008 10.9589 0.0012 10.0715 0.0008 1.0370 0.0106 3.7590 0.0024 -0.0743 0.0195 4.5143 0.0066 Simbad 68.878022 102.339563 56.945746 0.0 0.0 0.0
70252681278085376 56.064126 26.331021 137.197 136.813 137.476 10.8698 0.0015 11.2470 0.0024 10.3244 0.0017 0.9952 0.0101 3.7481 0.0024 -0.1643 0.0189 4.5421 0.0065 Simbad 68.645524 102.017280 60.854624 0.0 0.0 0.0
65293368441513344 56.074042 24.446188 137.657 136.924 138.624 15.3950 0.0009 16.8450 0.0075 14.2215 0.0032 0.4411 0.0127 3.5280 0.0039 -1.6109 0.0369 4.7546 0.0160 Simbad 69.941556 103.982222 56.967755 0.0 0.0 0.0
68303728198686080 56.079500 24.588258 136.256 135.389 137.139 16.3973 0.0007 18.0747 0.0164 15.1487 0.0025 0.3245 0.0173 3.5000 0.0037 -1.9216 0.0406 4.8146 0.0200 Simbad 69.141685 102.814200 56.695364 0.0 0.0 0.0
69811639676769536 56.083805 24.795961 132.660 132.340 132.928 10.4735 0.0013 10.8266 0.0039 9.9559 0.0031 1.0502 0.0100 3.7623 0.0022 -0.0464 0.0178 4.5055 0.0060 Simbad 67.197319 99.939129 55.636025 0.0 0.0 0.0
65179946945247488 56.087034 23.560929 134.469 133.641 135.175 15.7938 0.0011 17.3104 0.0131 14.5869 0.0025 0.3945 0.0135 3.5154 0.0033 -1.7425 0.0353 4.7830 0.0172 Simbad 68.770286 102.290971 53.750492 0.0 0.0 0.0
68310359628169472 56.091377 24.768207 134.667 134.342 134.973 12.5533 0.0016 13.1805 0.0051 11.7867 0.0036 0.7380 0.0079 3.6627 0.0026 -0.7596 0.0151 4.6669 0.0021 Simbad 68.215789 101.482808 56.418514 0.0 0.0 0.0
65064837524605312 56.092359 23.181746 135.096 132.211 138.899 18.1819 0.0018 20.4105 0.1333 16.7857 0.0058 0.1682 0.0187 3.4509 0.0056 -2.3974 0.0534 4.7992 0.0272 Simbad 69.279247 103.068701 53.180411 0.0 0.0 0.0
69811364798863744 56.103486 24.768213 134.561 134.123 134.959 14.4636 0.0003 15.6263 0.0091 13.3909 0.0054 0.5268 0.0064 3.5612 0.0028 -1.3473 0.0182 4.7075 0.0117 Simbad 68.140658 101.417325 56.374117 0.0 0.0 0.0
69930764889482752 56.104587 25.567610 134.626 132.696 136.450 17.3238 0.0013 19.4124 0.0509 15.9540 0.0041 0.1970 0.0261 3.4699 0.0084 -2.2324 0.0728 4.8184 0.0315 Simbad 67.726156 100.804585 58.101335 0.0 0.0 0.0
64765254965634176 56.106359 22.463699 145.379 140.377 150.445 18.8129 0.0029 20.8432 0.1624 17.3912 0.0122 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 74.919509 111.518725 55.549026 0.0 0.0 0.0
64822017259193600 56.106694 22.668739 136.579 133.163 139.377 18.5800 0.0021 20.7219 0.1534 17.1612 0.0099 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 70.279314 104.613052 52.637905 0.0 0.0 0.0
68303487680516224 56.109579 24.589501 133.392 132.992 133.688 11.2828 0.0006 11.7382 0.0119 10.6585 0.0089 0.9168 0.0101 3.7260 0.0026 -0.3389 0.0191 4.5917 0.0065 Simbad 67.634857 100.687645 55.506301 0.0 0.0 0.0
65292268929825408 56.112091 24.408645 138.267 137.809 138.838 15.0118 0.0006 16.2870 0.0039 13.8922 0.0032 0.4821 0.0076 3.5421 0.0029 -1.4869 0.0227 4.7295 0.0136 Simbad 70.203005 104.520731 57.137708 0.0 0.0 0.0
65244435877629824 56.116368 23.999769 137.066 133.855 140.065 17.8474 0.0013 19.7961 0.0630 16.5056 0.0070 0.1709 0.0212 3.4599 0.0112 -2.3183 0.0940 4.8069 0.0341 Simbad 69.809053 103.950965 55.749258 0.0 0.0 0.0
64764189813713408 56.122972 22.423398 129.980 127.161 133.211 18.3270 0.0018 20.2790 0.1170 16.9363 0.0059 0.1692 0.0123 3.4507 0.0031 -2.3994 0.0338 4.7991 0.0258 Simbad 66.974341 99.754706 49.580597 0.0 0.0 0.0
69932276717968512 56.125405 25.596211 139.753 139.303 140.145 14.3405 0.0010 15.4367 0.0059 13.2988 0.0033 0.5464 0.0063 3.5706 0.0028 -1.2862 0.0174 4.7005 0.0107 Simbad 70.250574 104.644081 60.376947 0.0 0.0 0.0
65181527493208192 56.132240 23.590425 137.280 136.213 138.257 16.0553 0.0014 17.6597 0.0135 14.8359 0.0042 0.3684 0.0181 3.5094 0.0040 -1.8117 0.0456 4.7968 0.0188 Simbad 70.109725 104.461202 54.938891 0.0 0.0 0.0
