GaiaDR3 RA_ICRS DE_ICRS dpgeo b_dpgeo B_dpgeo Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag Mass e_Mass logT e_logT logL e_logL logg e_logg Simbad x y z vx vy vz
64163242287720448 57.421774 22.944500 134.751 130.816 137.911 18.5054 0.0018 20.8091 0.0880 17.1079 0.0119 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 66.816279 104.565232 52.531237 0.0 0.0 0.0
63940208928422656 57.423860 21.938530 130.684 127.416 133.859 18.2868 0.0021 20.3094 0.0982 16.9053 0.0082 0.1690 0.0122 3.4508 0.0031 -2.3991 0.0341 4.7991 0.0259 Simbad 65.267559 102.149733 48.825066 0.0 0.0 0.0
66747816167123712 57.426245 24.462800 131.937 131.650 132.198 11.8998 0.0029 12.4103 0.0027 11.2282 0.0018 0.8227 0.0092 3.6954 0.0026 -0.5559 0.0169 4.6394 0.0047 Simbad 64.656279 101.202309 54.635420 0.0 0.0 0.0
66453490649681280 57.431468 23.711650 133.335 132.401 134.087 6.1592 0.0003 6.1291 0.0009 6.1788 0.0006 2.9814 0.1227 4.0785 0.0111 1.9652 0.0786 4.2131 0.0227 Simbad 65.716092 102.881836 53.618533 0.0 0.0 0.0
70453303494018432 57.450723 26.629748 129.853 127.540 133.069 18.2862 0.0023 20.3506 0.0805 16.8951 0.0069 0.1693 0.0086 3.4507 0.0023 -2.3996 0.0294 4.7990 0.0256 Simbad 62.453056 97.845857 58.203135 0.0 0.0 0.0
63959351598814336 57.451899 22.179971 142.488 141.484 143.657 15.7729 0.0008 17.2675 0.0083 14.5751 0.0027 0.4102 0.0168 3.5193 0.0044 -1.6995 0.0459 4.7739 0.0179 Simbad 70.987000 111.221109 53.791660 0.0 0.0 0.0
66452769091505024 57.459924 23.705389 137.923 137.575 138.282 11.3530 0.0008 11.7787 0.0014 10.7588 0.0010 0.9192 0.0100 3.7267 0.0026 -0.3333 0.0189 4.5902 0.0064 Simbad 67.927750 106.460810 55.449723 0.0 0.0 0.0
63632178171114624 57.460008 20.966517 134.521 133.545 135.469 16.3833 0.0033 18.0824 0.0128 15.1303 0.0023 0.3218 0.0195 3.4995 0.0041 -1.9282 0.0459 4.8154 0.0204 Simbad 67.566455 105.894908 48.134614 0.0 0.0 0.0
66515196441155712 57.468543 24.061788 136.502 133.590 141.395 18.4307 0.0084 20.5613 0.0959 17.0216 0.0087 0.1695 0.0045 3.4507 0.0017 -2.3999 0.0275 4.7990 0.0255 Simbad 67.027176 105.084230 55.654810 0.0 0.0 0.0
66980362877378432 57.470574 25.647246 137.304 136.976 137.630 9.4345 0.0002 9.7064 0.0003 8.9942 0.0002 1.2769 0.0140 3.8161 0.0029 0.3815 0.0203 4.3809 0.0057 Simbad 66.558536 104.357662 59.429188 0.0 0.0 0.0
66515922294233728 57.481262 24.101235 135.574 134.317 136.556 16.6153 0.0011 18.3346 0.0282 15.3506 0.0022 0.2954 0.0217 3.4940 0.0047 -1.9918 0.0505 4.8221 0.0219 Simbad 66.527855 104.352487 55.361663 0.0 0.0 0.0
66761903659793152 57.482514 24.741905 131.871 131.410 132.427 15.1738 0.0021 16.5638 0.0041 14.0130 0.0011 0.4547 0.0084 3.5323 0.0028 -1.5706 0.0244 4.7461 0.0145 Simbad 64.380807 100.989596 55.192159 0.0 0.0 0.0
64924413571101952 57.485492 23.218431 143.798 143.506 144.125 10.1388 0.0007 10.4444 0.0008 9.6656 0.0005 1.1455 0.0111 3.7855 0.0022 0.1461 0.0177 4.4454 0.0056 Simbad 71.033221 111.437544 56.690574 0.0 0.0 0.0
66558249192653952 57.485909 24.348794 136.001 135.274 136.718 7.5460 0.0003 7.5659 0.0006 7.4760 0.0007 2.0025 0.0624 3.9595 0.0104 1.2352 0.0556 4.2935 0.0069 Simbad 66.599299 104.483246 56.071906 0.0 0.0 0.0
66453181412027392 57.490217 23.724321 137.912 135.826 140.620 17.6991 0.0011 19.7540 0.0533 16.3449 0.0051 0.1757 0.0210 3.4622 0.0093 -2.2986 0.0778 4.8098 0.0334 Simbad 67.856189 106.472759 55.487022 0.0 0.0 0.0
66507469798631808 57.491988 23.848487 134.493 133.827 135.187 6.8064 0.0003 6.8116 0.0007 6.7563 0.0005 2.4673 0.0810 4.0256 0.0105 1.6097 0.0599 4.2737 0.0119 Simbad 66.107567 103.736080 54.378133 0.0 0.0 0.0
66876596467931776 57.493141 25.105670 132.045 129.902 134.105 17.5685 0.0012 19.5251 0.0471 16.2389 0.0031 0.1816 0.0227 3.4646 0.0088 -2.2782 0.0744 4.8127 0.0329 Simbad 64.257140 100.836865 56.025245 0.0 0.0 0.0
66452734735432192 57.493149 23.709214 136.347 135.828 136.942 15.1602 0.0008 16.5011 0.0052 14.0136 0.0024 0.4641 0.0085 3.5355 0.0030 -1.5422 0.0250 4.7402 0.0142 Simbad 67.088553 105.280151 54.824450 0.0 0.0 0.0
69992371901046400 57.494286 25.896034 131.307 129.821 132.927 17.2030 0.0008 19.0751 0.0373 15.9016 0.0036 0.2152 0.0251 3.4752 0.0071 -2.1844 0.0640 4.8229 0.0292 Simbad 63.476952 99.616931 57.346959 0.0 0.0 0.0
66551686483467904 57.498156 24.195899 137.334 134.870 139.943 17.7956 0.0017 19.8071 0.0724 16.4558 0.0056 0.1719 0.0187 3.4604 0.0094 -2.3136 0.0789 4.8076 0.0335 Simbad 67.310456 105.648749 56.287404 0.0 0.0 0.0
66930403817997696 57.507818 25.211222 135.429 134.300 136.720 16.3040 0.0011 18.0039 0.0126 15.0564 0.0038 0.3329 0.0231 3.5018 0.0049 -1.9012 0.0555 4.8118 0.0204 Simbad 65.820429 103.348494 57.686864 0.0 0.0 0.0
66507882115488128 57.509141 23.862223 130.968 130.318 131.777 15.7395 0.0011 17.2599 0.0066 14.5337 0.0015 0.3941 0.0133 3.5153 0.0032 -1.7436 0.0345 4.7832 0.0171 Simbad 64.337854 101.025766 52.981626 0.0 0.0 0.0
64927368508592512 57.520910 23.304638 134.427 132.575 136.687 17.5344 0.0009 19.4511 0.0349 16.2350 0.0046 0.1891 0.0250 3.4673 0.0087 -2.2550 0.0744 4.8157 0.0323 Simbad 66.296838 104.149047 53.181990 0.0 0.0 0.0
66539252556578816 57.521143 24.123751 133.940 133.648 134.217 13.4470 0.0019 14.2765 0.0042 12.5488 0.0027 0.6299 0.0057 3.6127 0.0025 -1.0413 0.0135 4.6843 0.0057 Simbad 65.642707 103.122365 54.742461 0.0 0.0 0.0
70495707709395584 57.526830 26.971747 133.156 131.938 134.697 16.9179 0.0012 18.7029 0.0190 15.6392 0.0028 0.2530 0.0250 3.4846 0.0059 -2.0922 0.0592 4.8264 0.0253 Simbad 63.715901 100.117358 60.393051 0.0 0.0 0.0
66974453002505088 57.535149 25.548659 128.150 127.149 128.989 16.2604 0.0015 17.9196 0.0150 15.0053 0.0026 0.3254 0.0191 3.5002 0.0041 -1.9194 0.0451 4.8143 0.0202 Simbad 62.062428 97.550507 55.268205 0.0 0.0 0.0
66757746131459200 57.535995 24.671457 136.285 134.101 138.602 17.4772 0.0011 19.3518 0.0276 16.1793 0.0050 0.1977 0.0303 3.4701 0.0095 -2.2306 0.0837 4.8186 0.0317 Simbad 66.475914 104.491086 56.887327 0.0 0.0 0.0
66565778274538624 57.544946 24.478029 133.775 131.484 136.107 16.9258 0.0013 18.8044 0.0245 15.6330 0.0019 0.2479 0.0406 3.4834 0.0097 -2.1044 0.0968 4.8263 0.0259 Simbad 65.336369 102.735313 55.428903 0.0 0.0 0.0
66754241438299520 57.551775 24.532726 138.090 137.775 138.437 12.7328 0.0013 13.3867 0.0054 11.9530 0.0038 0.7223 0.0075 3.6560 0.0026 -0.7989 0.0148 4.6704 0.0019 Simbad 67.401860 106.011005 57.336751 0.0 0.0 0.0
66460225158376192 57.552561 23.813413 133.456 130.801 136.095 17.7706 0.0020 19.8532 0.0545 16.4466 0.0052 0.1692 0.0166 3.4589 0.0097 -2.3262 0.0815 4.8058 0.0333 Simbad 65.506696 103.033375 53.884122 0.0 0.0 0.0
66960743466922624 57.561547 25.424823 133.281 131.634 134.979 16.9392 0.0013 18.8161 0.0213 15.6528 0.0030 0.2460 0.0296 3.4830 0.0071 -2.1089 0.0707 4.8263 0.0260 Simbad 64.567090 101.590686 57.221062 0.0 0.0 0.0
66553443128503552 57.563678 24.226542 133.819 132.984 134.797 16.2024 0.0008 17.8382 0.0100 14.9637 0.0034 0.3443 0.0175 3.5042 0.0038 -1.8728 0.0422 4.8075 0.0192 Simbad 65.454166 102.994884 54.912028 0.0 0.0 0.0
70387057918968064 57.566565 26.193511 135.353 131.079 139.531 18.5788 0.0018 20.7416 0.1484 17.1644 0.0058 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 65.137803 102.508484 59.745386 0.0 0.0 0.0
64160940185240064 57.573359 22.932883 139.152 136.743 141.700 17.5633 0.0013 19.7083 0.0397 16.2571 0.0039 0.1841 0.0273 3.4656 0.0101 -2.2702 0.0860 4.8137 0.0332 Simbad 68.718484 108.171797 54.220932 0.0 0.0 0.0
66960262430594816 57.573732 25.379364 137.637 137.138 138.178 9.5247 0.0023 9.7817 0.0003 9.1026 0.0003 1.2585 0.0206 3.8119 0.0045 0.3508 0.0329 4.3884 0.0087 Simbad 66.680125 104.964665 58.992558 0.0 0.0 0.0
66755959425257856 57.575982 24.587466 131.319 130.076 132.903 16.8213 0.0017 18.5659 0.0166 15.5624 0.0029 0.2633 0.0263 3.4870 0.0060 -2.0679 0.0620 4.8261 0.0244 Simbad 64.026372 100.795999 54.639456 0.0 0.0 0.0
66553885506789504 57.579834 24.275964 130.005 124.909 135.266 18.8353 0.0021 21.0516 0.1690 17.3985 0.0116 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 63.535737 100.038457 53.449215 0.0 0.0 0.0
66565365957676416 57.587208 24.466545 137.334 136.915 137.711 10.9152 0.0007 11.2909 0.0025 10.3712 0.0017 0.9884 0.0112 3.7463 0.0027 -0.1791 0.0219 4.5466 0.0074 Simbad 67.002905 105.527599 56.878503 0.0 0.0 0.0
64117062799542016 57.591907 22.625499 138.899 137.729 140.258 16.2117 0.0024 17.8660 0.0126 14.9729 0.0021 0.3516 0.0226 3.5057 0.0049 -1.8546 0.0558 4.8045 0.0200 Simbad 68.713220 108.240911 53.435301 0.0 0.0 0.0
64040818540162304 57.595543 22.188131 136.498 136.192 136.783 13.7161 0.0014 14.6536 0.0031 12.7510 0.0020 0.6026 0.0052 3.5989 0.0024 -1.1186 0.0130 4.6880 0.0074 Simbad 67.731538 106.709478 51.548331 0.0 0.0 0.0
64117784354039040 57.605009 22.675354 142.177 140.080 144.157 17.3992 0.0033 19.2926 0.0585 16.0876 0.0053 0.2116 0.0298 3.4742 0.0085 -2.1937 0.0768 4.8222 0.0299 Simbad 70.283981 110.771236 54.810538 0.0 0.0 0.0
66429232674604544 57.614032 23.379013 137.247 135.876 138.459 16.5418 0.0011 18.2735 0.0179 15.2707 0.0029 0.3062 0.0247 3.4962 0.0053 -1.9660 0.0582 4.8197 0.0215 Simbad 67.476883 106.384134 54.461213 0.0 0.0 0.0
64168705486089216 57.616031 23.065125 136.890 135.777 138.290 16.9690 0.0011 18.7348 0.0225 15.6887 0.0034 0.2549 0.0224 3.4851 0.0053 -2.0878 0.0529 4.8264 0.0251 Simbad 67.456038 106.359474 53.630376 0.0 0.0 0.0
66878245735176704 57.624928 25.051727 143.127 142.259 144.016 15.3980 0.0007 16.7954 0.0040 14.2362 0.0014 0.4503 0.0123 3.5309 0.0040 -1.5836 0.0362 4.7488 0.0157 Simbad 69.428978 109.507846 60.605168 0.0 0.0 0.0
64037588724758400 57.633192 22.146378 142.910 141.844 144.090 15.9812 0.0010 17.5548 0.0094 14.7573 0.0019 0.3863 0.0183 3.5135 0.0043 -1.7647 0.0477 4.7876 0.0185 Simbad 70.860839 111.801924 53.873372 0.0 0.0 0.0
66560349435890176 57.637910 24.339206 130.077 129.157 131.071 16.4008 0.0013 18.0482 0.0118 15.1609 0.0027 0.3141 0.0195 3.4979 0.0041 -1.9470 0.0457 4.8177 0.0207 Simbad 63.437795 100.108317 53.609661 0.0 0.0 0.0
66566946505629440 57.644176 24.507572 138.253 137.972 138.594 12.2869 0.0014 12.8487 0.0032 11.5779 0.0022 0.7821 0.0085 3.6804 0.0025 -0.6525 0.0156 4.6545 0.0035 Simbad 67.323653 106.266115 57.349213 0.0 0.0 0.0
66957994687842176 57.648936 25.426309 136.355 135.965 136.764 11.7302 0.0011 12.2496 0.0055 11.0390 0.0043 0.8545 0.0107 3.7064 0.0031 -0.4816 0.0209 4.6251 0.0059 Simbad 65.896852 104.033118 58.544001 0.0 0.0 0.0
64064011363520512 57.655952 22.468748 139.211 138.298 140.279 16.3234 0.0007 17.9930 0.0127 15.0685 0.0038 0.3384 0.0186 3.5030 0.0039 -1.8875 0.0444 4.8098 0.0196 Simbad 68.824388 108.684335 53.203582 0.0 0.0 0.0
64174546641593984 57.662229 23.217228 136.170 135.645 136.725 15.3923 0.0009 16.7953 0.0040 14.2269 0.0010 0.4408 0.0087 3.5279 0.0027 -1.6118 0.0249 4.7548 0.0149 Simbad 66.939918 105.734092 53.680700 0.0 0.0 0.0
66462939577861248 57.667058 23.932845 137.261 136.890 137.642 10.1618 0.0004 10.4686 0.0020 9.6882 0.0014 1.1219 0.0125 3.7799 0.0027 0.1000 0.0218 4.4595 0.0069 Simbad 67.100546 106.007577 55.682069 0.0 0.0 0.0
66850517426494208 57.670186 24.667248 138.222 135.922 140.506 17.4397 0.0013 19.2120 0.0390 16.1391 0.0049 0.2078 0.0332 3.4731 0.0096 -2.2035 0.0869 4.8213 0.0305 Simbad 67.174602 106.137396 57.686630 0.0 0.0 0.0
66982458821495424 57.671764 25.658307 131.624 129.199 133.580 17.5147 0.0013 19.4178 0.0433 16.1937 0.0031 0.1869 0.0262 3.4666 0.0093 -2.2615 0.0798 4.8149 0.0327 Simbad 63.447574 100.254716 56.993620 0.0 0.0 0.0
66431775295228288 57.675687 23.492389 130.703 128.574 133.314 17.7134 0.0020 19.7496 0.0483 16.4023 0.0083 0.1709 0.0172 3.4599 0.0091 -2.3181 0.0763 4.8070 0.0332 Simbad 64.095499 101.293863 52.101778 0.0 0.0 0.0
66541142342159232 57.676889 24.215245 135.388 133.844 137.079 17.1688 0.0012 18.9588 0.0239 15.8978 0.0044 0.2305 0.0270 3.4792 0.0070 -2.1465 0.0661 4.8252 0.0276 Simbad 66.021435 104.342376 55.531516 0.0 0.0 0.0
65677506019076224 57.679511 23.332014 138.267 134.342 141.892 18.2797 0.0020 20.3091 0.0732 16.9292 0.0070 0.1664 0.0159 3.4516 0.0071 -2.3912 0.0671 4.7995 0.0288 Simbad 67.879877 107.290383 54.761837 0.0 0.0 0.0
65677372878285312 57.714441 23.328869 136.081 135.774 136.354 12.1945 0.0015 12.7535 0.0014 11.4913 0.0009 0.7899 0.0084 3.6833 0.0024 -0.6338 0.0152 4.6519 0.0037 Simbad 66.743887 105.637329 53.889192 0.0 0.0 0.0
64094041774819328 57.714511 22.665930 133.811 130.373 137.136 18.4577 0.0015 20.6747 0.1054 17.0545 0.0094 0.1695 0.0039 3.4507 0.0017 -2.3999 0.0274 4.7990 0.0254 Simbad 65.953487 104.386623 51.565061 0.0 0.0 0.0
70376097161725952 57.717493 26.194355 136.641 133.251 140.336 18.2726 0.0015 20.5061 0.0654 16.8875 0.0051 0.1691 0.0125 3.4507 0.0031 -2.3992 0.0341 4.7991 0.0259 Simbad 65.484351 103.656055 60.315725 0.0 0.0 0.0
64066107307543296 57.724469 22.547865 137.347 137.069 137.607 12.3646 0.0015 12.9591 0.0050 11.6278 0.0035 0.7682 0.0078 3.6750 0.0023 -0.6859 0.0138 4.6589 0.0029 Simbad 67.735800 107.248819 52.666409 0.0 0.0 0.0
66560727393001216 57.727785 24.365327 132.833 131.664 134.266 16.6795 0.0011 18.3902 0.0155 15.4227 0.0020 0.2837 0.0248 3.4915 0.0054 -2.0195 0.0582 4.8241 0.0228 Simbad 64.608108 102.309733 54.800682 0.0 0.0 0.0
66567427541958784 57.729166 24.550845 142.446 140.731 144.161 16.9554 0.0011 18.7478 0.0225 15.6851 0.0027 0.2651 0.0296 3.4874 0.0067 -2.0636 0.0697 4.8260 0.0243 Simbad 69.179137 109.554005 59.186397 0.0 0.0 0.0
66537981246228096 57.729611 24.197247 139.046 138.628 139.375 11.4256 0.0011 11.8552 0.0019 10.8282 0.0013 0.9108 0.0103 3.7242 0.0027 -0.3523 0.0199 4.5952 0.0066 Simbad 67.716173 107.239059 56.992066 0.0 0.0 0.0
66536331978799616 57.739304 24.108369 136.217 135.646 136.874 15.4393 0.0006 16.8284 0.0070 14.2786 0.0021 0.4371 0.0098 3.5268 0.0030 -1.6227 0.0278 4.7572 0.0153 Simbad 66.366805 105.141522 55.639710 0.0 0.0 0.0
66485582645439104 57.742440 23.928358 137.256 135.784 138.686 16.7090 0.0013 18.4539 0.0126 15.4511 0.0019 0.2868 0.0270 3.4921 0.0059 -2.0122 0.0633 4.8236 0.0227 Simbad 66.960903 106.095586 55.670214 0.0 0.0 0.0
66441323003146112 57.763738 23.583228 136.854 134.433 139.196 17.5357 0.0010 19.4679 0.0339 16.2211 0.0037 0.1908 0.0293 3.4679 0.0099 -2.2499 0.0855 4.8163 0.0325 Simbad 66.902600 106.090561 54.752655 0.0 0.0 0.0
66658240329321088 57.765092 24.542957 132.808 131.933 133.618 16.3607 0.0016 18.0482 0.0144 15.1051 0.0026 0.3216 0.0174 3.4994 0.0037 -1.9288 0.0405 4.8155 0.0202 Simbad 64.438420 102.188348 55.165170 0.0 0.0 0.0
64050645425295872 57.766390 22.404545 133.731 133.404 134.087 13.8596 0.0014 14.8191 0.0035 12.8868 0.0023 0.5852 0.0059 3.5901 0.0027 -1.1693 0.0156 4.6910 0.0086 Simbad 65.944277 104.581633 50.970731 0.0 0.0 0.0
70426782074435584 57.771256 26.614108 138.646 135.748 141.092 17.6656 0.0013 19.5913 0.0376 16.3325 0.0038 0.1831 0.0282 3.4652 0.0106 -2.2734 0.0901 4.8133 0.0335 Simbad 66.105619 104.857244 62.110528 0.0 0.0 0.0
66852647730267264 57.773313 24.736578 137.310 137.018 137.606 13.3108 0.0020 14.1042 0.0043 12.4262 0.0030 0.6504 0.0060 3.6228 0.0025 -0.9853 0.0136 4.6817 0.0045 Simbad 66.504466 105.498293 57.456955 0.0 0.0 0.0
64092907903452800 57.775597 22.633376 132.286 130.995 133.498 17.1264 0.0011 18.9677 0.0275 15.8237 0.0039 0.2257 0.0213 3.4780 0.0057 -2.1581 0.0528 4.8246 0.0279 Simbad 65.107205 103.290898 50.908023 0.0 0.0 0.0
66969676998824576 57.776502 25.594492 136.215 135.911 136.604 9.0135 0.0002 9.2412 0.0003 8.6260 0.0002 1.3852 0.0164 3.8405 0.0035 0.5497 0.0220 4.3459 0.0051 Simbad 65.505824 103.926935 58.844749 0.0 0.0 0.0
70426507196531456 57.794066 26.587487 141.767 141.353 142.179 13.4568 0.0016 14.2658 0.0038 12.5721 0.0024 0.6422 0.0072 3.6188 0.0032 -1.0075 0.0175 4.6827 0.0050 Simbad 67.566725 107.269499 63.449776 0.0 0.0 0.0
66445038154189952 57.799583 23.745212 134.388 131.798 136.632 17.5128 0.0014 19.3883 0.0314 16.2094 0.0042 0.1921 0.0306 3.4683 0.0102 -2.2463 0.0883 4.8168 0.0325 Simbad 65.550615 104.090931 54.114043 0.0 0.0 0.0
66482868226100096 57.800397 23.932430 132.050 131.702 132.415 14.0814 0.0011 15.1056 0.0049 13.0725 0.0030 0.5609 0.0059 3.5778 0.0026 -1.2418 0.0157 4.6963 0.0099 Simbad 64.315827 102.133369 53.567272 0.0 0.0 0.0
66911231083913600 57.807800 25.386302 132.373 131.705 133.057 15.7940 0.0017 17.3510 0.0085 14.5735 0.0043 0.3891 0.0126 3.5141 0.0030 -1.7570 0.0322 4.7860 0.0170 Simbad 63.713310 101.205571 56.750841 0.0 0.0 0.0
65673593307063552 57.816005 23.282072 134.528 134.005 134.998 14.1107 0.0010 15.1436 0.0051 13.0893 0.0038 0.5611 0.0073 3.5779 0.0034 -1.2413 0.0206 4.6963 0.0100 Simbad 65.820120 104.585356 53.173281 0.0 0.0 0.0
63627264728628224 57.819335 21.059535 136.186 134.757 137.673 16.3464 0.0012 18.0206 0.0189 15.0899 0.0022 0.3301 0.0273 3.5012 0.0057 -1.9081 0.0660 4.8127 0.0211 Simbad 67.686848 107.565374 48.936782 0.0 0.0 0.0
66480944080770176 57.820371 23.826400 135.876 135.519 136.210 12.0902 0.0014 12.6298 0.0013 11.3991 0.0011 0.8042 0.0094 3.6887 0.0028 -0.5997 0.0178 4.6467 0.0043 Simbad 66.196877 105.201789 54.889401 0.0 0.0 0.0
67368353043627648 57.824864 26.022656 136.041 133.983 137.786 17.0772 0.0013 19.0226 0.0323 15.7409 0.0035 0.2304 0.0314 3.4792 0.0081 -2.1466 0.0770 4.8252 0.0277 Simbad 65.098828 103.474740 59.684794 0.0 0.0 0.0
67368834079044224 57.828037 26.054151 136.479 135.204 137.781 16.8995 0.0011 18.7015 0.0248 15.6103 0.0026 0.2595 0.0233 3.4861 0.0054 -2.0767 0.0549 4.8262 0.0247 Simbad 65.285138 103.783633 59.944364 0.0 0.0 0.0
66542551091588352 57.829523 24.170125 128.966 128.535 129.397 14.9949 0.0006 16.3423 0.0036 13.8467 0.0015 0.4678 0.0072 3.5368 0.0026 -1.5310 0.0210 4.7380 0.0139 Simbad 62.646931 99.595411 52.804793 0.0 0.0 0.0
65671634801986048 57.831247 23.163586 136.322 135.396 137.367 16.0711 0.0013 17.7008 0.0089 14.8321 0.0025 0.3634 0.0178 3.5083 0.0039 -1.8246 0.0443 4.7992 0.0188 Simbad 66.728856 106.091894 53.623308 0.0 0.0 0.0
64157023175179776 57.832462 23.067645 134.491 132.239 137.340 17.6160 0.0012 19.5943 0.0430 16.2830 0.0050 0.1803 0.0261 3.4641 0.0103 -2.2824 0.0872 4.8120 0.0336 Simbad 65.877438 104.743157 52.695944 0.0 0.0 0.0
66903293984399872 57.842331 25.165929 137.966 137.516 138.379 13.6131 0.0020 14.5024 0.0029 12.6837 0.0018 0.6171 0.0072 3.6063 0.0034 -1.0772 0.0188 4.6859 0.0066 Simbad 66.462326 105.713511 58.668823 0.0 0.0 0.0
64103009666497024 57.849313 22.841273 133.785 133.497 134.094 13.6670 0.0016 14.5670 0.0046 12.7274 0.0029 0.6053 0.0054 3.6003 0.0024 -1.1107 0.0134 4.6876 0.0073 Simbad 65.610675 104.387122 51.932602 0.0 0.0 0.0
63849572235829248 57.849549 22.113185 136.784 136.536 137.063 12.7243 0.0010 13.3934 0.0048 11.9398 0.0030 0.7201 0.0066 3.6550 0.0021 -0.8044 0.0119 4.6709 0.0017 Simbad 67.434625 107.290023 51.490621 0.0 0.0 0.0
66867800374681344 57.849636 25.097805 136.316 135.592 137.155 15.3819 0.0015 16.7724 0.0038 14.2227 0.0011 0.4425 0.0120 3.5284 0.0037 -1.6068 0.0347 4.7537 0.0158 Simbad 65.690780 104.515878 57.820437 0.0 0.0 0.0
67368868438779392 57.850753 26.053004 131.537 130.917 132.140 15.4095 0.0006 16.8491 0.0075 14.2245 0.0011 0.4306 0.0103 3.5249 0.0030 -1.6417 0.0288 4.7613 0.0156 Simbad 62.882071 100.051471 57.771371 0.0 0.0 0.0
66489259137570816 57.851778 24.087172 133.483 133.206 133.752 12.7793 0.0015 13.4561 0.0034 11.9864 0.0020 0.7076 0.0067 3.6495 0.0023 -0.8359 0.0128 4.6733 0.0019 Simbad 64.843115 103.175779 54.477894 0.0 0.0 0.0
66481734354737792 57.855681 23.889172 134.878 134.572 135.188 13.4651 0.0010 14.3031 0.0042 12.5636 0.0025 0.6292 0.0057 3.6124 0.0026 -1.0432 0.0136 4.6844 0.0058 Simbad 65.614496 104.418958 54.621384 0.0 0.0 0.0
66657415696297344 57.863490 24.518449 137.275 136.760 137.873 8.7696 0.0003 8.9626 0.0003 8.4284 0.0003 1.4663 0.0270 3.8582 0.0058 0.6625 0.0351 4.3283 0.0056 Simbad 66.437277 105.760327 56.967231 0.0 0.0 0.0
70847512772943488 57.866213 27.982004 131.840 130.178 133.625 17.7182 0.0010 19.7460 0.0409 16.3932 0.0057 0.1714 0.0131 3.4602 0.0068 -2.3159 0.0567 4.8073 0.0324 Simbad 61.927421 98.591568 61.858564 0.0 0.0 0.0
66481837433947392 57.874842 23.899036 132.715 132.298 133.144 13.0282 0.0017 13.7588 0.0038 12.1882 0.0026 0.6758 0.0082 3.6350 0.0035 -0.9178 0.0191 4.6784 0.0032 Simbad 64.522965 102.758161 53.766323 0.0 0.0 0.0
66659271121456768 57.891738 24.568991 133.900 132.878 135.069 16.4685 0.0011 18.1984 0.0158 15.2125 0.0039 0.3092 0.0218 3.4969 0.0046 -1.9586 0.0510 4.8190 0.0212 Simbad 64.726925 103.150514 55.674097 0.0 0.0 0.0
66468918172339328 57.892806 23.797033 137.173 135.636 138.476 17.0619 0.0013 18.8790 0.0183 15.7822 0.0022 0.2429 0.0244 3.4822 0.0060 -2.1165 0.0586 4.8262 0.0262 Simbad 66.709521 106.314433 55.349021 0.0 0.0 0.0
64095656682494720 57.912743 22.750075 136.596 136.305 136.901 11.8502 0.0013 12.3528 0.0010 11.1880 0.0007 0.8402 0.0089 3.7015 0.0024 -0.5149 0.0158 4.6318 0.0050 Simbad 66.915953 106.725892 52.823333 0.0 0.0 0.0
66659408560406528 57.913034 24.591265 135.124 133.653 136.459 16.5716 0.0008 18.2968 0.0147 15.3107 0.0026 0.2995 0.0268 3.4948 0.0057 -1.9819 0.0630 4.8212 0.0220 Simbad 65.268301 104.099186 56.230792 0.0 0.0 0.0
66469742806047744 57.913382 23.854915 131.313 129.762 132.815 17.0951 0.0014 19.0793 0.0376 15.7586 0.0023 0.2191 0.0252 3.4762 0.0069 -2.1746 0.0636 4.8236 0.0288 Simbad 63.794687 101.750228 53.105874 0.0 0.0 0.0
66658996243552000 57.913750 24.548696 133.262 132.988 133.539 12.0090 0.0005 12.5385 0.0053 11.3157 0.0040 0.8096 0.0083 3.6907 0.0022 -0.5868 0.0142 4.6447 0.0041 Simbad 64.389494 102.700390 55.365891 0.0 0.0 0.0
66546742979468416 57.926383 24.361312 135.478 134.046 136.682 16.6313 0.0013 18.3086 0.0144 15.3897 0.0019 0.2963 0.0249 3.4942 0.0053 -1.9895 0.0585 4.8219 0.0221 Simbad 65.534599 104.578045 55.883239 0.0 0.0 0.0
64104933811828480 57.960867 22.895515 135.787 134.933 136.601 15.9063 0.0008 17.4737 0.0097 14.6846 0.0015 0.3828 0.0148 3.5127 0.0035 -1.7738 0.0379 4.7895 0.0177 Simbad 66.359584 106.036309 52.828183 0.0 0.0 0.0
65674383581036800 57.963202 23.294607 135.054 134.470 135.577 15.4110 0.0005 16.8598 0.0056 14.2286 0.0016 0.4356 0.0091 3.5263 0.0028 -1.6271 0.0257 4.7581 0.0151 Simbad 65.801323 105.153790 53.408327 0.0 0.0 0.0
65688539793220480 57.964864 23.580171 135.851 134.238 137.843 17.5954 0.0011 19.5121 0.0339 16.2739 0.0049 0.1856 0.0204 3.4661 0.0075 -2.2656 0.0638 4.8143 0.0322 Simbad 66.043718 105.547958 54.344729 0.0 0.0 0.0
63826070174824192 57.964925 21.821211 131.857 130.884 132.704 16.2885 0.0015 17.9778 0.0144 15.0314 0.0033 0.3280 0.0185 3.5008 0.0039 -1.9131 0.0437 4.8134 0.0200 Simbad 64.930538 103.769172 49.012766 0.0 0.0 0.0
