name,status,png,raw_segments,kept_segments,masked_fraction,background_level,background_rms,error
ESO013-016,ok,.tmp_toy_panel_check\sep2\ESO013-016_sep_thr1.9_area5_deb0.0018_dil4.png,1522,1521,0.18657149489322192,-0.00747405830770731,0.018641212955117226,
