name,status,png,raw_segments,kept_segments,masked_fraction,background_level,background_rms,error
NGC4981,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC4981_sep_thr2.5_area15_deb0.0001_dil2.png,340,339,0.06008115310077519,0.11277101188898087,0.013961349613964558,
NGC5042,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5042_sep_thr2.5_area15_deb0.0001_dil2.png,686,685,0.051958604074730415,0.09994431585073471,0.0182991661131382,
NGC5068,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5068_sep_thr2.5_area15_deb0.0001_dil2.png,2236,2234,0.09054757621560507,0.11750874668359756,0.011114303953945637,
NGC5134,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5134_sep_thr2.5_area15_deb0.0001_dil2.png,302,301,0.03632648709231887,0.08898746222257614,0.014912699349224567,
NGC5236,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5236_sep_thr2.5_area15_deb0.0001_dil2.png,6910,6890,0.09950487885553626,0.05649050697684288,0.013687806203961372,
NGC5569,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5569_sep_thr2.5_area15_deb0.0001_dil2.png,440,438,0.04315742119632663,0.05137230455875397,0.018305843695998192,
NGC5669,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5669_sep_thr2.5_area15_deb0.0001_dil2.png,559,558,0.07514489317015786,0.05326780304312706,0.01467983890324831,
NGC5713,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC5713_sep_thr2.5_area15_deb0.0001_dil2.png,471,469,0.07590473272639092,0.04382609203457832,0.009337237104773521,
NGC6217,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC6217_sep_thr2.5_area15_deb0.0001_dil2.png,433,432,0.05271071843371495,-0.018794964998960495,0.016915546730160713,
NGC6237,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC6237_sep_thr2.5_area15_deb0.0001_dil2.png,371,368,0.04324184429998755,-0.008915340527892113,0.01793532259762287,
NGC6412,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC6412_sep_thr2.5_area15_deb0.0001_dil2.png,479,477,0.07535924319860689,-0.0025930891279131174,0.01732471212744713,
NGC7418,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7418_sep_thr2.5_area15_deb0.0001_dil2.png,1227,1226,0.03599175494644985,0.03912225365638733,0.02121509239077568,
NGC7424,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7424_sep_thr2.5_area15_deb0.0001_dil2.png,1075,1074,0.0406142524592626,0.03686906024813652,0.022669630125164986,
NGC7496,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7496_sep_thr2.5_area15_deb0.0001_dil2.png,453,452,0.037223586941812485,0.0544867105782032,0.015702657401561737,
NGC7513,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7513_sep_thr2.5_area15_deb0.0001_dil2.png,502,501,0.04113423231358803,0.04781161621212959,0.01680034212768078,
NGC7531,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7531_sep_thr2.5_area15_deb0.0001_dil2.png,898,896,0.025149315551618645,0.03734859824180603,0.025311846286058426,
NGC7552,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7552_sep_thr2.5_area15_deb0.0001_dil2.png,341,337,0.04814170832427733,0.005818414501845837,0.010049414820969105,
NGC7582,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7582_sep_thr2.5_area15_deb0.0001_dil2.png,1453,1451,0.02992898735758621,0.06378687918186188,0.019561171531677246,
NGC7764,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7764_sep_thr2.5_area15_deb0.0001_dil2.png,413,412,0.026439955513763526,0.02523142099380493,0.01797698810696602,
NGC7800,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\NGC7800_sep_thr2.5_area15_deb0.0001_dil2.png,334,333,0.04274909495962127,0.043132536113262177,0.013440661132335663,
PGC002492,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC002492_sep_thr2.5_area15_deb0.0001_dil2.png,391,390,0.02580027525802212,0.053311340510845184,0.016833608970046043,
PGC006626,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC006626_sep_thr2.5_area15_deb0.0001_dil2.png,334,333,0.03754116254116254,0.07860773801803589,0.013875004835426807,
PGC007654,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC007654_sep_thr2.5_area15_deb0.0001_dil2.png,366,365,0.038042867022256684,0.07688739150762558,0.014936856925487518,
PGC011677,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC011677_sep_thr2.5_area15_deb0.0001_dil2.png,354,353,0.037346825193561736,0.07863834500312805,0.016715673729777336,
PGC013821,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC013821_sep_thr2.5_area15_deb0.0001_dil2.png,379,378,0.046112650046168054,0.041973650455474854,0.016467217355966568,
PGC035705,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC035705_sep_thr2.5_area15_deb0.0001_dil2.png,469,468,0.025465173807285538,0.06456034630537033,0.016520410776138306,
PGC042160,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC042160_sep_thr2.5_area15_deb0.0001_dil2.png,397,395,0.02267284220294416,0.08400341123342514,0.0165984109044075,
PGC048179,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC048179_sep_thr2.5_area15_deb0.0001_dil2.png,343,342,0.0524815237192494,0.09164412319660187,0.014416150748729706,
PGC051523,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\PGC051523_sep_thr2.5_area15_deb0.0001_dil2.png,448,447,0.027500415109072713,0.049492090940475464,0.01773153990507126,
UGC02302,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC02302_sep_thr2.5_area15_deb0.0001_dil2.png,916,914,0.036896065954569256,0.11581964790821075,0.018758801743388176,
UGC02345,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC02345_sep_thr2.5_area15_deb0.0001_dil2.png,288,287,0.03863712785494426,0.07599035650491714,0.01510793250054121,
UGC04393,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC04393_sep_thr2.5_area15_deb0.0001_dil2.png,420,417,0.07992662848962062,0.027314703911542892,0.010896151885390282,
UGC04499,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC04499_sep_thr2.5_area15_deb0.0001_dil2.png,363,362,0.023358044465863908,0.040191084146499634,0.017640098929405212,
UGC04988,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC04988_sep_thr2.5_area15_deb0.0001_dil2.png,360,359,0.019129309700482742,0.07173462957143784,0.016692403703927994,
UGC05354,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC05354_sep_thr2.5_area15_deb0.0001_dil2.png,358,357,0.02033374571378537,0.022981930524110794,0.016001053154468536,
UGC05393,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC05393_sep_thr2.5_area15_deb0.0001_dil2.png,424,423,0.022475728155339807,0.05393562093377113,0.01742689497768879,
UGC05633,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC05633_sep_thr2.5_area15_deb0.0001_dil2.png,322,321,0.03668964671998039,0.08698700368404388,0.0135048171505332,
UGC05832,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC05832_sep_thr2.5_area15_deb0.0001_dil2.png,334,333,0.03863959513194361,0.10048571974039078,0.013939537107944489,
UGC06682,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC06682_sep_thr2.5_area15_deb0.0001_dil2.png,368,367,0.031636219406920046,0.011291112750768661,0.016040600836277008,
UGC06840,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC06840_sep_thr2.5_area15_deb0.0001_dil2.png,318,316,0.015253598998423651,0.05104076862335205,0.017333224415779114,
UGC06931,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC06931_sep_thr2.5_area15_deb0.0001_dil2.png,154,149,0.018400065104166665,0.1338144838809967,0.03232737258076668,
UGC06983,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC06983_sep_thr2.5_area15_deb0.0001_dil2.png,461,459,0.02883556890876719,0.04166893661022186,0.01663326658308506,
UGC07129,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC07129_sep_thr2.5_area15_deb0.0001_dil2.png,367,366,0.01763932734007046,0.04156610742211342,0.01637258753180504,
UGC07257,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC07257_sep_thr2.5_area15_deb0.0001_dil2.png,266,264,0.022909410054578864,0.023573044687509537,0.016024185344576836,
UGC07612,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC07612_sep_thr2.5_area15_deb0.0001_dil2.png,394,393,0.02081107239643825,0.06246577203273773,0.016283120959997177,
UGC07911,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC07911_sep_thr2.5_area15_deb0.0001_dil2.png,286,285,0.03999953326098879,0.11816243827342987,0.016192223876714706,
UGC08385,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC08385_sep_thr2.5_area15_deb0.0001_dil2.png,362,360,0.019029292281376953,0.0745735913515091,0.01716087944805622,
UGC08489,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC08489_sep_thr2.5_area15_deb0.0001_dil2.png,426,424,0.019847448105673404,0.025017185136675835,0.016169991344213486,
UGC08507,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC08507_sep_thr2.5_area15_deb0.0001_dil2.png,408,408,0.04062617218158951,0.18441461026668549,0.019801747053861618,
UGC08851,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC08851_sep_thr2.5_area15_deb0.0001_dil2.png,291,289,0.0231971537465032,0.005619061645120382,0.01632564701139927,
UGC09245,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC09245_sep_thr2.5_area15_deb0.0001_dil2.png,414,413,0.03961042634044501,0.010162591934204102,0.01686978153884411,
UGC09661,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC09661_sep_thr2.5_area15_deb0.0001_dil2.png,355,354,0.036636749028441766,0.08429603278636932,0.015851840376853943,
UGC12151,ok,Foreground Masking\Azure\mean-parameter-4sets\full-batches\sep-spike\UGC12151_sep_thr2.5_area15_deb0.0001_dil2.png,466,465,0.02714319374985108,0.09726559370756149,0.016821399331092834,
