name,status,segments_kept,segments_raw,masked_pixels,masked_fraction,report_png,cleaned_fits,elapsed_seconds,error
NGC3447,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3447_mtobjects_optimised_report.png,,0.9536298999883002,
NGC3485,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3485_mtobjects_optimised_report.png,,0.867885200001183,
NGC3486,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3486_mtobjects_optimised_report.png,,0.852763299990329,
NGC3504,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3504_mtobjects_optimised_report.png,,1.3667954000120517,
NGC3627,ok,0,2,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3627_mtobjects_optimised_report.png,,2.1166268000088166,
NGC3673,ok,1,1,395,0.00010907459183321252,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3673_mtobjects_optimised_report.png,,2.5529110999923432,
NGC3681,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3681_mtobjects_optimised_report.png,,0.8251966999960132,
NGC3684,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3684_mtobjects_optimised_report.png,,1.248151499996311,
NGC3726,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3726_mtobjects_optimised_report.png,,0.9371249999967404,
NGC3729,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3729_mtobjects_optimised_report.png,,0.9521945000014966,
NGC3850,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3850_mtobjects_optimised_report.png,,0.9888948000007076,
NGC3930,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3930_mtobjects_optimised_report.png,,1.393525799998315,
NGC3953,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3953_mtobjects_optimised_report.png,,1.5845860999979777,
NGC3992,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC3992_mtobjects_optimised_report.png,,3.281757500008098,
NGC4020,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4020_mtobjects_optimised_report.png,,0.899979900001199,
NGC4064,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4064_mtobjects_optimised_report.png,,1.338076900006854,
NGC4102,ok,0,1,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4102_mtobjects_optimised_report.png,,1.4780349000066053,
NGC4116,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4116_mtobjects_optimised_report.png,,1.4399145999923348,
NGC4123,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4123_mtobjects_optimised_report.png,,1.432107000000542,
NGC4133,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4133_mtobjects_optimised_report.png,,1.1387258999893675,
NGC4145,ok,0,0,0,0.0,Foreground Masking\Azure\separate-low-foreground-toy-optimisations\full-batches\mtobjects-toy\NGC4145_mtobjects_optimised_report.png,,1.9014232000045013,
