"i_scrambled","i_orig","name","image_exists","image_path","image_naxis1","image_naxis2","pixel_scale_arcsec_x","pixel_scale_arcsec_y","crpix1","crpix2","crval1_deg","crval2_deg","image_pa_axis2_deg","center_x_pix","center_y_pix","disk_pa_deg","salo_disk_ellipticity","salo_disk_Rmin_pix","salo_disk_Rmax_pix","inclination_deg","bar_pa_deg","bar_sma_arcsec","herrera_bar_ellipticity","herrera_bar_sma_ell_arcsec","bar_sma_kpc","bar_sma_deproj_kpc","bar_sma_deproj_legacy_kpc","bar_sma_deproj_ellipticity_based_kpc","bar_sma_deproj_source","bar_ellipticity_deproj","bar_strength","bar_A2","bar_A4","logmstar","dist_mpc","R25_arcsec","R25_kpc","Re_arcsec","Re_kpc","disk_scale_length_h_kpc","V_rot","t_s4g","t_leda","catalog_sources","geometry_notes"
"139","147","NGC1672","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1672.phot.1.fits","1356","1042","-1.22334117768332","1.22328355209902","916.0","381.0","71.42715","-59.24739","0.0","916.27001953125","381.6300048828125","148.5","0.10599999874830246","210","225","27.213432170025804","96","74.4000015258789","0.6700000166893005","69.30000305175781","5.230165078903353","5.64866089500206","5.630863209948367","5.261454301393047","s4gbars_table.dat sma_dp_kpc2","0.684","2.0","0.9369999766349792","0.501","10.661000091008138","14.5","184.12860154943826","12.94385728294599","378.65","26.61830654740261","4.222866215790367","220.0931244797229","3.3","3.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"140","80","NGC4487","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC4487.phot.1.fits","1636","1747","-0.75","0.75","819.0","876.0","187.76865","-8.05389","0.0","819.0700073242188","875.3300170898438","75.30000305175781","0.375","112","150","52.81818770369126","97","11.399999618530273","0.550000011920929","8.5","1.1075849029161513","1.2321613107567844","1.2727510726492617","0.9241209830675882","s4gbars_table.dat sma_dp_kpc2","0.442","1.0","0.20100000500679016","0.077","10.130999190046799","20.04","103.78181334783656","10.083085058011026","64.47","6.263684095702129","3.272621918405933","108.41927522071255","6.0","6.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"141","4","ESO120-012","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\ESO120-012.phot.1.fits","1086","1021","-0.75","0.75","302.0","292.0","84.99315","-58.58496","0.0","292.0","290.0","86.4000015258789","0.32499998807907104","57","62","48.85371183037769","96","24.5","","","1.7104210602865244","1.7412953378794223","","","s4gbars_table.dat sma_dp_kpc2","","2.0","","","8.77099995866642","14.4","52.495400658739726","3.6648668920362253","31.12","2.1725838120863936","1.41706639517126","59.10770874096034","7.1","7.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","No matching Diaz-Garcia Fourier row; Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"142","3","ESO085-047","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\ESO085-047.phot.1.fits","1097","986","-0.75","0.75","306.0","297.0","76.9317","-62.99113","0.0","306.3500061035156","297.2099914550781","31.600000381469727","0.460999995470047","48","52","59.280080120357596","43","14.800000190734863","","","1.1982643686519765","1.2628150695311315","","","s4gbars_table.dat sma_dp_kpc2","","1.0","","","8.519999851162067","16.7","34.84345841521028","2.821059101321172","37.53","3.038571740237073","2.0486272513514163","31.57008035020578","9.0","9.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","No matching Diaz-Garcia Fourier row; Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"143","45","NGC1808","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1808.phot.1.fits","1330","700","-1.22334117768332","1.22328355209902","923.0","295.0","76.9263","-37.51301","0.0","922.510009765625","295.3399963378906","125.80000305175781","0.2680000066757202","262","277","44.05540341687484","139","136.8000030517578","","","7.660242891426078","7.844985634628273","","","s4gbars_table.dat sma_dp_kpc2","","2.0","1.1549999713897705","0.624","10.614999456651596","11.55","162.60026712048716","9.104952780363254","55.03","3.0814558941167913","4.0657523089229874","176.73022073594163","1.2","1.2","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"144","19","IC1954","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\IC1954.phot.1.fits","958","1078","-0.75","0.75","299.0","296.0","52.88085","-51.90486","0.0","302.3800048828125","295.989990234375","61.0","0.4399999976158142","112","127","57.73378007123619","88","8.600000381469727","0.6299999952316284","5.900000095367432","0.6373752211960342","0.7850528617199374","0.7930133566043681","0.5408649076384453","s4gbars_table.dat sma_dp_kpc2","0.589","1.0","0.3580000102519989","0.108","9.95899937425412","15.287","89.76793909824566","6.6530069812856345","40.21","2.9800997260805278","1.7584144765229195","119.79989142738815","3.2","3.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"145","160","NGC4457","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC4457.phot.1.fits","976","1330","-1.22334117768332","1.22328355209902","599.0","391.0","187.2459","3.57058","0.0","598.8699951171875","391.19000244140625","66.4000015258789","0.07100000232458115","172","187","22.19197070084669","65","32.599998474121094","0.3700000047683716","29.0","2.7500545414878914","2.750191123657151","2.7500545414878914","2.448598078654871","s4gbars_table.dat sma_dp_kpc2","0.324","2.0","0.35600000619888306","0.131","10.576000231747479","17.4","83.77631523712013","7.067160619232008","50.66","4.273551014471674","3.829071340266162","152.49753080142733","0.4","0.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"146","40","NGC1367","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1367.phot.1.fits","1514","1695","-0.75","0.75","619.0","592.0","53.75505","-24.9335","0.0","616.8300170898438","593.5499877929688","133.39999389648438","0.31200000643730164","135","150","47.788978334533546","105","24.0","0.4399999976158142","22.399999618530273","2.7052577994327685","3.054582295561878","3.111046469347684","2.8541253324156295","s4gbars_table.dat sma_dp_kpc2","0.378","2.0","0.35499998927116394","0.102","10.739000029560787","23.25","146.2585470310159","16.48612812872334","115.55","13.024689113519017","3.9093229583303035","246.42374785541475","1.1","1.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"147","77","NGC4424","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC4424.phot.1.fits","1464","1852","-1.22334117768332","1.22328355209902","789.0","672.0","186.79875","9.42031","0.0","791.5399780273438","673.5700073242188","85.19999694824219","0.44600000977516174","157","168","58.17729053489569","107","33.29999923706055","","","2.575012726347174","3.0008708174963314","","","s4gbars_table.dat sma_dp_kpc2","","1.0","","","9.928999760326306","15.95","91.2265507702884","7.054340216644121","53.49","4.136259181150462","2.1320022786221604","30.352468849410386","1.0","1.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","No matching Diaz-Garcia Fourier row; Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"148","60","NGC3726","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC3726.phot.1.fits","1044","930","-1.22334117768332","1.22328355209902","296.0","628.0","173.3382","47.02908","0.0","296.45001220703125","628.7999877929688","18.100000381469727","0.3709999918937683","172","195","52.507776881088404","30","37.0","0.7799999713897705","41.400001525878906","3.030102053184011","3.137665482042696","3.1365650982958813","3.510793269096422","s4gbars_table.dat sma_dp_kpc2","0.675","2.0","0.23499999940395355","0.07","10.476999637090715","16.892","158.1689584268468","12.953191504842296","78.63","6.439376336266452","4.093585979201512","151.70726541380324","5.1","5.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"149","25","IC5273","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\IC5273.phot.1.fits","1138","1460","-0.75","0.75","692.0","679.0","344.86125","-37.70286","0.0","692.27001953125","679.0999755859375","49.0","0.2840000092983246","75","112","45.43832981584723","39","19.799999237060547","0.699999988079071","17.0","1.5893564104428768","1.613874423267215","1.6134375681768598","1.3815743168878432","s4gbars_table.dat sma_dp_kpc2","0.584","1.0","0.31700000166893005","0.087","10.029002077667469","16.557","92.07065965173474","7.3905602591509565","41.04","3.294302378008872","1.8983979346956583","125.57270281987886","5.7","5.6","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"150","62","NGC3850","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC3850.phot.1.fits","981","1096","-0.75","0.75","687.0","299.0","176.39865","55.88684","0.0","687.27001953125","299.30999755859375","122.69999694824219","0.5339999794960022","67","90","64.55920018828287","113","17.399999618530273","0.7099999785423279","13.399999618530273","1.4987797251109007","1.5900125944511398","1.5935301675029692","1.2267769586498019","s4gbars_table.dat sma_dp_kpc2","0.425","1.0","0.27900001406669617","","9.184001134307296","17.767","51.30045945270864","4.418855661873193","42.52","3.6625352822825","2.098291615155261","79.01180446732594","5.3","5.5","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"151","53","NGC3319","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC3319.phot.1.fits","815","1074","-1.22334117768332","1.22328355209902","470.0","257.0","159.7896","41.68678","0.0","471.05999755859375","257.1600036621094","43.0","0.4350000023841858","172","180","57.36306154312329","41","64.19999694824219","","","5.1346927496182095","5.142310908722087","","","s4gbars_table.dat sma_dp_kpc2","","1.0","0.6430000066757202","0.281","9.729999367624757","16.497","108.92341643103043","8.711655398941696","450.2","36.00683295760308","5.40222463820813","100.14192084134388","6.0","6.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"152","61","NGC3729","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC3729.phot.1.fits","1224","863","-0.75","0.75","419.0","597.0","173.45595","53.12478","0.0","419.6099853515625","600.8099975585938","172.3000030517578","0.289000004529953","75","97","45.86428276047276","25","21.100000381469727","0.6499999761581421","21.0","2.0646319055583837","2.3630926620522232","2.3581814655903814","2.351893170762876","s4gbars_table.dat sma_dp_kpc2","0.626","1.0","0.3569999933242798","0.164","10.232998639553308","20.183","86.72039647096429","8.485578076617323","36.57","3.5783691367900516","2.0936933120015513","210.4940962214758","1.2","1.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"153","7","ESO357-012","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\ESO357-012.phot.1.fits","920","1056","-0.75","0.75","300.0","290.0","49.21995","-35.54103","0.0","290.07000732421875","288.5299987792969","129.39999389648438","0.3779999911785126","75","97","53.05030851159939","106","27.0","0.5400000214576721","29.0","2.95715220711221","3.3440421021424394","3.3842964148061956","3.5948452598031233","s4gbars_table.dat sma_dp_kpc2","0.54","2.0","","","9.291000113826843","22.591","52.134024862481255","5.7099350625084915","63.32","6.935069546457227","4.288089748624342","71.7875516150804","7.0","7.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","No matching Diaz-Garcia Fourier row; Erwin et al. manual revisions are not represented unless present in local project data"
"154","146","NGC1640","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1640.phot.1.fits","678","1042","-0.75","0.75","275.0","259.0","70.5606","-20.43478","0.0","275.8699951171875","258.8500061035156","42.79999923706055","0.08699999749660492","82","90","24.60574629886094","43","25.5","0.6200000047683716","30.299999237060547","2.361282815795215","2.361285832829355","2.361282815795215","2.805763166067821","s4gbars_table.dat sma_dp_kpc2","0.59","1.0","0.5109999775886536","0.272","10.180999882896284","19.1","81.49317806517247","7.546213371365933","48.2","4.463287518483504","1.853468111410079","153.444523654907","3.0","3.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"155","5","ESO202-041","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\ESO202-041.phot.1.fits","1003","1075","-0.75","0.75","300.0","297.0","69.2385","-52.17558","0.0","307.0400085449219","298.8599853515625","154.5","0.3199999928474426","37","45","48.446051289673186","166","17.100000381469727","0.7099999785423279","20.100000381469727","1.4066162460911933","1.4417561411659945","1.4477453760938597","1.6946958150547653","s4gbars_table.dat sma_dp_kpc2","0.59","2.0","0.46700000762939453","0.255","8.322000024079612","16.967","39.547702156692225","3.2531251666186547","31.56","2.596070685768307","1.3610451700482387","52.03576380034903","8.9","8.9","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"156","36","NGC1187","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1187.phot.1.fits","1532","1700","-0.75","0.75","623.0","598.0","45.65685","-22.86726","0.0","624.27001953125","598.760009765625","122.5999984741211","0.2630000114440918","172","187","43.616664650520725","123","39.0","","","3.5601338084502947","3.560212574828047","","","s4gbars_table.dat sma_dp_kpc2","","2.0","0.25099998712539673","0.146","10.428999290328973","18.829","124.19990244591912","11.337647992408849","0.0","0.0","3.1404031609822316","177.40599101828212","5.0","5.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"157","47","NGC2903","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC2903.phot.1.fits","2174","2073","-1.22334117768332","1.22328355209902","1159.0","750.0","143.04212505","21.500833","0.0","1159.0400390625","750.0399780273438","19.600000381469727","0.5130000114440918","337","375","63.05123716454198","28","68.0999984741211","0.800000011920929","70.5999984741211","2.99056941313359","3.111577485768282","3.122312559086611","3.2280902991120284","s4gbars_table.dat sma_dp_kpc2","0.614","1.0","0.45899999141693115","0.312","10.664999994027022","9.058","358.1964313392819","15.72997491126083","90.55","3.9764472886820346","2.4102847695925145","195.29686641604317","4.0","4.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"158","166","NGC5134","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC5134.phot.1.fits","751","1074","-0.75","0.75","279.0","794.0","201.32775","-21.13376","0.0","281.2099914550781","791.9099731445312","79.0","0.032999999821186066","112","150","15.071844995311684","153","45.400001525878906","0.6100000143051147","46.400001525878906","2.3967255714735893","2.4757251040258135","2.4759125396940824","2.531619778731242","s4gbars_table.dat sma_dp_kpc2","0.626","2.0","1.0579999685287476","0.566","9.899000375667786","10.889","81.11875092326531","4.282365300964467","54.91","2.898770949991515","1.2263421811747022","212.82155958034883","2.9","2.9","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"159","63","NGC3930","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC3930.phot.1.fits","1097","1542","-0.75","0.75","590.0","781.0","177.94095","38.01501","0.0","589.9000244140625","781.4199829101562","33.79999923706055","0.3889999985694885","112","150","53.896568353827355","71","31.0","","","2.645140959445374","3.435888763602811","","","s4gbars_table.dat sma_dp_kpc2","","2.0","0.2770000100135803","","9.62100064666812","17.6","79.8217517939643","6.810960810480554","75.05","6.403800935689525","3.4389392286621576","81.7743973974734","5.2","5.2","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Legacy local sma_dp_kpc value is missing or non-positive; Erwin et al. manual revisions are not represented unless present in local project data"
"160","27","NGC0289","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC0289.phot.1.fits","1691","2136","-0.75","0.75","987.0","1071.0","13.17645","-31.20581","0.0","988.3400268554688","1070.9200439453125","123.69999694824219","0.3179999887943268","90","97","48.28234681239371","130","20.799999237060547","0.6200000047683716","20.700000762939453","2.2958504836011926","2.3131765636723927","2.317925969020435","2.3020555225008907","s4gbars_table.dat sma_dp_kpc2","0.443","2.0","0.3529999852180481","","10.630999083643877","22.767","100.72128427288641","11.11735621186728","38.06","4.200964875281798","2.0934182823067413","168.2133143139008","4.0","4.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"161","20","IC2007","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\IC2007.phot.1.fits","781","1052","-0.75","0.75","277.0","279.0","58.8447","-28.15831","0.0","274.6499938964844","281.6099853515625","52.0","0.36399999260902405","45","52","51.96196160591007","13","12.0","0.7400000095367432","9.300000190734863","1.3089957094029523","1.6799298984491562","1.6471529343320483","1.3019456712980961","s4gbars_table.dat sma_dp_kpc2","0.745","1.0","0.5630000233650208","0.318","9.605999582358345","22.5","38.558599798308464","4.20608680804761","17.29","1.886044651298087","1.18518653188859","85.83016965527179","3.7","3.7","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"162","35","NGC1097","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1097.phot.1.fits","1763","1957","-1.22334117768332","1.22328355209902","750.0","739.0","41.57955","-30.2749","0.0","752.4600219726562","740.0800170898438","126.5","0.3319999873638153","322","352","49.420704151126486","141","94.0","0.6499999761581421","95.0999984741211","9.131806171672363","9.514014117409955","9.539823043172618","9.625348325166879","s4gbars_table.dat sma_dp_kpc2","0.549","1.0","0.7089999914169312","0.409","11.239999774333516","20.038","317.04525276409754","30.799955275432023","77.53","7.531797154146365","7.956814728625797","237.06185434935136","3.3","3.3","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"163","141","NGC1302","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1302.phot.1.fits","1532","1700","-0.75","0.75","624.0","598.0","49.9629","-26.0605","0.0","622.1400146484375","597.8400268554688","11.600000381469727","0.03700000047683716","105","127","15.965512677905979","172","27.200000762939453","0.3400000035762787","27.899999618530273","2.637383947834097","2.6495017601911535","2.6470802123481927","2.7176874672548963","s4gbars_table.dat sma_dp_kpc2","0.319","2.0","0.2879999876022339","0.077","10.560999978653491","20.0","127.97385564047775","12.408683551788014","87.63","8.496836593702275","3.8884929580878964","142.1878281526093","0.1","0.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"164","24","IC4901","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\IC4901.phot.1.fits","1638","1748","-0.75","0.75","972.0","1098.0","298.5957","-58.71392","0.0","965.760009765625","1099.5999755859375","122.9000015258789","0.30799999833106995","127","187","47.45813940072698","119","13.199999809265137","0.5699999928474426","11.899999618530273","1.5154097883790267","1.5195663968987063","1.5154097883790267","1.3727900971982632","s4gbars_table.dat sma_dp_kpc2","0.387","1.0","0.23999999463558197","0.109","10.299999475221325","23.68","110.43869209275944","12.678778410086748","35.58","4.084718202312558","5.4963453809419915","131.30043410979653","5.1","5.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"165","139","NGC1022","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC1022.phot.1.fits","751","1051","-0.75","0.75","273.0","274.0","39.6363","-6.67739","0.0","273.1199951171875","273.8800048828125","175.89999389648438","0.07000000029802322","67","75","22.03289568730547","108","16.899999618530273","0.4000000059604645","17.700000762939453","1.5157685501660483","1.6188206589270522","1.6144280415969747","1.6954512226632446","s4gbars_table.dat sma_dp_kpc2","0.43","2.0","0.4000000059604645","0.132","10.186000841184471","18.5","78.00478689495817","6.9962841856675935","0.0","0.0","1.85991079436647","199.49945832309047","1.1","1.1","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"166","104","NGC7800","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC7800.phot.1.fits","855","1050","-0.75","0.75","291.0","287.0","359.9031","14.80723","0.0","290.9700012207031","286.1499938964844","40.79999923706055","0.42800000309944153","82","97","56.84224839266073","47","27.700000762939453","0.6100000143051147","26.899999618530273","3.2096089981334686","3.25316656214477","3.279131214699537","3.1621483641064234","s4gbars_table.dat sma_dp_kpc2","0.395","2.0","0.47600001096725464","0.185","9.6040002061822","23.9","52.25420620174843","6.054713733409873","37.84","4.384534458100017","2.675910115627954","99.26324874746575","9.8","9.8","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"167","159","NGC4369","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC4369.phot.1.fits","1247","1291","-1.22334117768332","1.22328355209902","418.0","832.0","186.15165","39.38206","0.0","419.5","833.8099975585938","101.19999694824219","0.02500000037252903","82","90","13.107975767585554","157","8.699999809265137","0.6299999952316284","8.0","0.9110610137444548","0.9278030577306043","0.9320049450949022","0.8558183377342644","s4gbars_table.dat sma_dp_kpc2","0.63","1.0","","","10.227999757361168","21.6","59.44581077415294","6.22514489962768","20.17","2.1121954766926043","1.307424914551669","179.46363970086963","1.0","1.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","No matching Diaz-Garcia Fourier row; Erwin et al. manual revisions are not represented unless present in local project data"
"168","71","NGC4133","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\NGC4133.phot.1.fits","1069","1072","-0.75","0.75","781.0","294.0","182.208","74.90428","0.0","780.2000122070312","294.1600036621094","134.3000030517578","0.3529999852180481","60","75","51.097258198036236","172","12.800000190734863","0.5199999809265137","13.399999618530273","0.9866918769544033","1.2379976143711533","1.256490437059123","1.2984467166353695","s4gbars_table.dat sma_dp_kpc2","0.482","1.0","0.46000000834465027","0.157","9.763999692564187","15.9","49.67309890408586","3.8290658743604835","21.14","1.6295833030325066","0.913923351029016","166.57391199060496","3.0","3.0","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
"169","176","PGC048179","True","D:\Dropbox\Public Documents\UCLAN\MSc Research\Remove foreground objects\Azure Optimisation outputs\azure_mtobjects_182_bundle\mtobjects-182\images\PGC048179.phot.1.fits","753","1076","-0.75","0.75","280.0","796.0","204.54315","-9.80174","0.0","279.8900146484375","792.97998046875","68.9000015258789","0.07400000095367432","52","97","22.662882358749407","0","25.899999618530273","0.6499999761581421","26.200000762939453","2.850362397886214","3.0589999877333764","3.048457081909194","3.10033782540545","s4gbars_table.dat sma_dp_kpc2","0.674","1.0","0.39500001072883606","0.194","9.84599981622877","22.7","65.6328487184866","7.22306579356481","37.36","4.111565219499187","2.498964438949894","80.40314352012503","8.9","8.9","Herrera-Endoqui+2015 table2; Salo+2015 galaxies; Diaz-Garcia+2016 tablea3; local s4gbars_table.dat","Erwin et al. manual revisions are not represented unless present in local project data"
