designation,parallax,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 66746441777612416,7.012849082916408,0.3274,0.3249,0.3302,Gaia DR3 66746441777612416,57.32010689706659,24.39593347467187,7.0128,19.7357,-44.0814,0.1472,2016.0,0.0
Gaia DR3 66747816167123712,7.547732480662261,0.1324,0.1039,0.1648,Gaia DR3 66747816167123712,57.426245257389006,24.462799736001262,7.5477,18.6762,-46.7723,-3.8786,2016.0,6.46757545820419E-15
Gaia DR3 66749121837171840,7.418666857726491,0.5209,0.5103,0.5358,Gaia DR3 66749121837171840,57.38774921504782,24.533832683321616,7.4187,20.2083,-46.0804,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66750358787789056,7.938158096015889,0.7009,0.6767,0.7222,Gaia DR3 66750358787789056,57.177946533093994,24.4552402956949,7.9382,19.4307,-47.8152,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66754241438299520,7.223150189887358,0.2394,0.2256,0.291,Gaia DR3 66754241438299520,57.551775384114954,24.532726387836213,7.2232,19.1075,-45.5349,6.1249,2016.0,0.0
Gaia DR3 66755959425257856,7.546025078304683,0.6051,0.5872,0.618,Gaia DR3 66755959425257856,57.57598217276831,24.58746632894919,7.546,19.594,-46.288,0.0,2016.0,7.373488816303478E-15
Gaia DR3 66757746131459200,7.308001091922433,0.6237,0.6019,0.6462,Gaia DR3 66757746131459200,57.535995314673684,24.671456925853356,7.308,19.4619,-46.8642,0.0,2016.0,0.0
Gaia DR3 66761903659793152,7.531095617508779,0.5254,0.5186,0.5338,Gaia DR3 66761903659793152,57.48251419167079,24.741904532006497,7.5311,20.0117,-45.628,4.8062,2016.0,0.0
Gaia DR3 66763965244167808,7.302744961813066,0.6398,0.6279,0.6516,Gaia DR3 66763965244167808,57.08979895346553,24.578586778083682,7.3027,18.4578,-45.7939,0.0,2016.0,0.0
Gaia DR3 66765751950550144,7.481852062532634,0.6245,0.6162,0.6335,Gaia DR3 66765751950550144,57.168551370949324,24.609291605540086,7.4819,21.0943,-46.5409,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66765855029760768,7.2470152566928165,0.5928,0.5729,0.6138,Gaia DR3 66765855029760768,57.18905902932668,24.62379553563966,7.247,18.3532,-47.1463,0.0,2016.0,6.459282139399533E-15
Gaia DR3 66765855029900288,6.970635383546771,0.031,0.0092,0.0831,Gaia DR3 66765855029900288,57.1862997808345,24.623029399523727,6.9706,20.0455,-45.1325,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66767843597097856,7.360473013880846,0.5941,0.5631,0.6195,Gaia DR3 66767843597097856,56.99745157519385,24.593481650943612,7.3605,19.7897,-45.685,0.0,2016.0,0.0
Gaia DR3 66771764904729984,7.370698641712576,0.6398,0.6288,0.6516,Gaia DR3 66771764904729984,57.3386267284366,24.694528039922922,7.3707,19.5612,-44.6597,0.0,2016.0,6.455622392162695E-15
Gaia DR3 66774513683782912,7.349364198624109,0.8476,0.8376,0.861,Gaia DR3 66774513683782912,57.33590317007083,24.776462360298346,7.3494,19.2014,-44.4897,7.7778,2016.0,3.552713678800501E-15
Gaia DR3 66779564565300224,7.397308082411872,0.7127,0.6967,0.7291,Gaia DR3 66779564565300224,57.34143853206736,24.911869279534624,7.3973,20.5357,-45.8453,0.0,2016.0,7.35873470126771E-15
Gaia DR3 66781832308018176,7.373997130574647,0.0057,0.0014,0.0142,Gaia DR3 66781832308018176,56.618484292947535,24.433739343907018,7.374,20.1111,-43.53,4.6745,2016.0,0.0
Gaia DR3 66782897460055424,7.467139144883223,0.6017,0.5938,0.6113,Gaia DR3 66782897460055424,56.74397999975442,24.46092173710442,7.4671,19.3016,-46.1394,0.0,2016.0,1.3414354013107052E-14
Gaia DR3 66783584654831872,7.203917977597592,0.6342,0.626,0.6436,Gaia DR3 66783584654831872,56.61261347529189,24.45374227557123,7.2039,20.2979,-44.7079,0.0,2016.0,7.379520485147103E-15
Gaia DR3 66786505232432512,7.423127367767808,0.111,0.1067,0.1149,Gaia DR3 66786505232432512,56.51218035590119,24.527697326214305,7.4231,19.5823,-44.8776,13.6564,2016.0,6.4642385516869654E-15
Gaia DR3 66786539592171392,7.320709076268946,0.5998,0.5902,0.6099,Gaia DR3 66786539592171392,56.602739910078235,24.479398837694735,7.3207,20.3077,-45.7516,0.0,2016.0,7.378365514687303E-15
Gaia DR3 66787119410915072,7.412614947686768,0.2529,0.2483,0.2575,Gaia DR3 66787119410915072,56.66214340428438,24.5201075850397,7.4126,20.2398,-46.0462,5.1787,2016.0,7.376530726529841E-15
Gaia DR3 66788253282520192,7.178588553994465,0.7467,0.7269,0.767,Gaia DR3 66788253282520192,56.589064965453765,24.56438443480984,7.1786,19.2465,-44.2233,0.0,2016.0,7.374532029834452E-15
Gaia DR3 66788291938818304,7.393670835522528,0.0815,0.0735,0.087,Gaia DR3 66788291938818304,56.59455349459927,24.569949769064657,7.3937,19.6832,-44.9936,6.608,2016.0,0.0
Gaia DR3 66788669895935616,7.307118521203142,0.6353,0.6194,0.6503,Gaia DR3 66788669895935616,56.596037054500854,24.6048505016741,7.3071,18.9784,-43.6099,0.0,2016.0,7.105427357601002E-15
Gaia DR3 66789872486779520,7.271150194177561,0.1158,0.1047,0.1306,Gaia DR3 66789872486779520,56.747585269534376,24.51991333978582,7.2712,22.2718,-47.5214,9.9965,2016.0,9.606178130052693E-15
Gaia DR3 66791483097102464,7.089912221780614,0.7136,0.6921,0.734,Gaia DR3 66791483097102464,56.90992716923971,24.599773115942277,7.0899,19.5529,-43.3793,0.0,2016.0,6.46052283641548E-15
Gaia DR3 66791624833561856,7.365399225658677,0.6339,0.6133,0.6577,Gaia DR3 66791624833561856,56.93522462565709,24.615331041000534,7.3654,20.03,-43.4995,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66792999222948992,7.372727624081626,0.7014,0.6889,0.7143,Gaia DR3 66792999222948992,56.868516896867085,24.675696492327,7.3727,19.2235,-47.1962,0.0,2016.0,7.36949309493143E-15
Gaia DR3 66793583338514816,7.386768646636278,0.4994,0.4918,0.5077,Gaia DR3 66793583338514816,56.70512196594524,24.599825599962905,7.3868,19.3522,-44.3484,14.1499,2016.0,3.552713678800501E-15
Gaia DR3 66798496781121792,7.3052753639807255,,,,Gaia DR3 66798496781121792,56.4770845575387,24.55430537374798,7.3053,20.3314,-46.0221,11.7928,2016.0,1.3405089581875699E-14
Gaia DR3 66798977817468288,7.342700786360437,0.6786,0.6669,0.6884,Gaia DR3 66798977817468288,56.34039171856011,24.54350590311485,7.3427,19.7507,-44.3593,0.0,2016.0,1.3406162647722896E-14
Gaia DR3 66799763794633856,7.359134122682988,0.1924,0.1769,0.2072,Gaia DR3 66799763794633856,56.527189243760176,24.56722164752902,7.3591,19.7494,-46.6243,4.7152,2016.0,7.37440384578041E-15
Gaia DR3 66799768088857856,7.375676434135071,0.2815,0.2732,0.3071,Gaia DR3 66799768088857856,56.52886446572594,24.562605127900447,7.3757,19.4033,-46.9716,6.4445,2016.0,7.374612411416274E-15
Gaia DR3 66800180408292992,7.342569093725325,0.5213,0.5127,0.5284,Gaia DR3 66800180408292992,56.523586281705164,24.612159232258236,7.3426,21.3182,-44.541,39.2662,2016.0,7.105427357601002E-15
Gaia DR3 66800244832257280,7.347148990756307,0.5918,0.5718,0.6124,Gaia DR3 66800244832257280,56.523814101890245,24.613683357394308,7.3471,21.3554,-45.1609,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66800592725851776,7.550076412992421,0.1175,0.1035,0.1328,Gaia DR3 66800592725851776,56.54907922003248,24.622119094596144,7.5501,21.1952,-44.6959,6.0423,2016.0,3.552713678800501E-15
Gaia DR3 66801623517295104,7.373604115597466,0.6569,0.6443,0.6681,Gaia DR3 66801623517295104,56.536336992339514,24.675721556933823,7.3736,20.8732,-45.6915,0.0,2016.0,0.0
Gaia DR3 66802207632871808,7.666701713472894,0.5149,0.5056,0.5293,Gaia DR3 66802207632871808,56.31946543928191,24.575481115491094,7.6667,20.8226,-47.7313,0.0,2016.0,0.0
Gaia DR3 66802276352348416,7.5214363388011725,0.3406,0.3339,0.3482,Gaia DR3 66802276352348416,56.30003774761142,24.585988634934,7.5214,20.8094,-44.7021,7.7508,2016.0,7.105427357601002E-15
Gaia DR3 66807464672814336,7.373324442202136,0.5502,0.5383,0.5587,Gaia DR3 66807464672814336,56.57483292830163,24.68579851334693,7.3733,20.7826,-44.5278,-30.123,2016.0,6.456074596028011E-15
Gaia DR3 66808220587759104,7.300009059416653,,,,Gaia DR3 66808220587759104,56.619370547231206,24.758790465145772,7.3,20.4866,-46.5165,3.4575,2016.0,0.0
Gaia DR3 66808839062339712,7.382649848312971,0.6851,0.6674,0.7061,Gaia DR3 66808839062339712,56.68666506758425,24.74939162434088,7.3826,20.1678,-44.1839,0.0,2016.0,0.0
Gaia DR3 66808869124393600,7.632741644567266,0.0789,0.0595,0.088,Gaia DR3 66808869124393600,56.65748307121974,24.747477728499646,7.6327,20.4226,-47.6266,4.8972,2016.0,3.552713678800501E-15
Gaia DR3 66809491897360896,7.406586641921977,0.089,0.0848,0.0946,Gaia DR3 66809491897360896,56.728918631435576,24.796134519995736,7.4066,19.3007,-46.3416,5.6952,2016.0,6.450347988717129E-15
Gaia DR3 66811450402457216,7.454756179233914,,,,Gaia DR3 66811450402457216,56.585399836649145,24.785282982842787,7.4548,18.5838,-45.1809,2.5587,2016.0,3.552713678800501E-15
Gaia DR3 66816295125702144,7.422158629100373,0.4493,0.4379,0.4579,Gaia DR3 66816295125702144,56.8904124483072,24.683996791687626,7.4222,19.5825,-46.2714,5.121,2016.0,0.0
Gaia DR3 66818322350220416,7.455007092647663,0.564,0.5514,0.5773,Gaia DR3 66818322350220416,57.09512296362547,24.814693582624564,7.455,20.0259,-47.5149,0.0,2016.0,0.0
Gaia DR3 66820590092840960,7.321610715925585,0.636,0.6285,0.6431,Gaia DR3 66820590092840960,56.908632149092455,24.81955061391246,7.3216,18.7757,-44.1843,0.0,2016.0,6.449129579983115E-15
Gaia DR3 66823132713476480,7.429236579015259,0.6666,0.6558,0.6806,Gaia DR3 66823132713476480,56.899529478888994,24.873965156738215,7.4292,20.3592,-44.682,0.0,2016.0,6.446294070488555E-15
Gaia DR3 66824472743376768,7.101768935389729,0.5784,0.5574,0.5996,Gaia DR3 66824472743376768,57.16384864961428,24.838699631188536,7.1018,18.3468,-44.7679,0.0,2016.0,0.0
Gaia DR3 66831069813319936,7.342300530836172,0.6103,0.5985,0.6229,Gaia DR3 66831069813319936,57.175686739164334,25.007696354218737,7.3423,19.7642,-46.0806,-1.2059,2016.0,3.552713678800501E-15
Gaia DR3 66831172892327680,7.127345638109044,0.8661,0.8487,0.8804,Gaia DR3 66831172892327680,57.16924995575434,25.022027265858245,7.1273,19.989,-44.0937,0.0,2016.0,0.0
Gaia DR3 66832100605159424,7.499269077311336,0.173,0.1664,0.1851,Gaia DR3 66832100605159424,57.07381062715844,25.04764063408678,7.4993,19.5167,-47.0573,5.1448,2016.0,0.0
Gaia DR3 66838452861270272,7.4069576100515615,0.0882,0.083,0.0961,Gaia DR3 66838452861270272,56.66165931699253,24.959436887087797,7.407,20.6103,-46.9545,5.1194,2016.0,1.2883656902708764E-14
Gaia DR3 66846291177113088,7.256440119595136,0.7383,0.7271,0.7479,Gaia DR3 66846291177113088,56.83687734919407,25.086565724768334,7.2564,18.6586,-45.9771,-5.8899,2016.0,7.350718129872031E-15
Gaia DR3 66850517426494208,7.21695823861784,0.6995,0.6829,0.7192,Gaia DR3 66850517426494208,57.67018622911764,24.667248287920742,7.217,19.4638,-44.3762,0.0,2016.0,0.0
Gaia DR3 66852647730267264,7.243738617452612,1.1758,1.1687,1.1828,Gaia DR3 66852647730267264,57.77331327973776,24.7365778100684,7.2437,19.9862,-45.2977,23.1298,2016.0,0.0
Gaia DR3 66867800374681344,7.28649632525377,0.5974,0.5897,0.6023,Gaia DR3 66867800374681344,57.849636200471934,25.097804937613382,7.2865,19.0601,-44.9051,1.5645,2016.0,7.35020067559932E-15
Gaia DR3 66876596467931776,7.533728444357108,0.9347,0.9131,0.9556,Gaia DR3 66876596467931776,57.493140583588925,25.105670495329786,7.5337,19.4092,-47.9166,0.0,2016.0,9.58568976576377E-15
Gaia DR3 66878245735176704,6.936834522963423,0.6206,0.6132,0.6275,Gaia DR3 66878245735176704,57.62492811642301,25.05172731020767,6.9368,18.7167,-44.1161,11.1736,2016.0,3.552713678800501E-15
Gaia DR3 66885942316710784,7.349344579395844,0.6794,0.6605,0.6947,Gaia DR3 66885942316710784,58.01500229553912,25.02030871800869,7.3493,19.5874,-46.4931,0.0,2016.0,7.353764426391375E-15
Gaia DR3 66886011036187392,7.57156755425043,0.5748,0.5602,0.5866,Gaia DR3 66886011036187392,58.00692191346169,25.024623815074253,7.5716,18.5793,-46.953,0.0,2016.0,6.438413010638331E-15
Gaia DR3 66894772769437952,7.4889550001615754,0.7293,0.7095,0.7522,Gaia DR3 66894772769437952,58.17593010462482,25.17824275473932,7.489,18.5392,-45.5719,0.0,2016.0,7.34649131159573E-15
Gaia DR3 66897933865345920,7.224048040147685,0.3271,0.3201,0.335,Gaia DR3 66897933865345920,58.1890612379725,25.279659903374622,7.224,19.495,-45.0655,4.5146,2016.0,1.333201995881611E-14
Gaia DR3 66898002584817280,7.248975775349272,0.6142,0.6023,0.671,Gaia DR3 66898002584817280,58.22613014091119,25.295217515232924,7.249,18.5513,-45.0218,0.0,2016.0,3.552713678800501E-15
Gaia DR3 66899239535574400,7.340439849598904,0.5478,0.5339,0.5668,Gaia DR3 66899239535574400,58.1308067637997,25.251934445389914,7.3404,19.8376,-45.5446,0.0,2016.0,6.4264379981924956E-15
Gaia DR3 66903293984399872,7.207573585446735,0.5093,0.5018,0.5165,Gaia DR3 66903293984399872,57.8423312184945,25.165928880530256,7.2076,19.5989,-45.4341,3.918,2016.0,1.2861961572191416E-14
Gaia DR3 66911231083913600,7.494606979507357,0.5766,0.5685,0.5847,Gaia DR3 66911231083913600,57.8077996561,25.386302306443408,7.4946,19.4388,-46.5209,0.0,2016.0,7.33684794804887E-15
Gaia DR3 66915560410893440,6.954660525737195,0.8214,0.8052,0.8372,Gaia DR3 66915560410893440,58.03320620434854,25.465031331017673,6.9547,17.667,-42.9553,0.0,2016.0,1.2830239840578975E-14
Gaia DR3 66926211929978880,7.336499163047003,0.7099,0.6973,0.7218,Gaia DR3 66926211929978880,57.18360002514792,25.10607888928261,7.3365,18.2776,-45.9995,0.0,2016.0,1.2868266989358547E-14
Gaia DR3 66930403817997696,7.3111335986996,0.642,0.6263,0.6568,Gaia DR3 66930403817997696,57.50781770847946,25.211222315495508,7.3111,18.1384,-46.0985,0.0,2016.0,6.428590206101706E-15
Gaia DR3 66940299422471296,7.51025816775081,0.5338,0.5219,0.541,Gaia DR3 66940299422471296,57.108594247341806,25.244490489581228,7.5103,19.748,-48.32,11.8765,2016.0,3.552713678800501E-15
Gaia DR3 66941635153934848,7.418767708082097,,,,Gaia DR3 66941635153934848,57.1514685446018,25.261289868637768,7.4188,19.4433,-45.4918,0.0,2016.0,0.0
Gaia DR3 66942189204257408,7.319272568279367,0.036,0.007,0.0988,Gaia DR3 66942189204257408,57.21025857511874,25.298365964198968,7.3193,19.2382,-45.1439,0.0,2016.0,7.34093228692754E-15
Gaia DR3 66950435545271680,6.971480338793958,0.7143,0.7028,0.723,Gaia DR3 66950435545271680,57.3346673052609,25.428301732688972,6.9715,18.9081,-43.6968,0.0,2016.0,0.0
Gaia DR3 66957994687842176,7.2922429808358755,0.5952,0.5833,0.6314,Gaia DR3 66957994687842176,57.64893550920422,25.4263087706472,7.2922,18.2949,-44.3395,7.3792,2016.0,3.552713678800501E-15
Gaia DR3 66960262430594816,7.23941620088313,0.1264,0.1207,0.1323,Gaia DR3 66960262430594816,57.573731542368556,25.379363743861116,7.2394,19.3478,-45.86,5.5182,2016.0,0.0
Gaia DR3 66960743466922624,7.443343423871985,0.69,0.6749,0.7119,Gaia DR3 66960743466922624,57.561546788631134,25.42482323104547,7.4433,19.4201,-45.3782,0.0,2016.0,7.335054836272481E-15
Gaia DR3 66969676998824576,7.309821489243173,0.1564,0.1517,0.1612,Gaia DR3 66969676998824576,57.77650195986893,25.594492433140854,7.3098,20.1284,-45.27,6.1291,2016.0,6.408200594570567E-15
Gaia DR3 66974453002505088,7.746078028052952,0.5784,0.5573,0.5898,Gaia DR3 66974453002505088,57.535148903959175,25.548658926226246,7.7461,20.0256,-47.3334,0.0,2016.0,6.410654007331139E-15
Gaia DR3 66980362877378432,7.246003957202509,0.222,0.2128,0.2285,Gaia DR3 66980362877378432,57.470573906210106,25.647246431442863,7.246,18.6233,-45.938,5.5073,2016.0,0.0
Gaia DR3 66982458821495424,7.5531174702120305,0.7783,0.7608,0.7988,Gaia DR3 66982458821495424,57.67176413323425,25.65830715785549,7.5531,20.2028,-47.3914,0.0,2016.0,0.0
Gaia DR3 66997817623367296,7.164820193342342,0.309,0.3033,0.3146,Gaia DR3 66997817623367296,59.09798263641725,24.832217396903733,7.1648,17.8849,-43.8423,0.56,2016.0,0.0
Gaia DR3 67044198973423744,7.738455575708935,0.5024,0.4875,0.5191,Gaia DR3 67044198973423744,59.21803142163105,25.167934727554673,7.7385,19.1032,-46.9432,0.0,2016.0,7.105427357601002E-15
Gaia DR3 67054305033161344,7.458432291780379,,,,Gaia DR3 67054305033161344,59.42911015700298,25.385076110136865,7.4584,19.2562,-45.628,0.0,2016.0,1.4673809973635108E-14
Gaia DR3 67069835634816896,7.530544181332642,0.6662,0.6526,0.679,Gaia DR3 67069835634816896,58.74187604266361,25.24127596267843,7.5305,19.5346,-47.54,0.0,2016.0,3.552713678800501E-15
Gaia DR3 67074096242336384,7.160615933777657,0.7824,0.7754,0.7893,Gaia DR3 67074096242336384,58.98515881188635,25.29982950141954,7.1606,18.3587,-45.0535,9.7772,2016.0,0.0
Gaia DR3 67085641114472320,7.44152801463991,0.687,0.673,0.7013,Gaia DR3 67085641114472320,58.547946463112645,25.31173412692351,7.4415,19.4566,-45.6116,0.0,2016.0,0.0
Gaia DR3 67278158729741696,7.570511532362098,0.7902,0.7297,0.8167,Gaia DR3 67278158729741696,58.24497934067102,25.43848141011749,7.5705,18.0516,-46.6583,0.0,2016.0,7.33441848406735E-15
Gaia DR3 67304959325424768,7.4420275178851645,0.7981,0.7845,0.8127,Gaia DR3 67304959325424768,58.280428460267885,25.78915388449124,7.442,20.009,-46.6149,0.0,2016.0,3.552713678800501E-15
Gaia DR3 67352066526730240,7.515898557915286,0.7299,0.7218,0.7374,Gaia DR3 67352066526730240,58.16220136420259,25.840244145086956,7.5159,20.3174,-45.7155,0.0,2016.0,0.0
Gaia DR3 67368353043627648,7.311513112665016,0.8352,0.8203,0.8469,Gaia DR3 67368353043627648,57.824864278483496,26.022656116606907,7.3115,19.3106,-43.8876,0.0,2016.0,7.306919152505519E-15
Gaia DR3 67368834079044224,7.274217633056106,0.7858,0.7767,0.796,Gaia DR3 67368834079044224,57.828036864609324,26.054150719366156,7.2742,18.9546,-46.0732,0.0,2016.0,0.0
Gaia DR3 67368868438779392,7.5490941562573015,0.5893,0.5814,0.5966,Gaia DR3 67368868438779392,57.85075265100442,26.053004292026344,7.5491,18.7345,-46.2374,-1.9947,2016.0,1.276686312036537E-14
Gaia DR3 67369658709673344,7.337022096802651,0.4151,0.4043,0.4224,Gaia DR3 67369658709673344,57.98934328927283,25.998665776464502,7.337,19.1744,-46.7042,-1.6241,2016.0,6.386388337107274E-15
Gaia DR3 67373094686549632,7.360596113610154,0.5916,0.5772,0.6029,Gaia DR3 67373094686549632,58.05557458367478,26.143438461375514,7.3606,18.7503,-46.155,16.7559,2016.0,7.30116501181228E-15
Gaia DR3 67527885307288192,7.296589514363688,0.6398,0.6264,0.6525,Gaia DR3 67527885307288192,59.21518684477463,26.807229843379318,7.2966,18.4853,-45.3869,0.0,2016.0,3.552713678800501E-15
Gaia DR3 67540495331120128,7.491104925912312,,,,Gaia DR3 67540495331120128,58.999775418620786,26.999774293203018,7.4911,19.0426,-45.3623,0.0,2016.0,0.0
Gaia DR3 67576332537157888,7.206185200664611,0.6326,0.6151,0.6491,Gaia DR3 67576332537157888,53.13743027013416,22.30325801554452,7.2062,20.7638,-43.5965,0.0,2016.0,0.0
Gaia DR3 67618285777617664,7.532695664265256,0.004,0.0012,0.0091,Gaia DR3 67618285777617664,53.88216141527742,22.82338338603445,7.5327,21.3944,-45.4666,5.3235,2016.0,7.450676607409014E-15
Gaia DR3 67662330666441088,7.2252593550689355,1.1837,1.1683,1.2008,Gaia DR3 67662330666441088,53.58075523166277,22.811599643349542,7.2253,20.5496,-44.1789,0.0,2016.0,0.0
Gaia DR3 67667935599570432,7.228278661249061,0.5976,0.5776,0.6194,Gaia DR3 67667935599570432,53.45758590718418,22.938664370319767,7.2283,20.5996,-44.4954,0.0,2016.0,6.543548685980234E-15
Gaia DR3 67724697887107200,7.492629956560324,0.61,0.5962,0.6236,Gaia DR3 67724697887107200,54.16008003272868,23.14547753490501,7.4926,20.1429,-44.8904,0.0,2016.0,6.5335100657556025E-15
Gaia DR3 67732257029618048,7.41348516289367,0.4561,0.4506,0.4606,Gaia DR3 67732257029618048,54.59755350922265,23.107846178922333,7.4135,21.5707,-45.4861,10.4856,2016.0,9.653901089790523E-15
Gaia DR3 67756789882795008,7.531107380234092,0.6307,0.6152,0.6419,Gaia DR3 67756789882795008,54.48519642738676,23.382232166025776,7.5311,21.5856,-46.1475,0.0,2016.0,6.521913604553131E-15
Gaia DR3 67793309988387456,7.290477116287213,0.5498,0.4907,0.6012,Gaia DR3 67793309988387456,53.82823630611727,23.438986245977457,7.2905,21.4178,-45.1429,0.0,2016.0,0.0
Gaia DR3 67799189799869312,7.09486561955451,0.0175,0.0127,0.0232,Gaia DR3 67799189799869312,53.74453624196074,23.529954931526188,7.0949,20.5692,-43.2638,5.7458,2016.0,3.552713678800501E-15
Gaia DR3 67832346947351424,7.317767257828139,0.717,0.7001,0.7354,Gaia DR3 67832346947351424,54.046206014769425,23.806258139558725,7.3178,21.5122,-44.7447,0.0,2016.0,0.0
Gaia DR3 67878663874731136,7.168445713233685,0.6504,0.6387,0.6625,Gaia DR3 67878663874731136,53.03286449262046,23.232426220974702,7.1684,19.9061,-42.5306,0.0,2016.0,3.552713678800501E-15
Gaia DR3 67899520235887616,7.2748694971298065,0.7518,0.7332,0.7702,Gaia DR3 67899520235887616,53.15763413329577,23.432917294381728,7.2749,21.0977,-44.3758,0.0,2016.0,6.51941652129249E-15
Gaia DR3 67988615037924096,7.505259297500794,0.6616,0.5949,0.6966,Gaia DR3 67988615037924096,53.64827525953711,23.64528208335387,7.5053,20.4296,-45.1279,0.0,2016.0,0.0
Gaia DR3 67998201404864896,7.255933297286534,0.7397,0.7215,0.7958,Gaia DR3 67998201404864896,53.17636721373867,23.56656052165308,7.2559,20.5504,-44.626,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68014964661425280,7.41927553409548,0.7639,0.7432,0.7841,Gaia DR3 68014964661425280,53.81787672859215,23.79924439729251,7.4193,21.2127,-46.5941,0.0,2016.0,7.408616635804306E-15
Gaia DR3 68045583484082048,7.68455152950898,0.4205,0.4098,0.4378,Gaia DR3 68045583484082048,53.747213282087124,24.204450225543543,7.6846,21.4518,-47.1064,-2.7772,2016.0,6.480776976423455E-15
Gaia DR3 68046133239891584,7.539687879108131,0.4303,0.4249,0.4351,Gaia DR3 68046133239891584,53.789279180431066,24.238698906437666,7.5397,21.915,-46.3185,5.7783,2016.0,0.0
Gaia DR3 68051390279853824,7.235450067120952,0.3676,0.3614,0.3742,Gaia DR3 68051390279853824,53.00208374666953,23.774632460225945,7.2355,21.2028,-43.6912,6.1701,2016.0,0.0
Gaia DR3 68097020012324352,7.368017028297914,0.0755,0.067,0.0837,Gaia DR3 68097020012324352,53.53056707846046,24.344244949131976,7.368,21.591,-45.0579,5.2959,2016.0,3.552713678800501E-15
Gaia DR3 68117635855255168,7.377559616270141,0.6751,0.663,0.6868,Gaia DR3 68117635855255168,54.911295650757275,23.38883701888097,7.3776,20.478,-44.5081,0.0,2016.0,7.426499241484952E-15
Gaia DR3 68120418994061312,7.2703253135617745,0.747,0.7165,0.7706,Gaia DR3 68120418994061312,54.92139561721088,23.47300154429505,7.2703,20.7942,-44.5436,0.0,2016.0,0.0
Gaia DR3 68120728231661824,7.4248451511728,0.3733,0.3673,0.3793,Gaia DR3 68120728231661824,54.871767713772435,23.499172809593553,7.4248,21.9526,-45.2446,1.025,2016.0,3.552713678800501E-15
Gaia DR3 68129764842889600,7.498550540761937,0.1285,0.1253,0.1308,Gaia DR3 68129764842889600,55.14330480576736,23.68240599457382,7.4986,20.5457,-45.6289,5.0711,2016.0,0.0
Gaia DR3 68141408498321280,7.228431844899335,0.6687,0.6499,0.6976,Gaia DR3 68141408498321280,54.64378947102655,23.67271376809515,7.2284,20.455,-45.0412,0.0,2016.0,0.0
Gaia DR3 68142374866825216,7.484155963925398,0.6946,0.6788,0.711,Gaia DR3 68142374866825216,54.64259896949573,23.71853047856418,7.4842,21.0125,-46.687,0.0,2016.0,6.505250015906584E-15
Gaia DR3 68145707761492608,7.109772113525601,0.6958,0.6702,0.7485,Gaia DR3 68145707761492608,54.96121741847009,23.76440270472398,7.1098,20.354,-43.554,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68145776480904064,7.635748886055412,0.7039,0.6872,0.7211,Gaia DR3 68145776480904064,54.952174940142214,23.76759558130002,7.6357,20.9256,-46.9057,0.0,2016.0,1.3005600182477436E-14
Gaia DR3 68150861722174848,7.3887946659635775,0.2156,0.1612,0.2349,Gaia DR3 68150861722174848,54.865972772521204,23.89479513531878,7.3888,21.1648,-45.3476,5.0753,2016.0,6.496426545825487E-15
Gaia DR3 68152820227358720,7.500368854873981,0.5483,0.5373,0.5654,Gaia DR3 68152820227358720,55.262561179851474,23.72247915263373,7.5004,20.5397,-44.9173,0.0,2016.0,6.50505302672172E-15
Gaia DR3 68156290560900480,7.602452973629081,0.7041,0.6858,0.7221,Gaia DR3 68156290560900480,55.27187406487266,23.83735301337884,7.6025,21.3377,-45.2858,0.0,2016.0,0.0
Gaia DR3 68161921261591808,7.085902986522752,0.0779,0.0279,0.1582,Gaia DR3 68161921261591808,55.426784967174235,23.915697125676886,7.0859,18.2203,-46.0586,0.0,2016.0,1.2990752305933582E-14
Gaia DR3 68162028637205888,7.411967132291862,0.773,0.7464,0.7919,Gaia DR3 68162028637205888,55.33071458119611,23.86146815087619,7.412,20.086,-43.3624,0.0,2016.0,7.405880920046043E-15
Gaia DR3 68162921990400256,7.4679281450793535,0.6492,0.6381,0.6603,Gaia DR3 68162921990400256,55.3454099178269,23.929907412099855,7.4679,20.87,-43.9453,0.0,2016.0,1.2989323092648464E-14
Gaia DR3 68168419548529920,7.859621346068521,0.6616,0.6448,0.6801,Gaia DR3 68168419548529920,55.38009303304036,24.056737099413954,7.8596,21.7919,-47.6038,0.0,2016.0,0.0
Gaia DR3 68170721650939264,7.508409802864794,0.5745,0.5643,0.5857,Gaia DR3 68170721650939264,55.07859767517824,23.90637216703363,7.5084,20.9686,-46.6376,0.0,2016.0,3.552713678800501E-15
Gaia DR3 68174191984522368,7.278890838079187,0.7905,0.7828,0.7993,Gaia DR3 68174191984522368,54.92806066590466,23.9075504224956,7.2789,20.455,-45.0161,0.0,2016.0,7.403850737754329E-15
Gaia DR3 68175806892217216,7.270878825569996,0.6412,0.6327,0.651,Gaia DR3 68175806892217216,54.94318764852998,23.98123193567468,7.2709,20.5598,-44.3652,131.8298,2016.0,0.0
