rank,name,status,pollution_score,source_score,source_count,contaminated_pixels,coverage_fraction,weighted_coverage_fraction,residual_sigma,aperture_radius_pixels,center_radius_pixels,rejected_large_segments,image_path,error
115,NGC4123,ok,4.934517289393159,4.931462162778863,79,79,0.0006830246753471321,0.00012220506457184536,0.013308921508063981,193.1999969482422,22.539999643961586,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4123.phot.1.fits,
116,NGC1436,ok,4.937660257958145,4.935774234626091,38,38,0.0005483642870542737,7.544093328215461e-05,0.013592091821977577,148.5833015869013,4.619999821980794,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1436.phot.1.fits,
117,NGC7418,ok,4.978102449406763,4.976489021816792,95,95,0.0009063588226875924,6.453710359885581e-05,0.013736299381640286,183.21878732391667,14.23333333333333,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7418.phot.1.fits,
118,NGC4535,ok,5.010144520208102,5.008212346688325,425,425,0.0008167453945168518,7.728694079107656e-05,0.012583392849754531,407.3521420104198,17.54666595458984,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4535.phot.1.fits,
119,NGC4496A,ok,5.048176826873761,5.046161209441068,24,24,0.0007180039490217197,8.062469730772651e-05,0.016639635541928415,103.39609367758226,6.695095223370294,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4496A.phot.1.fits,
120,NGC4981,ok,5.057253972376062,5.054980717237452,49,49,0.0008608724678929707,9.093020554439881e-05,0.016647660841041474,134.88697162224605,8.819999821980794,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4981.phot.1.fits,
121,NGC4102,ok,5.077123640124779,5.073547577579382,49,49,0.000725249026834214,0.00014304250181587926,0.01328836501821058,146.88248259807654,5.786666488647461,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4102.phot.1.fits,
122,NGC4781,ok,5.152336383842226,5.149059518712805,102,102,0.000968983042796751,0.00013107460517680495,0.012712648375907935,183.21878732391667,8.493333689371743,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4781.phot.1.fits,
123,ESO120-012,ok,5.261960910082882,5.2568752991807415,30,30,0.0010091496232508073,0.0002034244360856097,0.013419374310369754,98.0,11.433333333333332,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/ESO120-012.phot.1.fits,
124,NGC7513,ok,5.289352954102024,5.286546041897864,71,71,0.0008970082878512229,0.00011227648816640891,0.013887031425394653,159.57689275503807,16.379999287923177,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7513.phot.1.fits,
