rank,name,status,pollution_score,source_score,source_count,contaminated_pixels,coverage_fraction,weighted_coverage_fraction,residual_sigma,aperture_radius_pixels,center_radius_pixels,rejected_large_segments,image_path,error
118,ESO420-009,ok,6.622469474828084,6.560600772738568,41,822,0.036821358179537717,0.0024747480835806313,0.007091209607170092,84.32765126943707,3.0,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/ESO420-009.phot.1.fits,
119,NGC7552,ok,6.660545960954545,6.635763687933079,67,1940,0.03819649537310494,0.0009912909208586239,0.013790819865888333,128.01611042681805,14.93521288312877,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7552.phot.1.fits,
120,NGC1255,ok,6.689456994420842,6.65578774329918,147,2876,0.022449282263037523,0.0013467700448665048,0.01363481453619419,202.28794584872134,11.666666666666666,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC1255.phot.1.fits,
121,NGC3447,ok,6.7330541552590555,6.69179180292476,87,1420,0.015855469578713473,0.0016504940933718337,0.012803118865629631,169.03241810299076,8.073332977294921,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3447.phot.1.fits,
122,NGC4981,ok,6.857892346203427,6.820370781991409,87,1918,0.033697008028953424,0.0015008625684807516,0.016647660841041474,134.88697162224605,8.819999821980794,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4981.phot.1.fits,
123,NGC0701,ok,6.900422735758001,6.862459820057575,42,1171,0.029695186894557996,0.001518516628017038,0.01444891147334104,112.1940961891383,6.2533331553141265,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC0701.phot.1.fits,
124,NGC2681,ok,6.923649000192351,6.9032404564063246,105,1666,0.01348223678886461,0.0008163417514410684,0.017473727833292,198.59577473472015,7.513333511352538,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC2681.phot.1.fits,
125,NGC4133,ok,6.956185082193467,6.9009913069280415,27,561,0.026197814513869433,0.0022077510106170172,0.014947149424856226,82.78849817347643,5.973333422342935,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC4133.phot.1.fits,
126,NGC7531,ok,6.995618849138309,6.946201691173458,117,2451,0.018526777278052835,0.001976686318594044,0.011998426226397402,205.57486055226119,12.27333297729492,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC7531.phot.1.fits,
127,NGC3930,ok,7.009369487118281,6.976653530972037,41,750,0.013649516807105029,0.0013086382458497687,0.013411938753960918,133.0362529899405,14.466666666666667,0,/mnt/d/Dropbox/Public Documents/UCLAN/MSc Research/Erwin/s4g_images_36um/NGC3930.phot.1.fits,
