evaluation,image,truth_pixels,incremental_pixels,overlap_pixels,masked_fraction,recall,precision,f_score,mean_toy_recall,recovered_toys,toy_count,false_positive_fraction,segments
22,NGC0289,1142,75028,566,0.02077200955931047,0.4956217162872154,0.007543850295889535,0.014861494026519626,0.6907968470204876,4,6,0.020621828641250194,3922
22,IC1954,832,27358,462,0.02649110507744567,0.5552884615384616,0.01688719935667812,0.03277758070237673,0.4651752065870769,2,6,0.02606474320956069,1120
22,NGC0578,838,42599,296,0.020289663174158937,0.3532219570405728,0.006948519918307941,0.013628933858231463,0.5097643565226287,2,6,0.02015672529332388,1757
22,NGC3992,1064,129271,664,0.025456037033550826,0.6240601503759399,0.005136496197909817,0.010189128016265777,0.6491461969223767,5,6,0.025330589532457433,5607
22,NGC3359,1624,49032,1118,0.016217841411658707,0.6884236453201971,0.02280143579703051,0.04414087176247631,0.6459774839603917,5,6,0.015856568774069543,2523
23,NGC1097,1064,84592,683,0.024518062913038728,0.6419172932330827,0.008074049555513524,0.015947510974129074,0.716412580232534,5,6,0.024327605217204236,2535
23,NGC4133,530,12023,124,0.010491566954749173,0.2339622641509434,0.010313565665807203,0.01975623356966462,0.3024054982817869,2,6,0.010388165924301446,514
23,IC4901,768,44021,372,0.015374626644649527,0.484375,0.008450512255514414,0.016611221505280317,0.49044529106747436,4,6,0.015248793343897688,1458
23,NGC0986,1256,39902,640,0.021113744464534127,0.5095541401273885,0.016039296275875897,0.031099664706739884,0.5311370859085374,3,6,0.0207889111687316,1409
23,NGC0289,1142,27330,387,0.0075664954584415845,0.33887915936952717,0.0141602634467618,0.027184602416409104,0.30318095704688897,2,6,0.007461711061765786,1193
23,IC1954,832,14422,446,0.013965009044042746,0.5360576923076923,0.03092497573152129,0.05847646518945851,0.4575717437056124,2,6,0.013544053059816338,455
23,NGC0578,838,22210,228,0.010578497596142397,0.2720763723150358,0.010265646105357946,0.019784796945505032,0.4492221905276643,2,6,0.010474083053160426,632
