rank,name,pollution_score,gaia_catalog_count,gaia_ir_match_count,strong_match_count,residual_sigma,aperture_radius_pixels,center_radius_pixels
1,NGC1097,10.778078047619106,39,12,5,0.013187032606474228,230.52709203530043,26.89482740411838
