rank,name,catalogue,candidate_rank,x,y,score,peak
68,NGC3359,weak_Gaia,7,1121.143668246148,639.1644741677452,0.2004040229419539,30.7146003414324
68,NGC3359,weak_Gaia,8,1096.4341037666302,719.3211977561374,0.1626791933110925,27.46238232904085
68,NGC3359,weak_Gaia,9,1125.1195269911766,662.4187094724904,0.06256462068002372,23.512670834052816
68,NGC3359,weak_Gaia,10,1005.9457635011586,732.3531815108078,0.03477864163912678,16.96154058894874
69,NGC3992,2MASS,1,1340.098411557023,982.0293787326275,1.4509689413475624,1049.2387416270585
69,NGC3992,2MASS,2,1446.0945048771425,955.7546918115943,0.9415480870956798,409.7938320603522
69,NGC3992,2MASS,3,1457.0954392347865,927.0984071698069,0.6794943474589876,182.52495208343825
69,NGC3992,2MASS,4,1263.0727737334907,725.5436381723997,0.39091687119745594,91.68451271088266
69,NGC3992,weak_Gaia,1,1263.3511547665441,725.645297054625,0.35918861648505396,91.68451271088266
69,NGC3992,weak_Gaia,2,1445.7991874319682,955.4502330735344,0.24296607314441568,409.7938320603522
69,NGC3992,weak_Gaia,3,1340.0007767424297,982.0262010929613,0.24035931174975209,1049.2387416270585
69,NGC3992,weak_Gaia,4,1457.5600173601313,926.8155597497263,0.23721161722741346,182.52495208343825
69,NGC3992,weak_Gaia,5,1425.6107348654402,1081.684979450451,0.10617423049283184,12.212852111093257
69,NGC3992,weak_Gaia,6,1283.9346691382436,928.4870254554412,0.048898374377470494,17.78849912789144
69,NGC3992,weak_Gaia,7,1375.593089044542,739.6455150970716,0.004921430707823303,13.486162312813887
70,NGC3627,2MASS,1,547.0096727831499,1187.874333606324,1.1651452705981717,91.70709299230542
70,NGC3627,2MASS,2,666.939048912984,1143.9303607145678,0.8258757759726046,534.9282187212248
70,NGC3627,2MASS,3,709.3929552147757,1297.8065166430204,0.5794698122096462,246.3296618073645
70,NGC3627,2MASS,4,672.624656344135,1072.5572966601842,0.3751389146381072,300.33783643363245
70,NGC3627,2MASS,5,629.4469803203625,1198.9323494898308,0.35549961122698914,239.97358584705404
70,NGC3627,2MASS,6,703.5706867159672,1262.3260461180976,0.35376617357320717,88.55853774461568
70,NGC3627,2MASS,7,623.5017595830026,1210.2534367057488,0.2889291708796747,104.66363898971257
70,NGC3627,2MASS,8,641.414799174547,1175.7941958954839,0.19777709817965342,201.1432965285355
70,NGC3627,2MASS,9,655.1399758654131,1126.9323575379624,0.1835580349916134,52.438754449759145
70,NGC3627,2MASS,10,702.6595252698673,1107.1843098754046,0.1813319134496963,68.02977358274886
70,NGC3627,2MASS,11,655.830185564149,1159.1509508095903,0.11385951487258172,61.971961694098226
70,NGC3627,weak_Gaia,1,546.9587094569828,1187.1165660093397,0.5402529672306287,91.70709299230542
70,NGC3627,weak_Gaia,2,855.7250366558641,1214.6767904806673,0.3087509343318813,25.2901992780205
70,NGC3627,weak_Gaia,3,595.5348937653425,1103.304742514101,0.2878949400129999,33.53413095197695
70,NGC3627,weak_Gaia,4,701.9694975661207,1106.873234075593,0.16977994076144265,68.02977358274886
70,NGC3627,weak_Gaia,5,729.0818887093465,1277.8214931403518,0.1476503156625414,263.8493497769625
70,NGC3627,weak_Gaia,6,729.8934378708892,1282.7499831354821,0.10569858177602741,180.36161387966146
70,NGC3627,weak_Gaia,7,740.4354495558136,1094.4412649468686,0.09749161411652098,24.540558189351138
70,NGC3627,weak_Gaia,8,587.7134030665196,1153.4810417104134,0.09479882777910321,10.079404300173769
70,NGC3627,weak_Gaia,9,689.1568328855392,1106.505578870662,0.07651496584543496,18.41892942237956
70,NGC3627,weak_Gaia,10,706.4985125352632,1100.0580125249348,0.06641102742539963,19.2997932641943
70,NGC3627,weak_Gaia,11,666.943198868454,1143.539061011559,0.062069147491484414,534.9282187212248
70,NGC3627,weak_Gaia,12,629.8753098197656,1199.342554763843,0.05322791797037576,239.97358584705404
70,NGC3627,weak_Gaia,13,754.0897346545822,1269.511793240377,0.027869676098955517,79.02537551399676
70,NGC3627,weak_Gaia,14,673.2563678637613,1259.5348704000005,0.012744411686734765,11.884785581473555
70,NGC3627,weak_Gaia,15,739.0400149701157,1061.8362389558206,0.008635664868316559,16.75311317547827
71,NGC2903,2MASS,1,1020.3770951099192,665.479240895423,1.8942394076732645,1498.530932986611
71,NGC2903,2MASS,2,1098.9855325195947,891.6652114113548,0.7665452861229418,149.24903591195874
71,NGC2903,2MASS,3,1165.377310955412,833.0977149348364,0.5678133424571443,210.09104495914454
71,NGC2903,2MASS,4,1198.2719306819165,671.1427137748183,0.39623722929870736,31.915369541668603
71,NGC2903,2MASS,5,1183.6908926223127,717.826070213772,0.33105836226657714,85.92466645529836
71,NGC2903,2MASS,6,1166.3206095518153,647.9439749667363,0.2499770764988833,120.65248225005367
71,NGC2903,2MASS,7,1072.258432655536,819.9756087167622,0.18618607687930397,40.26024459939562
71,NGC2903,2MASS,8,1069.3777370981106,701.3286342166822,0.17646802709418882,49.24893318214143
71,NGC2903,weak_Gaia,1,1020.8770227742846,665.2256772373115,0.26109097177205065,1498.530932986611
71,NGC2903,weak_Gaia,2,1099.0378311988345,891.6349919220012,0.24270557286119834,149.24903591195874
71,NGC2903,weak_Gaia,3,1251.465596999785,823.7342089124528,0.21978511551375648,23.60386454990956
71,NGC2903,weak_Gaia,4,1072.6046436306863,820.1947551628667,0.17876337771655665,40.26024459939562
71,NGC2903,weak_Gaia,5,1166.0295594240874,833.8241471223009,0.17783752795066524,210.09104495914454
71,NGC2903,weak_Gaia,6,1010.6269127742313,765.769686856594,0.15220541803541324,11.136438917477287
71,NGC2903,weak_Gaia,7,1183.024021527046,717.3304668959338,0.147006211238009,85.92466645529836
71,NGC2903,weak_Gaia,8,1059.8941056985257,848.111220986861,0.09696155597894922,10.448568449716145
71,NGC2903,weak_Gaia,9,1075.094223598527,868.6425714456017,0.06822138337692998,5.369379030475673
71,NGC2903,weak_Gaia,10,1185.6434792680122,875.7447591894222,0.05039729480550717,13.436462344232863
71,NGC2903,weak_Gaia,11,1182.6296269936229,646.7482692319038,0.04872808972502419,62.544725419531154
71,NGC2903,weak_Gaia,12,1201.4363718060868,675.1864519547333,0.0476155250649735,44.70765354530249
71,NGC2903,weak_Gaia,13,1110.9555044782635,635.8034473417213,0.047481269865457254,50.48680270588551
71,NGC2903,weak_Gaia,14,1185.8358471380816,717.7075028055289,0.045563754043063974,83.1688394846768
71,NGC2903,weak_Gaia,15,1186.0189454900335,813.1086748774414,0.04504440646789617,9.412935185677625
71,NGC2903,weak_Gaia,16,1199.9363933250268,703.3962779172332,0.04227182000764756,14.515495986308956
71,NGC2903,weak_Gaia,17,1155.6568945594993,711.1831298482876,0.04173524741397988,26.425477769060343
71,NGC2903,weak_Gaia,18,1148.4197955616405,841.3905565470678,0.031266415397102995,13.699806613639975
71,NGC2903,weak_Gaia,19,1200.651797416629,870.3534373408042,0.01389305251648133,7.600637420731219
71,NGC2903,weak_Gaia,20,1112.1578476525942,780.8612285396334,0.011316752995248114,19.721672880656488
71,NGC2903,weak_Gaia,21,1142.3988147670236,800.0572232687808,0.01103679876752052,32.6445018612309
71,NGC2903,weak_Gaia,22,1081.666183963994,677.3417622764448,0.005882997698501991,4.7232660568393445
72,NGC4293,2MASS,1,563.3396030395477,1144.3020206074136,1.7277147649752187,4206.0829334363525
72,NGC4293,2MASS,2,584.1416800631016,886.4843637792385,1.3014771417312836,1905.034709258977
72,NGC4293,2MASS,3,593.8795744946002,1132.2259137886442,0.4104931232454042,213.70239257649018
72,NGC4293,2MASS,4,472.5610746271083,1009.5158356828866,0.3039029023487215,213.68211166948288
72,NGC4293,2MASS,5,677.5084666234762,1046.9265713855461,0.2534745076907108,142.32744172493142
72,NGC4293,2MASS,6,589.7837125444826,972.9385100851714,0.18414357436746975,49.2156830062544
72,NGC4293,weak_Gaia,1,594.1944919617783,1132.1502227368064,0.32795704571933004,213.70239257649018
72,NGC4293,weak_Gaia,2,678.6514941066633,1046.7526865248326,0.2713644579141346,142.32744172493142
72,NGC4293,weak_Gaia,3,563.5109695121405,1144.2830387626857,0.266176324833544,4206.0829334363525
72,NGC4293,weak_Gaia,4,585.4634405153647,886.3079507043047,0.25488399994614896,1905.034709258977
72,NGC4293,weak_Gaia,5,524.0344799320173,853.0301869170663,0.19214195657821637,153.63762632287745
72,NGC4293,weak_Gaia,6,359.2847174000336,974.6149225677292,0.12391550896745993,80.76193688938969
72,NGC4293,weak_Gaia,7,583.0936780575016,1062.4723341736697,0.08800140947590632,85.59880944643865
72,NGC4293,weak_Gaia,8,665.6896209302724,1077.8160900031348,0.05616975059727087,77.1747977731683
72,NGC4293,weak_Gaia,9,640.3679856346087,1126.7522125688427,0.010443118021823785,17.63935787003687
72,NGC4293,weak_Gaia,10,490.5359550101007,1015.6004604222182,0.006653550049404686,36.24902367734057
73,NGC1097,2MASS,1,839.0747978031563,818.6751297065437,1.1718199652702064,946.8450846988392
73,NGC1097,2MASS,2,525.7362765374647,773.0489133203322,1.1706920859985201,784.1669036951165
