evaluation,image,truth_pixels,incremental_pixels,overlap_pixels,masked_fraction,recall,precision,f_score,mean_toy_recall,recovered_toys,toy_count,false_positive_fraction,segments
34,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
34,IC4901,768,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,10
34,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
34,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
34,IC1954,832,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
34,NGC0578,838,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
34,NGC3992,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3
34,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
35,NGC1097,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3
35,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
35,IC4901,768,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,7
35,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
35,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
35,IC1954,832,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
35,NGC0578,838,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
35,NGC3992,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
35,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
36,NGC1097,1064,61,0,1.768018060449407e-05,0.0,0.0,0.0,0.0,0,6,1.7685634654798158e-05,2
36,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
36,IC4901,768,176,0,6.146916902065643e-05,0.0,0.0,0.0,0.0,0,6,6.148566126431289e-05,4
36,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
36,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
36,IC1954,832,61,0,5.9067088592886386e-05,0.0,0.0,0.0,0.0,0,6,5.9114713555294547e-05,1
36,NGC0578,838,152,0,7.239674176558506e-05,0.0,0.0,0.0,0.0,0,6,7.24256493531246e-05,2
36,NGC3992,1064,204,0,4.0171666923318985e-05,0.0,0.0,0.0,0.0,0,6,4.0180085567825366e-05,2
36,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,NGC1097,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,IC4901,768,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
37,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,IC1954,832,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
37,NGC0578,838,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
37,NGC3992,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
37,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
38,NGC1097,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
38,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
38,IC4901,768,163,0,5.6928832672539766e-05,0.0,0.0,0.0,0.0,0,6,5.694410673910795e-05,4
38,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
38,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
38,IC1954,832,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
38,NGC0578,838,202,0,9.621145945163279e-05,0.0,0.0,0.0,0.0,0,6,9.624987611402084e-05,2
38,NGC3992,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2
38,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
39,NGC1097,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,5
39,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
39,IC4901,768,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,11
39,NGC0986,1256,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0
39,NGC0289,1142,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
39,IC1954,832,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3
39,NGC0578,838,85,0,4.0485020066281125e-05,0.0,0.0,0.0,0.0,0,6,4.050118549352362e-05,2
39,NGC3992,1064,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3
39,NGC3359,1624,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,1
40,NGC1097,1064,599,0,0.0001736135767556057,0.0,0.0,0.0,0.0,0,6,0.0001736671337413786,11
40,NGC4133,530,0,0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3
40,IC4901,768,1548,0,0.0005406492820680464,0.0,0.0,0.0,0.0,0,6,0.0005407943388474792,27
40,NGC0986,1256,114,0,6.032196052721393e-05,0.0,0.0,0.0,0.0,0,6,6.036207715438342e-05,4
40,NGC0289,1142,129,0,3.5714523020086513e-05,0.0,0.0,0.0,0.0,0,6,3.572581846742331e-05,3
40,IC1954,832,438,0,0.0004241210623554793,0.0,0.0,0.0,0.0,0,6,0.00042446302520031165,3
40,NGC0578,838,190,0,9.049592720698133e-05,0.0,0.0,0.0,0.0,0,6,9.053206169140575e-05,4
40,NGC3992,1064,598,0,0.00011775812166737624,0.0,0.0,0.0,0.0,0,6,0.0001177827998507822,9
40,NGC3359,1624,355,0,0.00011741992374650924,0.0,0.0,0.0,0.0,0,6,0.00011748303032088091,4
